IncidentId,UnitNumber,PersonNo,AirBagNo,AirBag,
32750402,2,9,1,NOT INSTALLED,
32750402,2,10,1,NOT INSTALLED,
32750402,2,11,1,NOT INSTALLED,
32750402,2,12,1,NOT INSTALLED,
32750402,2,13,1,NOT INSTALLED,
32750402,2,14,1,NOT INSTALLED,
32750402,2,15,1,NOT INSTALLED,
32750402,2,16,1,NOT INSTALLED,
32750402,2,17,1,NOT INSTALLED,
32750402,2,18,1,NOT INSTALLED,
32750402,2,19,1,NOT INSTALLED,
32750402,2,20,1,NOT INSTALLED,
32750402,2,21,1,NOT INSTALLED,
32750402,2,22,1,NOT INSTALLED,
32750402,2,23,1,NOT INSTALLED,
32750402,2,24,1,NOT INSTALLED,
32750402,2,25,1,NOT INSTALLED,
32750402,2,26,1,NOT INSTALLED,
32750402,2,27,1,NOT INSTALLED,
32750402,2,28,1,NOT INSTALLED,
32755079,1,1,1,DEPLOYED-COMBINATION,
32756505,1,1,1,INSTALLED/NOT DEPLOYED,
32756505,2,2,1,INSTALLED/NOT DEPLOYED,
32757863,1,1,1,INSTALLED/NOT DEPLOYED,
32757863,2,2,1,INSTALLED/NOT DEPLOYED,
32757948,1,1,1,INSTALLED/NOT DEPLOYED,
32757948,1,2,1,INSTALLED/NOT DEPLOYED,
32757948,1,3,1,INSTALLED/NOT DEPLOYED,
32757948,2,4,1,INSTALLED/NOT DEPLOYED,
32768176,1,1,1,INSTALLED/NOT DEPLOYED,
32768176,2,2,1,INSTALLED/NOT DEPLOYED,
32768291,1,1,1,INSTALLED/NOT DEPLOYED,
32768291,2,2,1,INSTALLED/NOT DEPLOYED,
32768291,2,3,1,INSTALLED/NOT DEPLOYED,
32770298,1,1,1,INSTALLED/NOT DEPLOYED,
32770298,2,2,1,INSTALLED/NOT DEPLOYED,
32770580,2,2,1,INSTALLED/NOT DEPLOYED,
32770580,2,3,1,INSTALLED/NOT DEPLOYED,
32774475,1,1,1,INSTALLED/NOT DEPLOYED,
32774475,1,2,1,INSTALLED/NOT DEPLOYED,
32774475,2,3,1,INSTALLED/NOT DEPLOYED,
32774475,2,4,1,INSTALLED/NOT DEPLOYED,
32774475,3,5,1,INSTALLED/NOT DEPLOYED,
32774475,3,6,1,INSTALLED/NOT DEPLOYED,
32774475,3,7,1,INSTALLED/NOT DEPLOYED,
32774475,3,8,1,INSTALLED/NOT DEPLOYED,
32774475,4,9,1,INSTALLED/NOT DEPLOYED,
32774475,5,10,1,INSTALLED/NOT DEPLOYED,
32774475,5,11,1,INSTALLED/NOT DEPLOYED,
32774475,5,12,1,INSTALLED/NOT DEPLOYED,
32774475,5,13,1,INSTALLED/NOT DEPLOYED,
32774475,6,14,1,INSTALLED/NOT DEPLOYED,
32774475,7,15,1,INSTALLED/NOT DEPLOYED,
32774475,8,17,1,INSTALLED/NOT DEPLOYED,
32774475,8,18,1,INSTALLED/NOT DEPLOYED,
32774475,8,19,1,INSTALLED/NOT DEPLOYED,
32774475,9,21,1,INSTALLED/NOT DEPLOYED,
32775587,1,1,1,INSTALLED/NOT DEPLOYED,
32776771,1,1,1,DEPLOYED-FRONT,
32776771,1,2,1,DEPLOYED-FRONT,
32776771,2,3,1,INSTALLED/NOT DEPLOYED,
32777994,1,1,1,INSTALLED/NOT DEPLOYED,
32777994,2,3,1,INSTALLED/NOT DEPLOYED,
32778070,2,1,1,INSTALLED/NOT DEPLOYED,
32779720,2,1,1,INSTALLED/NOT DEPLOYED,
32787804,2,1,1,INSTALLED/NOT DEPLOYED,
32788638,1,1,1,INSTALLED/NOT DEPLOYED,
32788664,1,1,1,INSTALLED/NOT DEPLOYED,
32788664,1,2,1,INSTALLED/NOT DEPLOYED,
32788674,1,1,1,INSTALLED/NOT DEPLOYED,
32788674,2,2,1,DEPLOYED-COMBINATION,
32794984,1,1,1,INSTALLED/NOT DEPLOYED,
32794984,2,3,1,INSTALLED/NOT DEPLOYED,
32794984,2,4,1,INSTALLED/NOT DEPLOYED,
32795317,1,1,1,INSTALLED/NOT DEPLOYED,
32795317,2,3,1,INSTALLED/NOT DEPLOYED,
32797962,1,1,1,DEPLOYED-SIDE,
32797962,2,3,1,DEPLOYED-COMBINATION,
32797962,2,4,1,DEPLOYED-COMBINATION,
32800875,1,1,1,INSTALLED/NOT DEPLOYED,
32800875,2,2,1,INSTALLED/NOT DEPLOYED,
32806149,1,1,1,INSTALLED/NOT DEPLOYED,
32806149,1,2,1,INSTALLED/NOT DEPLOYED,
32806149,1,3,1,INSTALLED/NOT DEPLOYED,
32806149,2,4,1,INSTALLED/NOT DEPLOYED,
32806149,2,5,1,INSTALLED/NOT DEPLOYED,
32810423,2,1,1,INSTALLED/NOT DEPLOYED,
32819262,2,1,1,INSTALLED/NOT DEPLOYED,
32819262,2,2,1,INSTALLED/NOT DEPLOYED,
32820177,1,1,1,INSTALLED/NOT DEPLOYED,
32820177,2,3,1,INSTALLED/NOT DEPLOYED,
32821422,1,1,1,DEPLOYED-FRONT,
32821422,2,2,1,INSTALLED/NOT DEPLOYED,
32832100,1,1,1,INSTALLED/NOT DEPLOYED,
32832100,2,2,1,INSTALLED/NOT DEPLOYED,
32832491,1,2,1,INSTALLED/NOT DEPLOYED,
32840628,1,1,1,DEPLOYED-COMBINATION,
32840628,1,2,1,DEPLOYED-CURTAIN,
32844492,1,1,1,INSTALLED/NOT DEPLOYED,
32844492,2,3,1,INSTALLED/NOT DEPLOYED,
32844492,2,4,1,INSTALLED/NOT DEPLOYED,
32846496,1,1,1,INSTALLED/NOT DEPLOYED,
32846883,1,1,1,INSTALLED/NOT DEPLOYED,
32846883,1,2,1,INSTALLED/NOT DEPLOYED,
32846883,2,4,1,INSTALLED/NOT DEPLOYED,
32852002,1,1,1,INSTALLED/NOT DEPLOYED,
32852002,2,2,1,INSTALLED/NOT DEPLOYED,
32852416,1,1,1,INSTALLED/NOT DEPLOYED,
32852416,1,2,1,INSTALLED/NOT DEPLOYED,
32852417,1,1,1,INSTALLED/NOT DEPLOYED,
32852417,2,2,1,INSTALLED/NOT DEPLOYED,
32852417,3,3,1,INSTALLED/NOT DEPLOYED,
32857520,1,2,1,INSTALLED/NOT DEPLOYED,
32857520,2,4,1,INSTALLED/NOT DEPLOYED,
32857830,1,1,1,DEPLOYED-FRONT,
32857830,1,2,1,DEPLOYED-FRONT,
32857830,2,3,1,INSTALLED/NOT DEPLOYED,
32857830,3,4,1,INSTALLED/NOT DEPLOYED,
32863012,1,1,1,INSTALLED/NOT DEPLOYED,
32863012,2,2,1,INSTALLED/NOT DEPLOYED,
32863012,3,3,1,INSTALLED/NOT DEPLOYED,
32870255,1,1,1,INSTALLED/NOT DEPLOYED,
32870255,2,2,1,INSTALLED/NOT DEPLOYED,
32870255,2,3,1,INSTALLED/NOT DEPLOYED,
32872676,1,1,1,INSTALLED/NOT DEPLOYED,
32872987,1,1,1,DEPLOYED-FRONT,
32872987,2,2,1,INSTALLED/NOT DEPLOYED,
32872987,2,3,1,INSTALLED/NOT DEPLOYED,
32878865,1,1,1,INSTALLED/NOT DEPLOYED,
32880874,1,1,1,NOT INSTALLED,
32880874,2,3,1,NOT INSTALLED,
32880874,3,5,1,NOT INSTALLED,
32880874,4,7,1,INSTALLED/NOT DEPLOYED,
32880874,4,8,1,INSTALLED/NOT DEPLOYED,
32880874,4,9,1,INSTALLED/NOT DEPLOYED,
32882819,1,1,1,INSTALLED/NOT DEPLOYED,
32882819,1,2,1,INSTALLED/NOT DEPLOYED,
32882819,1,3,1,INSTALLED/NOT DEPLOYED,
32882819,2,4,1,INSTALLED/NOT DEPLOYED,
32882819,3,5,1,INSTALLED/NOT DEPLOYED,
32882832,1,1,1,NOT INSTALLED,
32882832,2,4,1,NOT INSTALLED,
32888031,2,1,1,INSTALLED/NOT DEPLOYED,
32888031,3,2,1,INSTALLED/NOT DEPLOYED,
32888031,4,3,1,INSTALLED/NOT DEPLOYED,
32889501,1,1,1,INSTALLED/NOT DEPLOYED,
32889501,1,2,1,INSTALLED/NOT DEPLOYED,
32889501,1,3,1,INSTALLED/NOT DEPLOYED,
32889501,1,4,1,INSTALLED/NOT DEPLOYED,
32889605,2,1,1,INSTALLED/NOT DEPLOYED,
32889605,1,2,1,INSTALLED/NOT DEPLOYED,
32889605,1,3,1,INSTALLED/NOT DEPLOYED,
32890651,1,1,1,DEPLOYED-FRONT,
32891668,1,2,1,DEPLOYED-COMBINATION,
32892624,1,1,1,INSTALLED/NOT DEPLOYED,
32893084,1,1,1,DEPLOYED-FRONT,
32893165,1,1,1,INSTALLED/NOT DEPLOYED,
32893165,1,2,1,INSTALLED/NOT DEPLOYED,
32894322,1,1,1,INSTALLED/NOT DEPLOYED,
32894322,2,3,1,INSTALLED/NOT DEPLOYED,
32899838,1,1,1,INSTALLED/NOT DEPLOYED,
32899838,2,3,1,INSTALLED/NOT DEPLOYED,
32899838,2,4,1,INSTALLED/NOT DEPLOYED,
32899838,2,5,1,INSTALLED/NOT DEPLOYED,
32903647,1,1,1,DEPLOYED-FRONT,
32903647,2,3,1,DEPLOYED-CURTAIN,
32903647,3,4,1,INSTALLED/NOT DEPLOYED,
32903647,4,5,1,INSTALLED/NOT DEPLOYED,
32906874,1,1,1,INSTALLED/NOT DEPLOYED,
32906874,2,2,1,INSTALLED/NOT DEPLOYED,
32909108,1,1,1,INSTALLED/NOT DEPLOYED,
32909108,1,2,1,INSTALLED/NOT DEPLOYED,
32909108,2,3,1,INSTALLED/NOT DEPLOYED,
32915773,1,1,1,DEPLOYED-FRONT,
32915773,2,3,1,INSTALLED/NOT DEPLOYED,
32921513,1,1,1,NOT INSTALLED,
32921514,1,1,1,INSTALLED/NOT DEPLOYED,
32921514,1,3,1,NOT INSTALLED,
32921514,1,4,1,NOT INSTALLED,
32921514,1,5,1,NOT INSTALLED,
32921514,1,6,1,NOT INSTALLED,
32921514,1,7,1,NOT INSTALLED,
32921514,1,8,1,NOT INSTALLED,
32921514,1,9,1,NOT INSTALLED,
32922019,1,1,1,INSTALLED/NOT DEPLOYED,
32922019,2,2,1,INSTALLED/NOT DEPLOYED,
32923488,1,1,1,DEPLOYED-FRONT,
32923488,2,2,1,INSTALLED/NOT DEPLOYED,
32923488,3,3,1,INSTALLED/NOT DEPLOYED,
32923488,4,4,1,INSTALLED/NOT DEPLOYED,
32923488,5,5,1,INSTALLED/NOT DEPLOYED,
32923488,1,6,1,DEPLOYED-FRONT,
32923488,1,7,1,DEPLOYED-FRONT,
32933584,1,1,1,INSTALLED/NOT DEPLOYED,
32933584,2,3,1,INSTALLED/NOT DEPLOYED,
32943651,1,1,1,INSTALLED/NOT DEPLOYED,
32943651,2,2,1,INSTALLED/NOT DEPLOYED,
32943735,1,1,1,INSTALLED/NOT DEPLOYED,
32943735,2,2,1,INSTALLED/NOT DEPLOYED,
32943995,1,1,1,INSTALLED/NOT DEPLOYED,
32943995,1,2,1,INSTALLED/NOT DEPLOYED,
32943995,2,3,1,INSTALLED/NOT DEPLOYED,
32943995,2,4,1,INSTALLED/NOT DEPLOYED,
32943995,2,5,1,INSTALLED/NOT DEPLOYED,
32944295,1,1,1,INSTALLED/NOT DEPLOYED,
32944295,2,3,1,INSTALLED/NOT DEPLOYED,
32944295,2,4,1,INSTALLED/NOT DEPLOYED,
32945957,1,1,1,INSTALLED/NOT DEPLOYED,
32945957,2,2,1,INSTALLED/NOT DEPLOYED,
32947384,2,1,1,INSTALLED/NOT DEPLOYED,
32948609,1,1,1,INSTALLED/NOT DEPLOYED,
32957053,1,1,1,DEPLOYED-CURTAIN,
32957053,1,2,1,DEPLOYED-CURTAIN,
32963932,1,1,1,INSTALLED/NOT DEPLOYED,
32963932,2,2,1,INSTALLED/NOT DEPLOYED,
32964686,1,1,1,INSTALLED/NOT DEPLOYED,
32964686,1,3,1,INSTALLED/NOT DEPLOYED,
32964686,1,4,1,INSTALLED/NOT DEPLOYED,
32964686,1,5,1,INSTALLED/NOT DEPLOYED,
32964686,1,6,1,INSTALLED/NOT DEPLOYED,
32964686,1,7,1,INSTALLED/NOT DEPLOYED,
32964686,1,8,1,INSTALLED/NOT DEPLOYED,
32964686,1,9,1,INSTALLED/NOT DEPLOYED,
32964686,1,10,1,INSTALLED/NOT DEPLOYED,
32964686,1,11,1,INSTALLED/NOT DEPLOYED,
32964686,1,12,1,INSTALLED/NOT DEPLOYED,
32964686,1,13,1,INSTALLED/NOT DEPLOYED,
32964686,1,14,1,INSTALLED/NOT DEPLOYED,
32964686,1,15,1,INSTALLED/NOT DEPLOYED,
32964686,1,16,1,INSTALLED/NOT DEPLOYED,
32964686,1,17,1,INSTALLED/NOT DEPLOYED,
32964686,1,18,1,INSTALLED/NOT DEPLOYED,
32964686,1,19,1,INSTALLED/NOT DEPLOYED,
32964686,1,20,1,INSTALLED/NOT DEPLOYED,
32964686,1,21,1,INSTALLED/NOT DEPLOYED,
32964686,1,22,1,INSTALLED/NOT DEPLOYED,
32964686,1,23,1,INSTALLED/NOT DEPLOYED,
32964686,2,24,1,INSTALLED/NOT DEPLOYED,
32965206,1,1,1,DEPLOYED-FRONT,
32965206,2,2,1,DEPLOYED-FRONT,
32965206,3,3,1,INSTALLED/NOT DEPLOYED,
32965206,3,4,1,INSTALLED/NOT DEPLOYED,
32965207,1,1,1,INSTALLED/NOT DEPLOYED,
32970125,1,2,1,INSTALLED/NOT DEPLOYED,
32971254,1,1,1,INSTALLED/NOT DEPLOYED,
32971254,2,3,1,INSTALLED/NOT DEPLOYED,
32971390,1,1,1,INSTALLED/NOT DEPLOYED,
32972126,1,1,1,INSTALLED/NOT DEPLOYED,
32972126,2,2,1,INSTALLED/NOT DEPLOYED,
32972126,2,3,1,INSTALLED/NOT DEPLOYED,
32972126,2,4,1,INSTALLED/NOT DEPLOYED,
32972750,1,1,1,DEPLOYED-COMBINATION,
32973003,1,1,1,INSTALLED/NOT DEPLOYED,
32973003,2,2,1,INSTALLED/NOT DEPLOYED,
32976305,1,1,1,INSTALLED/NOT DEPLOYED,
32976305,1,2,1,INSTALLED/NOT DEPLOYED,
32976305,2,3,1,INSTALLED/NOT DEPLOYED,
32979391,1,1,1,INSTALLED/NOT DEPLOYED,
32979391,2,2,1,INSTALLED/NOT DEPLOYED,
32979457,1,1,1,INSTALLED/NOT DEPLOYED,
32979457,1,2,1,INSTALLED/NOT DEPLOYED,
32982687,1,1,1,DEPLOYED-COMBINATION,
32982687,2,2,1,INSTALLED/NOT DEPLOYED,
32983242,2,1,1,INSTALLED/NOT DEPLOYED,
32984950,1,2,1,NOT INSTALLED,
32985847,1,1,1,NOT INSTALLED,
32985847,2,3,1,INSTALLED/NOT DEPLOYED,
32985854,1,2,1,INSTALLED/NOT DEPLOYED,
32985854,2,3,1,INSTALLED/NOT DEPLOYED,
32985854,3,5,1,INSTALLED/NOT DEPLOYED,
32988649,1,1,1,INSTALLED/NOT DEPLOYED,
32988728,1,1,1,DEPLOYED-FRONT,
32988728,1,2,1,DEPLOYED-FRONT,
32988728,2,3,1,INSTALLED/NOT DEPLOYED,
32988728,2,4,1,INSTALLED/NOT DEPLOYED,
32993328,1,1,1,INSTALLED/NOT DEPLOYED,
32993328,2,3,1,INSTALLED/NOT DEPLOYED,
32993328,2,4,1,INSTALLED/NOT DEPLOYED,
32997960,1,1,1,DEPLOYED-FRONT,
32997960,2,2,1,DEPLOYED-FRONT,
32997960,2,3,1,DEPLOYED-FRONT,
32997960,3,4,1,INSTALLED/NOT DEPLOYED,
32998037,2,1,1,INSTALLED/NOT DEPLOYED,
32998037,3,2,1,INSTALLED/NOT DEPLOYED,
32999195,2,2,1,INSTALLED/NOT DEPLOYED,
33000396,2,1,1,INSTALLED/NOT DEPLOYED,
33001120,1,1,1,INSTALLED/NOT DEPLOYED,
33001120,2,3,1,INSTALLED/NOT DEPLOYED,
33004289,1,1,1,INSTALLED/NOT DEPLOYED,
33004289,2,3,1,INSTALLED/NOT DEPLOYED,
33004289,2,4,1,INSTALLED/NOT DEPLOYED,
33004562,1,1,1,DEPLOYED-FRONT,
33004562,1,2,1,DEPLOYED-FRONT,
33004562,2,3,1,INSTALLED/NOT DEPLOYED,
33004881,1,1,1,INSTALLED/NOT DEPLOYED,
33004881,2,3,1,NOT INSTALLED,
33005638,1,1,1,INSTALLED/NOT DEPLOYED,
33005638,1,2,1,INSTALLED/NOT DEPLOYED,
33005726,1,1,1,INSTALLED/NOT DEPLOYED,
33005726,2,2,1,INSTALLED/NOT DEPLOYED,
33006961,1,1,1,INSTALLED/NOT DEPLOYED,
33006961,1,2,1,INSTALLED/NOT DEPLOYED,
33006961,2,3,1,INSTALLED/NOT DEPLOYED,
33009378,2,1,1,INSTALLED/NOT DEPLOYED,
33009739,1,1,1,INSTALLED/NOT DEPLOYED,
33009739,2,3,1,INSTALLED/NOT DEPLOYED,
33011469,1,1,1,INSTALLED/NOT DEPLOYED,
33011469,2,3,1,INSTALLED/NOT DEPLOYED,
33012740,1,1,1,INSTALLED/NOT DEPLOYED,
33012740,2,3,1,INSTALLED/NOT DEPLOYED,
33015002,1,1,1,INSTALLED/NOT DEPLOYED,
33015002,2,2,1,INSTALLED/NOT DEPLOYED,
33016788,1,1,1,DEPLOYED-FRONT,
33016788,2,2,1,DEPLOYED-COMBINATION,
33016788,3,3,1,INSTALLED/NOT DEPLOYED,
33016788,3,4,1,INSTALLED/NOT DEPLOYED,
33016788,3,5,1,INSTALLED/NOT DEPLOYED,
33016788,4,6,1,INSTALLED/NOT DEPLOYED,
33024535,1,1,1,DEPLOYED-FRONT,
33024535,2,3,1,INSTALLED/NOT DEPLOYED,
33024535,2,4,1,INSTALLED/NOT DEPLOYED,
33024535,2,5,1,INSTALLED/NOT DEPLOYED,
33024535,2,6,1,INSTALLED/NOT DEPLOYED,
33024535,2,7,1,INSTALLED/NOT DEPLOYED,
33025893,1,1,1,INSTALLED/NOT DEPLOYED,
33026575,1,1,1,INSTALLED/NOT DEPLOYED,
33028817,1,1,1,INSTALLED/NOT DEPLOYED,
33028817,1,2,1,INSTALLED/NOT DEPLOYED,
33028817,2,3,1,INSTALLED/NOT DEPLOYED,
33028817,2,4,1,INSTALLED/NOT DEPLOYED,
33028993,1,1,1,DEPLOYED-FRONT,
33032568,1,1,1,INSTALLED/NOT DEPLOYED,
33032568,2,2,1,INSTALLED/NOT DEPLOYED,
33032568,2,3,1,INSTALLED/NOT DEPLOYED,
33034032,1,1,1,INSTALLED/NOT DEPLOYED,
33034032,1,2,1,INSTALLED/NOT DEPLOYED,
33034032,2,3,1,INSTALLED/NOT DEPLOYED,
33034069,1,1,1,INSTALLED/NOT DEPLOYED,
33034069,2,3,1,INSTALLED/NOT DEPLOYED,
33034069,2,4,1,INSTALLED/NOT DEPLOYED,
33034069,3,5,1,INSTALLED/NOT DEPLOYED,
33034069,3,6,1,INSTALLED/NOT DEPLOYED,
33035547,1,1,1,INSTALLED/NOT DEPLOYED,
33035547,2,3,1,INSTALLED/NOT DEPLOYED,
33035871,1,1,1,INSTALLED/NOT DEPLOYED,
33035871,2,2,1,INSTALLED/NOT DEPLOYED,
33035872,1,1,1,INSTALLED/NOT DEPLOYED,
33035872,2,2,1,INSTALLED/NOT DEPLOYED,
33035872,3,3,1,INSTALLED/NOT DEPLOYED,
33035872,3,4,1,INSTALLED/NOT DEPLOYED,
33035874,1,1,1,INSTALLED/NOT DEPLOYED,
33035874,2,2,1,INSTALLED/NOT DEPLOYED,
33038192,1,1,1,INSTALLED/NOT DEPLOYED,
33038192,2,3,1,INSTALLED/NOT DEPLOYED,
33039605,1,1,1,INSTALLED/NOT DEPLOYED,
33039605,2,2,1,INSTALLED/NOT DEPLOYED,
33040558,1,1,1,INSTALLED/NOT DEPLOYED,
33044209,1,1,1,DEPLOYED-FRONT,
33044209,2,2,1,INSTALLED/NOT DEPLOYED,
33044209,2,3,1,NOT INSTALLED,
33044210,1,1,1,INSTALLED/NOT DEPLOYED,
33044210,2,2,1,INSTALLED/NOT DEPLOYED,
33044210,2,3,1,INSTALLED/NOT DEPLOYED,
33049227,2,1,1,INSTALLED/NOT DEPLOYED,
33050770,1,1,1,INSTALLED/NOT DEPLOYED,
33050770,2,3,1,INSTALLED/NOT DEPLOYED,
33051731,1,1,1,INSTALLED/NOT DEPLOYED,
33051731,2,2,1,INSTALLED/NOT DEPLOYED,
33051932,1,1,1,INSTALLED/NOT DEPLOYED,
33053276,1,1,1,INSTALLED/NOT DEPLOYED,
33053502,1,1,1,INSTALLED/NOT DEPLOYED,
33053502,2,2,1,INSTALLED/NOT DEPLOYED,
33053757,1,1,1,INSTALLED/NOT DEPLOYED,
33056442,1,1,1,INSTALLED/NOT DEPLOYED,
33056442,1,2,1,INSTALLED/NOT DEPLOYED,
33056442,2,3,1,INSTALLED/NOT DEPLOYED,
33056442,3,4,1,INSTALLED/NOT DEPLOYED,
33056442,3,5,1,INSTALLED/NOT DEPLOYED,
33056442,4,6,1,NOT INSTALLED,
33056442,4,7,1,INSTALLED/NOT DEPLOYED,
33056442,4,8,1,INSTALLED/NOT DEPLOYED,
33057218,1,1,1,INSTALLED/NOT DEPLOYED,
33057218,1,2,1,INSTALLED/NOT DEPLOYED,
33057218,2,4,1,INSTALLED/NOT DEPLOYED,
33059719,1,1,1,INSTALLED/NOT DEPLOYED,
33059719,1,2,1,INSTALLED/NOT DEPLOYED,
33059719,1,3,1,INSTALLED/NOT DEPLOYED,
33059719,2,4,1,INSTALLED/NOT DEPLOYED,
33059719,2,5,1,INSTALLED/NOT DEPLOYED,
33061429,1,1,1,INSTALLED/NOT DEPLOYED,
33061429,2,2,1,INSTALLED/NOT DEPLOYED,
33062789,1,1,1,INSTALLED/NOT DEPLOYED,
33062789,1,2,1,INSTALLED/NOT DEPLOYED,
33062789,2,3,1,INSTALLED/NOT DEPLOYED,
33062791,1,1,1,INSTALLED/NOT DEPLOYED,
33062791,1,2,1,INSTALLED/NOT DEPLOYED,
33064809,1,1,1,INSTALLED/NOT DEPLOYED,
33064809,2,2,1,DEPLOYED-FRONT,
33064809,2,3,1,DEPLOYED-FRONT,
33065755,1,1,1,INSTALLED/NOT DEPLOYED,
33065755,1,2,1,INSTALLED/NOT DEPLOYED,
33065755,1,3,1,INSTALLED/NOT DEPLOYED,
33065755,1,4,1,INSTALLED/NOT DEPLOYED,
33065755,2,6,1,INSTALLED/NOT DEPLOYED,
33065755,2,7,1,INSTALLED/NOT DEPLOYED,
33065755,2,8,1,INSTALLED/NOT DEPLOYED,
33067333,1,2,1,INSTALLED/NOT DEPLOYED,
33070342,1,1,1,INSTALLED/NOT DEPLOYED,
33070342,2,3,1,INSTALLED/NOT DEPLOYED,
33071998,1,1,1,INSTALLED/NOT DEPLOYED,
33071998,2,2,1,INSTALLED/NOT DEPLOYED,
33077658,1,1,1,INSTALLED/NOT DEPLOYED,
33077658,2,3,1,INSTALLED/NOT DEPLOYED,
33077658,3,4,1,INSTALLED/NOT DEPLOYED,
33079150,1,1,1,INSTALLED/NOT DEPLOYED,
33079150,2,3,1,INSTALLED/NOT DEPLOYED,
33079150,2,4,1,INSTALLED/NOT DEPLOYED,
33079150,3,6,1,INSTALLED/NOT DEPLOYED,
33079150,3,7,1,INSTALLED/NOT DEPLOYED,
33079150,3,8,1,INSTALLED/NOT DEPLOYED,
33079150,3,9,1,INSTALLED/NOT DEPLOYED,
33079465,1,1,1,INSTALLED/NOT DEPLOYED,
33079465,2,2,1,INSTALLED/NOT DEPLOYED,
33081957,1,1,1,INSTALLED/NOT DEPLOYED,
33081957,2,3,1,INSTALLED/NOT DEPLOYED,
33082023,1,1,1,INSTALLED/NOT DEPLOYED,
33082958,1,1,1,INSTALLED/NOT DEPLOYED,
33082958,2,3,1,INSTALLED/NOT DEPLOYED,
33083941,2,1,1,INSTALLED/NOT DEPLOYED,
33087003,1,1,1,INSTALLED/NOT DEPLOYED,
33087003,2,2,1,INSTALLED/NOT DEPLOYED,
33087435,1,1,1,INSTALLED/NOT DEPLOYED,
33087435,2,2,1,INSTALLED/NOT DEPLOYED,
33088235,1,1,1,INSTALLED/NOT DEPLOYED,
