IncidentId,UnitNumber,PersonNo,AirBagNo,AirBag,
27863317,1,1,1,DEPLOYED-COMBINATION,
27863317,1,1,2,INSTALLED/NOT DEPLOYED,
27864051,1,1,1,NOT INSTALLED,
27864172,1,1,1,NOT INSTALLED,
27864172,1,2,1,NOT INSTALLED,
27864172,1,3,1,NOT INSTALLED,
27864172,1,4,1,NOT INSTALLED,
27864172,1,5,1,NOT INSTALLED,
27868833,1,1,1,INSTALLED/NOT DEPLOYED,
27868833,2,3,1,DEPLOYED-FRONT,
27872269,1,1,1,INSTALLED/NOT DEPLOYED,
27872269,2,2,1,INSTALLED/NOT DEPLOYED,
27872269,2,3,1,INSTALLED/NOT DEPLOYED,
27873210,1,1,1,INSTALLED/NOT DEPLOYED,
27873210,1,2,1,INSTALLED/NOT DEPLOYED,
27873210,2,3,1,DEPLOYED-FRONT,
27876336,1,1,1,INSTALLED/NOT DEPLOYED,
27876336,2,2,1,INSTALLED/NOT DEPLOYED,
27876336,2,3,1,NOT INSTALLED,
27876606,1,1,1,INSTALLED/NOT DEPLOYED,
27876606,1,2,1,INSTALLED/NOT DEPLOYED,
27876606,1,3,1,INSTALLED/NOT DEPLOYED,
27876606,2,4,1,DEPLOYED-COMBINATION,
27877027,1,1,1,INSTALLED/NOT DEPLOYED,
27877027,2,2,1,INSTALLED/NOT DEPLOYED,
27883098,1,1,1,INSTALLED/NOT DEPLOYED,
27890267,1,1,1,INSTALLED/NOT DEPLOYED,
27890267,1,2,1,INSTALLED/NOT DEPLOYED,
27890267,2,3,1,INSTALLED/NOT DEPLOYED,
27896132,1,1,1,INSTALLED/NOT DEPLOYED,
27896132,2,2,1,INSTALLED/NOT DEPLOYED,
27899783,1,1,1,INSTALLED/NOT DEPLOYED,
27899783,2,3,1,INSTALLED/NOT DEPLOYED,
27899783,2,4,1,INSTALLED/NOT DEPLOYED,
27901086,1,2,1,INSTALLED/NOT DEPLOYED,
27901086,2,4,1,INSTALLED/NOT DEPLOYED,
27901086,3,5,1,INSTALLED/NOT DEPLOYED,
27904812,2,1,1,INSTALLED/NOT DEPLOYED,
27905589,1,1,1,INSTALLED/NOT DEPLOYED,
27905590,1,1,1,INSTALLED/NOT DEPLOYED,
27905590,2,3,1,INSTALLED/NOT DEPLOYED,
27905590,2,4,1,INSTALLED/NOT DEPLOYED,
27905590,2,5,1,INSTALLED/NOT DEPLOYED,
27905969,1,1,1,INSTALLED/NOT DEPLOYED,
27905969,2,3,1,DEPLOYED-CURTAIN,
27918680,1,1,1,INSTALLED/NOT DEPLOYED,
27918680,1,2,1,INSTALLED/NOT DEPLOYED,
27918680,2,4,1,INSTALLED/NOT DEPLOYED,
27918680,3,5,1,INSTALLED/NOT DEPLOYED,
27923551,1,1,1,NOT INSTALLED,
27923872,1,1,1,INSTALLED/NOT DEPLOYED,
27923872,2,3,1,INSTALLED/NOT DEPLOYED,
27924693,1,1,1,INSTALLED/NOT DEPLOYED,
27924693,1,2,1,INSTALLED/NOT DEPLOYED,
27924693,1,3,1,INSTALLED/NOT DEPLOYED,
27924693,1,4,1,INSTALLED/NOT DEPLOYED,
27924693,2,5,1,INSTALLED/NOT DEPLOYED,
27928216,1,1,1,INSTALLED/NOT DEPLOYED,
27928216,1,2,1,NOT INSTALLED,
27928216,1,3,1,DEPLOYED-FRONT,
27928216,2,4,1,INSTALLED/NOT DEPLOYED,
27931254,2,1,1,INSTALLED/NOT DEPLOYED,
27931926,1,1,1,NOT INSTALLED,
27931926,2,3,1,INSTALLED/NOT DEPLOYED,
27932208,2,2,1,INSTALLED/NOT DEPLOYED,
27934164,1,1,1,INSTALLED/NOT DEPLOYED,
27934164,1,2,1,INSTALLED/NOT DEPLOYED,
27934164,2,3,1,INSTALLED/NOT DEPLOYED,
27934406,1,1,1,INSTALLED/NOT DEPLOYED,
27934406,2,2,1,INSTALLED/NOT DEPLOYED,
27934582,1,1,1,INSTALLED/NOT DEPLOYED,
27934582,1,2,1,INSTALLED/NOT DEPLOYED,
27934582,2,3,1,INSTALLED/NOT DEPLOYED,
27939269,1,1,1,INSTALLED/NOT DEPLOYED,
27939269,2,2,1,INSTALLED/NOT DEPLOYED,
27939269,2,3,1,INSTALLED/NOT DEPLOYED,
27939269,2,4,1,INSTALLED/NOT DEPLOYED,
27941539,1,1,1,INSTALLED/NOT DEPLOYED,
27941539,2,2,1,INSTALLED/NOT DEPLOYED,
27941539,2,3,1,INSTALLED/NOT DEPLOYED,
27941670,1,1,1,DEPLOYED-FRONT,
27941670,2,2,1,DEPLOYED-FRONT,
27947197,1,1,1,INSTALLED/NOT DEPLOYED,
27947197,1,2,1,INSTALLED/NOT DEPLOYED,
27947197,2,3,1,INSTALLED/NOT DEPLOYED,
27949388,1,1,1,INSTALLED/NOT DEPLOYED,
27949388,2,3,1,INSTALLED/NOT DEPLOYED,
27950715,1,2,1,INSTALLED/NOT DEPLOYED,
27953060,1,1,1,INSTALLED/NOT DEPLOYED,
27954733,1,1,1,INSTALLED/NOT DEPLOYED,
27954733,2,2,1,INSTALLED/NOT DEPLOYED,
27955457,1,1,1,INSTALLED/NOT DEPLOYED,
27955457,2,2,1,INSTALLED/NOT DEPLOYED,
27958919,1,1,1,INSTALLED/NOT DEPLOYED,
27958919,1,2,1,INSTALLED/NOT DEPLOYED,
27958919,1,3,1,INSTALLED/NOT DEPLOYED,
27958919,2,4,1,INSTALLED/NOT DEPLOYED,
27960491,1,1,1,INSTALLED/NOT DEPLOYED,
27960491,2,2,1,INSTALLED/NOT DEPLOYED,
27960491,2,3,1,INSTALLED/NOT DEPLOYED,
27972287,1,1,1,INSTALLED/NOT DEPLOYED,
27972287,2,2,1,INSTALLED/NOT DEPLOYED,
27972328,1,1,1,INSTALLED/NOT DEPLOYED,
27972328,2,2,1,DEPLOYED-CURTAIN,
27972792,1,1,1,DEPLOYED-FRONT,
27972792,1,2,1,DEPLOYED-FRONT,
27972792,1,3,1,NOT INSTALLED,
27972792,1,4,1,NOT INSTALLED,
27972792,1,5,1,NOT INSTALLED,
27972792,2,6,1,INSTALLED/NOT DEPLOYED,
27972792,2,7,1,INSTALLED/NOT DEPLOYED,
27975828,1,1,1,INSTALLED/NOT DEPLOYED,
27975828,2,2,1,INSTALLED/NOT DEPLOYED,
27975828,3,3,1,INSTALLED/NOT DEPLOYED,
27976626,1,1,1,DEPLOYED-FRONT,
27976626,2,2,1,INSTALLED/NOT DEPLOYED,
27976630,1,1,1,INSTALLED/NOT DEPLOYED,
27976630,2,2,1,INSTALLED/NOT DEPLOYED,
27977060,2,1,1,INSTALLED/NOT DEPLOYED,
27980953,1,1,1,INSTALLED/NOT DEPLOYED,
27980953,1,2,1,INSTALLED/NOT DEPLOYED,
27980953,2,3,1,INSTALLED/NOT DEPLOYED,
27980953,2,4,1,INSTALLED/NOT DEPLOYED,
27981984,1,1,1,INSTALLED/NOT DEPLOYED,
27981984,2,2,1,INSTALLED/NOT DEPLOYED,
27984894,1,1,1,INSTALLED/NOT DEPLOYED,
27984894,1,3,1,INSTALLED/NOT DEPLOYED,
27984894,2,4,1,DEPLOYED-COMBINATION,
27985632,1,1,1,INSTALLED/NOT DEPLOYED,
27985632,2,2,1,INSTALLED/NOT DEPLOYED,
27985841,1,1,1,INSTALLED/NOT DEPLOYED,
27985841,1,2,1,INSTALLED/NOT DEPLOYED,
27985841,2,4,1,INSTALLED/NOT DEPLOYED,
27986139,1,1,1,NOT INSTALLED,
27986139,2,2,1,INSTALLED/NOT DEPLOYED,
27989352,1,2,1,NOT INSTALLED,
27989673,1,1,1,DEPLOYED-FRONT,
27989673,1,2,1,NOT INSTALLED,
27989673,2,3,1,INSTALLED/NOT DEPLOYED,
27989673,2,4,1,INSTALLED/NOT DEPLOYED,
27989673,3,5,1,DEPLOYED-CURTAIN,
27989673,3,5,2,DEPLOYED-FRONT,
27989994,1,2,1,DEPLOYED-FRONT,
27989994,2,4,1,NOT INSTALLED,
27991581,1,1,1,INSTALLED/NOT DEPLOYED,
27991581,1,2,1,INSTALLED/NOT DEPLOYED,
27991581,1,3,1,NOT INSTALLED,
27993776,1,1,1,INSTALLED/NOT DEPLOYED,
27993776,2,2,1,INSTALLED/NOT DEPLOYED,
27993776,2,3,1,DEPLOYED-CURTAIN,
27993776,2,3,2,DEPLOYED-SIDE,
27993776,2,4,1,INSTALLED/NOT DEPLOYED,
27993776,2,5,1,DEPLOYED-CURTAIN,
27993776,3,7,1,INSTALLED/NOT DEPLOYED,
27993776,3,8,1,INSTALLED/NOT DEPLOYED,
27996741,1,1,1,INSTALLED/NOT DEPLOYED,
27996741,2,2,1,DEPLOYED-FRONT,
27996741,3,3,1,INSTALLED/NOT DEPLOYED,
28000226,2,2,1,INSTALLED/NOT DEPLOYED,
28000227,1,1,1,INSTALLED/NOT DEPLOYED,
28000369,1,1,1,INSTALLED/NOT DEPLOYED,
28000369,1,2,1,INSTALLED/NOT DEPLOYED,
28000369,2,4,1,INSTALLED/NOT DEPLOYED,
28000369,2,5,1,INSTALLED/NOT DEPLOYED,
28001397,1,1,1,INSTALLED/NOT DEPLOYED,
28001397,1,2,1,INSTALLED/NOT DEPLOYED,
28001397,1,3,1,NOT INSTALLED,
28001397,1,4,1,NOT INSTALLED,
28001397,2,5,1,INSTALLED/NOT DEPLOYED,
28001397,2,6,1,INSTALLED/NOT DEPLOYED,
28002405,1,1,1,INSTALLED/NOT DEPLOYED,
28002405,2,2,1,INSTALLED/NOT DEPLOYED,
28004201,1,1,1,INSTALLED/NOT DEPLOYED,
28004201,2,2,1,INSTALLED/NOT DEPLOYED,
28004201,2,3,1,INSTALLED/NOT DEPLOYED,
28004201,3,4,1,INSTALLED/NOT DEPLOYED,
28004201,3,5,1,INSTALLED/NOT DEPLOYED,
28004201,3,6,1,INSTALLED/NOT DEPLOYED,
28004201,3,7,1,INSTALLED/NOT DEPLOYED,
28004201,3,8,1,INSTALLED/NOT DEPLOYED,
28004201,3,9,1,INSTALLED/NOT DEPLOYED,
28004300,1,1,1,DEPLOYED-COMBINATION,
28004300,2,3,1,INSTALLED/NOT DEPLOYED,
28004300,2,4,1,INSTALLED/NOT DEPLOYED,
28004300,3,5,1,INSTALLED/NOT DEPLOYED,
28004300,3,6,1,NOT INSTALLED,
28004300,3,7,1,NOT INSTALLED,
28005121,1,1,1,DEPLOYED-FRONT,
28005121,1,1,2,DEPLOYED-SIDE,
28005121,2,2,1,DEPLOYED-FRONT,
28009277,1,1,1,INSTALLED/NOT DEPLOYED,
28009776,1,1,1,INSTALLED/NOT DEPLOYED,
28009776,2,3,1,INSTALLED/NOT DEPLOYED,
28009776,2,4,1,INSTALLED/NOT DEPLOYED,
28009776,3,5,1,INSTALLED/NOT DEPLOYED,
28009992,1,1,1,DEPLOYED-FRONT,
28010101,1,1,1,INSTALLED/NOT DEPLOYED,
28010453,1,1,1,DEPLOYED-FRONT,
28010453,1,2,1,DEPLOYED-FRONT,
28012087,1,1,1,DEPLOYED-CURTAIN,
28012087,1,1,2,DEPLOYED-FRONT,
28012087,1,2,1,DEPLOYED-CURTAIN,
28012087,1,2,2,DEPLOYED-FRONT,
28012087,1,3,1,DEPLOYED-CURTAIN,
28012087,1,3,2,DEPLOYED-FRONT,
28012087,2,4,1,DEPLOYED-FRONT,
28013322,1,1,1,INSTALLED/NOT DEPLOYED,
28014535,1,1,1,INSTALLED/NOT DEPLOYED,
28014535,2,3,1,INSTALLED/NOT DEPLOYED,
28016085,1,1,1,INSTALLED/NOT DEPLOYED,
28016085,2,2,1,INSTALLED/NOT DEPLOYED,
28017733,1,1,1,INSTALLED/NOT DEPLOYED,
28018926,1,1,1,DEPLOYED-FRONT,
28018926,1,1,2,DEPLOYED-SIDE,
28018926,1,2,1,INSTALLED/NOT DEPLOYED,
28018926,2,3,1,INSTALLED/NOT DEPLOYED,
28019445,2,2,1,DEPLOYED-COMBINATION,
28021726,1,1,1,INSTALLED/NOT DEPLOYED,
28021726,2,3,1,INSTALLED/NOT DEPLOYED,
28021726,2,4,1,INSTALLED/NOT DEPLOYED,
28024356,1,1,1,INSTALLED/NOT DEPLOYED,
28024356,2,2,1,INSTALLED/NOT DEPLOYED,
28026208,1,1,1,INSTALLED/NOT DEPLOYED,
28026208,2,3,1,INSTALLED/NOT DEPLOYED,
28026235,1,1,1,INSTALLED/NOT DEPLOYED,
28026235,2,3,1,INSTALLED/NOT DEPLOYED,
28026235,2,4,1,INSTALLED/NOT DEPLOYED,
28026295,1,1,1,INSTALLED/NOT DEPLOYED,
28026295,1,2,1,INSTALLED/NOT DEPLOYED,
28026295,2,3,1,INSTALLED/NOT DEPLOYED,
28026303,1,1,1,INSTALLED/NOT DEPLOYED,
28026303,1,2,1,INSTALLED/NOT DEPLOYED,
28026303,2,3,1,INSTALLED/NOT DEPLOYED,
28026303,3,4,1,INSTALLED/NOT DEPLOYED,
28026304,1,1,1,INSTALLED/NOT DEPLOYED,
28026304,2,3,1,INSTALLED/NOT DEPLOYED,
28026304,2,4,1,INSTALLED/NOT DEPLOYED,
28026407,1,1,1,INSTALLED/NOT DEPLOYED,
28026407,1,2,1,INSTALLED/NOT DEPLOYED,
28026407,2,4,1,INSTALLED/NOT DEPLOYED,
28026426,1,1,1,INSTALLED/NOT DEPLOYED,
28026426,2,2,1,INSTALLED/NOT DEPLOYED,
28026426,2,3,1,INSTALLED/NOT DEPLOYED,
28029561,1,1,1,DEPLOYED-FRONT,
28029561,2,2,1,DEPLOYED-FRONT,
28029710,1,1,1,DEPLOYED-FRONT,
28029710,1,3,1,DEPLOYED-FRONT,
28029710,1,4,1,DEPLOYED-FRONT,
28029710,2,5,1,DEPLOYED-FRONT,
28032442,1,1,1,INSTALLED/NOT DEPLOYED,
28032442,2,2,1,INSTALLED/NOT DEPLOYED,
28034177,1,1,1,INSTALLED/NOT DEPLOYED,
28034177,2,3,1,INSTALLED/NOT DEPLOYED,
28034752,1,1,1,INSTALLED/NOT DEPLOYED,
28034752,2,3,1,INSTALLED/NOT DEPLOYED,
28035286,1,1,1,DEPLOYED-COMBINATION,
28035286,2,3,1,NOT INSTALLED,
28036084,1,1,1,INSTALLED/NOT DEPLOYED,
28036084,2,2,1,INSTALLED/NOT DEPLOYED,
28041215,1,1,1,INSTALLED/NOT DEPLOYED,
28041215,2,3,1,INSTALLED/NOT DEPLOYED,
28042876,1,1,1,INSTALLED/NOT DEPLOYED,
28042876,2,3,1,INSTALLED/NOT DEPLOYED,
28042990,1,1,1,INSTALLED/NOT DEPLOYED,
28042990,2,2,1,INSTALLED/NOT DEPLOYED,
28042990,2,3,1,INSTALLED/NOT DEPLOYED,
28043009,1,1,1,INSTALLED/NOT DEPLOYED,
28043009,1,3,1,INSTALLED/NOT DEPLOYED,
28043009,1,4,1,INSTALLED/NOT DEPLOYED,
28043009,1,5,1,INSTALLED/NOT DEPLOYED,
28043076,1,2,1,INSTALLED/NOT DEPLOYED,
28043076,2,3,1,INSTALLED/NOT DEPLOYED,
28043076,2,4,1,INSTALLED/NOT DEPLOYED,
28043076,3,5,1,INSTALLED/NOT DEPLOYED,
28043076,3,6,1,INSTALLED/NOT DEPLOYED,
28045119,1,2,1,INSTALLED/NOT DEPLOYED,
28045119,2,3,1,INSTALLED/NOT DEPLOYED,
28045119,2,4,1,INSTALLED/NOT DEPLOYED,
28046964,1,1,1,INSTALLED/NOT DEPLOYED,
28047488,1,2,1,INSTALLED/NOT DEPLOYED,
28048069,1,1,1,INSTALLED/NOT DEPLOYED,
28048069,2,2,1,INSTALLED/NOT DEPLOYED,
28048069,2,3,1,INSTALLED/NOT DEPLOYED,
28053153,1,1,1,INSTALLED/NOT DEPLOYED,
28053153,2,2,1,INSTALLED/NOT DEPLOYED,
28056453,1,1,1,INSTALLED/NOT DEPLOYED,
28056747,1,1,1,INSTALLED/NOT DEPLOYED,
28056747,2,2,1,INSTALLED/NOT DEPLOYED,
28056799,1,1,1,DEPLOYED-FRONT,
28056799,2,3,1,INSTALLED/NOT DEPLOYED,
28056799,3,5,1,INSTALLED/NOT DEPLOYED,
28056799,3,6,1,INSTALLED/NOT DEPLOYED,
28057494,1,1,1,INSTALLED/NOT DEPLOYED,
28057494,1,2,1,INSTALLED/NOT DEPLOYED,
28057498,1,1,1,INSTALLED/NOT DEPLOYED,
28057498,2,2,1,INSTALLED/NOT DEPLOYED,
28057508,1,1,1,DEPLOYED-FRONT,
28057508,2,2,1,INSTALLED/NOT DEPLOYED,
28060239,1,1,1,DEPLOYED-CURTAIN,
28060239,1,2,1,DEPLOYED-CURTAIN,
28060239,2,3,1,INSTALLED/NOT DEPLOYED,
28060239,2,4,1,INSTALLED/NOT DEPLOYED,
28060239,3,5,1,INSTALLED/NOT DEPLOYED,
28060239,3,6,1,INSTALLED/NOT DEPLOYED,
28061268,1,1,1,DEPLOYED-FRONT,
28061268,2,2,1,INSTALLED/NOT DEPLOYED,
28061268,3,3,1,INSTALLED/NOT DEPLOYED,
28061268,3,4,1,INSTALLED/NOT DEPLOYED,
28061706,1,2,1,INSTALLED/NOT DEPLOYED,
28061706,1,3,1,NOT INSTALLED,
28061706,1,4,1,NOT INSTALLED,
28061706,1,5,1,NOT INSTALLED,
28061706,1,6,1,NOT INSTALLED,
28061706,1,7,1,NOT INSTALLED,
28061706,1,8,1,NOT INSTALLED,
28061706,1,9,1,NOT INSTALLED,
28061706,1,10,1,NOT INSTALLED,
28061706,1,11,1,NOT INSTALLED,
28061706,1,12,1,NOT INSTALLED,
28061706,1,13,1,NOT INSTALLED,
28061706,1,14,1,NOT INSTALLED,
28061706,1,15,1,NOT INSTALLED,
28061706,1,16,1,NOT INSTALLED,
28061706,1,17,1,NOT INSTALLED,
28061706,1,18,1,NOT INSTALLED,
28061706,1,19,1,NOT INSTALLED,
28061706,1,20,1,NOT INSTALLED,
28061706,1,21,1,NOT INSTALLED,
28061706,1,22,1,NOT INSTALLED,
28062541,1,1,1,DEPLOYED-FRONT,
28062541,2,3,1,INSTALLED/NOT DEPLOYED,
28063742,1,1,1,DEPLOYED-FRONT,
28063742,1,2,1,DEPLOYED-FRONT,
28065736,1,1,1,INSTALLED/NOT DEPLOYED,
28065736,2,2,1,INSTALLED/NOT DEPLOYED,
28065931,1,1,1,INSTALLED/NOT DEPLOYED,
28066882,1,1,1,DEPLOYED-FRONT,
28066882,2,2,1,INSTALLED/NOT DEPLOYED,
28067024,2,2,1,INSTALLED/NOT DEPLOYED,
28067888,1,1,1,INSTALLED/NOT DEPLOYED,
28071866,1,2,1,INSTALLED/NOT DEPLOYED,
28071866,2,3,1,INSTALLED/NOT DEPLOYED,
28073611,1,2,1,INSTALLED/NOT DEPLOYED,
28073611,2,4,1,INSTALLED/NOT DEPLOYED,
28073611,2,5,1,INSTALLED/NOT DEPLOYED,
28074014,1,1,1,INSTALLED/NOT DEPLOYED,
28074014,2,3,1,INSTALLED/NOT DEPLOYED,
28074014,2,4,1,INSTALLED/NOT DEPLOYED,
28075899,1,1,1,INSTALLED/NOT DEPLOYED,
28075899,2,3,1,INSTALLED/NOT DEPLOYED,
28075899,2,4,1,INSTALLED/NOT DEPLOYED,
28084220,1,1,1,INSTALLED/NOT DEPLOYED,
28084220,2,3,1,INSTALLED/NOT DEPLOYED,
28084220,2,4,1,INSTALLED/NOT DEPLOYED,
28085334,1,1,1,INSTALLED/NOT DEPLOYED,
28085334,2,2,1,INSTALLED/NOT DEPLOYED,
28085340,2,3,1,INSTALLED/NOT DEPLOYED,
28085340,2,4,1,INSTALLED/NOT DEPLOYED,
28085485,1,1,1,DEPLOYED-FRONT,
28085485,2,2,1,INSTALLED/NOT DEPLOYED,
28085945,1,2,1,DEPLOYED-CURTAIN,
28085945,1,2,2,DEPLOYED-FRONT,
28085945,1,2,3,DEPLOYED-SIDE,
28085945,2,3,1,INSTALLED/NOT DEPLOYED,
28089173,1,1,1,INSTALLED/NOT DEPLOYED,
28089173,2,2,1,INSTALLED/NOT DEPLOYED,
28094820,1,1,1,INSTALLED/NOT DEPLOYED,
28094820,2,2,1,INSTALLED/NOT DEPLOYED,
28097820,1,1,1,INSTALLED/NOT DEPLOYED,
28097820,1,2,1,INSTALLED/NOT DEPLOYED,
28097820,2,4,1,INSTALLED/NOT DEPLOYED,
28098860,1,1,1,INSTALLED/NOT DEPLOYED,
28098860,2,2,1,NOT INSTALLED,
28098980,1,1,1,INSTALLED/NOT DEPLOYED,
28098980,2,3,1,INSTALLED/NOT DEPLOYED,
28098980,3,4,1,INSTALLED/NOT DEPLOYED,
28098980,4,5,1,INSTALLED/NOT DEPLOYED,
28102003,1,1,1,DEPLOYED-FRONT,
28102003,1,2,1,DEPLOYED-FRONT,
28102003,2,3,1,DEPLOYED-COMBINATION,
28103588,1,1,1,INSTALLED/NOT DEPLOYED,
28104166,1,1,1,INSTALLED/NOT DEPLOYED,
28104166,2,2,1,INSTALLED/NOT DEPLOYED,
28108567,1,1,1,INSTALLED/NOT DEPLOYED,
28108567,1,2,1,INSTALLED/NOT DEPLOYED,
28108567,2,3,1,INSTALLED/NOT DEPLOYED,
