IncidentId,TrafficControlNo,TrafficControl
33261660,1,WARNING SIGNS
33264897,1,MEDIAN
33264897,2,ADVISORY SPEED SIGN
33264897,3,NO PASSING ZONE
33264897,4,WARNING SIGNS
33268027,1,MEDIAN
33268027,2,OTHER
33273284,1,MEDIAN
33273284,2,OTHER
33274612,1,MEDIAN
33274612,2,OFFICER OR FLAGMAN
33274678,1,CENTER LINE
33274678,2,OFFICER OR FLAGMAN
33274678,3,OTHER
33276561,1,CENTER LINE
33277414,1,MEDIAN
33277416,1,MEDIAN
33277448,1,MEDIAN
33287817,1,MEDIAN
33287817,2,ADVISORY SPEED SIGN
33287817,3,OTHER
33288398,1,NONE
33292045,1,ADVISORY SPEED SIGN
33292045,2,CENTER LINE
33292054,1,MEDIAN
33292054,2,CENTER LINE
33292872,1,MEDIAN
33296594,1,MEDIAN
33296882,1,MEDIAN
33300248,1,NONE
33301937,1,WARNING SIGNS
33302132,1,OTHER
33307522,1,MEDIAN
33307880,1,MEDIAN
33311745,1,MEDIAN
33312486,1,MEDIAN
33312764,1,MEDIAN
33312764,2,CENTER LINE
33313061,1,ADVISORY SPEED SIGN
33313061,2,CENTER LINE
33313061,3,STOP & GO SIGNAL
33313999,1,CENTER LINE
33314130,1,CENTER LINE
33314909,1,CENTER LINE
33316463,1,CENTER LINE
33316463,2,OTHER
33317632,1,MEDIAN
33317652,1,MEDIAN
33318128,1,MEDIAN
33323212,1,CENTER LINE
33323212,2,NO PASSING ZONE
33324264,1,MEDIAN
33324815,1,MEDIAN
33329074,1,NONE
33331215,1,MEDIAN
33333953,1,MEDIAN
33333953,2,ADVISORY SPEED SIGN
33333953,3,CENTER LINE
33333953,4,OTHER
33334063,1,ADVISORY SPEED SIGN
33334063,2,CENTER LINE
33335164,1,MEDIAN
33336342,1,MEDIAN
33336342,2,OTHER
33336579,1,MEDIAN
33337496,1,CENTER LINE
33337496,2,OFFICER OR FLAGMAN
33338095,1,MEDIAN
33338095,2,CENTER LINE
33338372,1,ADVISORY SPEED SIGN
33339150,1,MEDIAN
33340244,1,MEDIAN
33340771,1,NONE
33341355,1,MEDIAN
33342985,1,MEDIAN
33342985,2,ADVISORY SPEED SIGN
33343004,1,MEDIAN
33343005,1,MEDIAN
33343006,1,CENTER LINE
33343006,2,OTHER
33343057,1,ADVISORY SPEED SIGN
33344240,1,MEDIAN
33344240,2,ADVISORY SPEED SIGN
33346726,1,MEDIAN
33346749,1,MEDIAN
33346749,2,OTHER
33346793,1,ADVISORY SPEED SIGN
33346793,2,CENTER LINE
33346793,3,STOP SIGN
33347562,1,MEDIAN
33348537,1,CROSSWALK
33348537,2,OTHER
33348856,1,MEDIAN
33348856,2,ADVISORY SPEED SIGN
33351856,1,MEDIAN
33352955,1,MEDIAN
33352955,2,OTHER
33362002,1,STOP & GO SIGNAL
33362644,1,MEDIAN
33362644,2,CENTER LINE
33362668,1,MEDIAN
33362676,1,MEDIAN
33362676,2,CENTER LINE
33362684,1,MEDIAN
33362949,1,MEDIAN
33362949,2,ADVISORY SPEED SIGN
33362949,3,OTHER
33363592,1,MEDIAN
33363592,2,CENTER LINE
33363592,3,WARNING SIGNS
33363593,1,MEDIAN
33363593,2,CENTER LINE
33363593,3,WARNING SIGNS
33366802,1,ADVISORY SPEED SIGN
33366802,2,MEDIAN
33366828,1,ADVISORY SPEED SIGN
33366828,2,CENTER LINE
33366828,3,YIELD SIGN
33368190,1,MEDIAN
33368668,1,MEDIAN
33370493,1,OFFICER OR FLAGMAN
33371183,1,MEDIAN
33371824,1,STOP SIGN
33371882,1,CENTER LINE
33372156,1,CENTER LINE
33372156,2,STOP & GO SIGNAL
33372158,1,CENTER LINE
33372158,2,STOP & GO SIGNAL
33373237,1,MEDIAN
33373542,1,MEDIAN
33373542,2,ADVISORY SPEED SIGN
33373542,3,CENTER LINE
33377869,1,MEDIAN
33377951,1,MEDIAN
33378002,1,MEDIAN
33378158,1,MEDIAN
33378158,2,CENTER LINE
33378546,1,CENTER LINE
33378546,2,STOP & GO SIGNAL
33378705,1,STOP & GO SIGNAL
33379088,1,STOP SIGN
33380030,1,CENTER LINE
33380030,2,STOP SIGN
33381982,1,CENTER LINE
33381982,2,NO PASSING ZONE
33382625,1,CENTER LINE
33382625,2,MEDIAN
33382625,3,OTHER
33383699,1,MEDIAN
33384635,1,MEDIAN
33384635,2,STOP & GO SIGNAL
33387354,1,MEDIAN
33389875,1,MEDIAN
33392712,1,MEDIAN
33392712,2,CENTER LINE
33392731,1,OTHER
33392743,1,MEDIAN
33392809,1,MEDIAN
33393198,1,NONE
33393260,1,MEDIAN
33394247,1,NONE
33395779,1,MEDIAN
33395779,2,CENTER LINE
33395779,3,OTHER
33395779,4,WARNING SIGNS
33397037,1,MEDIAN
33397045,1,MEDIAN
33397552,1,MEDIAN
33398363,1,ADVISORY SPEED SIGN
33398363,2,OTHER
33398679,1,MEDIAN
33398679,2,ADVISORY SPEED SIGN
33398679,3,CENTER LINE
33399873,1,CENTER LINE
33400799,1,NONE
33400800,1,MEDIAN
33401801,1,NONE
33402642,1,MEDIAN
33402642,2,ADVISORY SPEED SIGN
33403796,1,NONE
33403800,1,NONE
33404536,1,MEDIAN
33404536,2,CENTER LINE
33407063,1,STOP & GO SIGNAL
33407063,2,TRAFFIC CONTROL DEVICE MISSING
33407792,1,ADVISORY SPEED SIGN
33407792,2,CENTER LINE
33407792,3,OFFICER OR FLAGMAN
33408066,1,ADVISORY SPEED SIGN
33408066,2,CENTER LINE
33408363,1,ADVISORY SPEED SIGN
33408363,2,CENTER LINE
33408489,1,CENTER LINE
33408672,1,MEDIAN
33408672,2,ADVISORY SPEED SIGN
33408674,1,MEDIAN
33408674,2,ADVISORY SPEED SIGN
33409642,1,CENTER LINE
33409642,2,STOP & GO SIGNAL
33410645,1,MEDIAN
33411262,1,MEDIAN
33412231,1,MEDIAN
33412232,1,MEDIAN
33412262,1,MEDIAN
33412296,1,ADVISORY SPEED SIGN
33412296,2,CENTER LINE
33412772,1,ADVISORY SPEED SIGN
33412772,2,CENTER LINE
33412772,3,STOP & GO SIGNAL
33414188,1,MEDIAN
33414188,2,ADVISORY SPEED SIGN
33414188,3,CENTER LINE
33414234,1,MEDIAN
33416164,1,MEDIAN
33416574,1,NONE
33419922,1,NONE
33420201,1,NO PASSING ZONE
33420201,2,OFFICER OR FLAGMAN
33420201,3,WARNING SIGNS
33421270,1,STOP & GO SIGNAL
33421367,1,MEDIAN
33421772,1,MEDIAN
33424176,1,CENTER LINE
33424176,2,OFFICER OR FLAGMAN
33424842,1,MEDIAN
33424842,2,ADVISORY SPEED SIGN
33424842,3,WARNING SIGNS
33425027,1,MEDIAN
33425916,1,OTHER
33426246,1,CENTER LINE
33427757,1,ADVISORY SPEED SIGN
33427757,2,OTHER
33427757,3,WARNING SIGNS
33429757,1,MEDIAN
33429757,2,OTHER
33429942,1,CENTER LINE
33429942,2,MEDIAN
33430979,1,MEDIAN
33431393,1,MEDIAN
33431393,2,ACCELERATIONDECELERATION LANE
33431421,1,MEDIAN
33431421,2,ADVISORY SPEED SIGN
33431439,1,MEDIAN
33431439,2,CENTER LINE
33431439,3,OTHER
33431439,4,WARNING SIGNS
33433119,1,MEDIAN
33433119,2,ADVISORY SPEED SIGN
33433119,3,WARNING SIGNS
