IncidentId,UnitNumber,Factor_Type,Factor
32422716,2,ENVIRON FACTOR,2
32426809,1,ENVIRON FACTOR,2
32426809,2,ENVIRON FACTOR,99
32429173,1,ENVIRON FACTOR,2
32429173,2,ENVIRON FACTOR,2
32429596,1,ENVIRON FACTOR,9
32429596,2,ENVIRON FACTOR,2
32430710,1,ENVIRON FACTOR,2
32430710,2,ENVIRON FACTOR,2
32432483,1,ENVIRON FACTOR,17
32432483,1,ENVIRON FACTOR,2
32432483,2,ENVIRON FACTOR,17
32432483,2,ENVIRON FACTOR,2
32432575,1,ENVIRON FACTOR,2
32432575,2,ENVIRON FACTOR,2
32432603,1,ENVIRON FACTOR,2
32432603,2,ENVIRON FACTOR,99
32433173,1,ENVIRON FACTOR,2
32433173,2,ENVIRON FACTOR,99
32437918,1,ENVIRON FACTOR,2
32437918,2,ENVIRON FACTOR,2
32438435,1,ENVIRON FACTOR,2
32438435,1,ENVIRON FACTOR,9
32438435,2,ENVIRON FACTOR,9
32439131,1,ENVIRON FACTOR,2
32439131,2,ENVIRON FACTOR,2
32439140,1,ENVIRON FACTOR,2
32439140,1,ENVIRON FACTOR,97
32439585,1,ENVIRON FACTOR,2
32439585,2,ENVIRON FACTOR,2
32440169,1,ENVIRON FACTOR,2
32441188,1,ENVIRON FACTOR,2
32441211,1,ENVIRON FACTOR,2
32441211,2,ENVIRON FACTOR,2
32441264,1,ENVIRON FACTOR,2
32441264,2,ENVIRON FACTOR,2
32441569,1,ENVIRON FACTOR,2
32441569,2,ENVIRON FACTOR,99
32445247,1,ENVIRON FACTOR,2
32445247,2,ENVIRON FACTOR,2
32445640,1,ENVIRON FACTOR,2
32445640,2,ENVIRON FACTOR,2
32448701,1,ENVIRON FACTOR,2
32448701,2,ENVIRON FACTOR,2
32450891,1,ENVIRON FACTOR,2
32450891,2,ENVIRON FACTOR,99
32452476,1,ENVIRON FACTOR,2
32452476,2,ENVIRON FACTOR,2
32452729,1,ENVIRON FACTOR,2
32452729,2,ENVIRON FACTOR,2
32452979,1,ENVIRON FACTOR,17
32452979,1,ENVIRON FACTOR,2
32452979,2,ENVIRON FACTOR,17
32452979,2,ENVIRON FACTOR,2
32454310,1,ENVIRON FACTOR,2
32454310,2,ENVIRON FACTOR,2
32456762,1,ENVIRON FACTOR,2
32456762,2,ENVIRON FACTOR,2
32458962,1,ENVIRON FACTOR,2
32458962,2,ENVIRON FACTOR,2
32461090,1,ENVIRON FACTOR,2
32461684,1,ENVIRON FACTOR,2
32461684,2,ENVIRON FACTOR,2
32462159,1,ENVIRON FACTOR,2
32462159,2,ENVIRON FACTOR,2
32462432,1,ENVIRON FACTOR,2
32462432,2,ENVIRON FACTOR,2
32462797,1,ENVIRON FACTOR,2
32462797,1,ENVIRON FACTOR,9
32467965,1,ENVIRON FACTOR,17
32467965,1,ENVIRON FACTOR,2
32467965,2,ENVIRON FACTOR,17
32467965,2,ENVIRON FACTOR,2
32468133,1,ENVIRON FACTOR,2
32468133,2,ENVIRON FACTOR,2
32468133,3,ENVIRON FACTOR,2
32468340,1,ENVIRON FACTOR,2
32468340,2,ENVIRON FACTOR,99
32468601,1,ENVIRON FACTOR,2
32468601,2,ENVIRON FACTOR,2
32468601,3,ENVIRON FACTOR,2
32469493,1,ENVIRON FACTOR,17
32469493,1,ENVIRON FACTOR,2
32469493,2,ENVIRON FACTOR,17
32469493,2,ENVIRON FACTOR,2
32472186,1,ENVIRON FACTOR,2
32472186,2,ENVIRON FACTOR,2
32472697,1,ENVIRON FACTOR,2
32472697,2,ENVIRON FACTOR,2
32472938,1,ENVIRON FACTOR,2
32472938,2,ENVIRON FACTOR,99
32473243,1,ENVIRON FACTOR,2
32477378,1,ENVIRON FACTOR,2
32477378,2,ENVIRON FACTOR,2
32478653,1,ENVIRON FACTOR,2
32478653,2,ENVIRON FACTOR,2
32479456,1,ENVIRON FACTOR,17
32479456,1,ENVIRON FACTOR,2
32479456,2,ENVIRON FACTOR,2
32479456,3,ENVIRON FACTOR,2
32482537,1,ENVIRON FACTOR,2
32482537,2,ENVIRON FACTOR,2
32483811,1,ENVIRON FACTOR,2
32483811,2,ENVIRON FACTOR,2
32483811,3,ENVIRON FACTOR,2
32483811,4,ENVIRON FACTOR,2
32483811,5,ENVIRON FACTOR,2
32483811,6,ENVIRON FACTOR,2
32483811,7,ENVIRON FACTOR,2
32485886,1,ENVIRON FACTOR,2
32485886,2,ENVIRON FACTOR,2
32486255,1,ENVIRON FACTOR,2
32486255,2,ENVIRON FACTOR,99
32488858,1,ENVIRON FACTOR,2
32488858,2,ENVIRON FACTOR,2
32489031,1,ENVIRON FACTOR,2
32489031,1,ENVIRON FACTOR,11
32489031,2,ENVIRON FACTOR,2
32489031,2,ENVIRON FACTOR,11
32489357,1,ENVIRON FACTOR,2
32489357,2,ENVIRON FACTOR,2
32492148,1,ENVIRON FACTOR,2
32492148,2,ENVIRON FACTOR,2
32492318,1,ENVIRON FACTOR,2
32492318,2,ENVIRON FACTOR,99
32492318,3,ENVIRON FACTOR,99
32492522,1,ENVIRON FACTOR,2
32492522,1,ENVIRON FACTOR,11
32492522,2,ENVIRON FACTOR,99
32494440,1,ENVIRON FACTOR,17
32494440,1,ENVIRON FACTOR,2
32494440,2,ENVIRON FACTOR,17
32494440,2,ENVIRON FACTOR,2
32507089,1,ENVIRON FACTOR,2
32507089,1,ENVIRON FACTOR,97
32507089,2,ENVIRON FACTOR,2
32507089,2,ENVIRON FACTOR,97
32507113,1,ENVIRON FACTOR,2
32507113,2,ENVIRON FACTOR,99
32507262,1,ENVIRON FACTOR,2
32507262,2,ENVIRON FACTOR,2
32507262,3,ENVIRON FACTOR,2
32507312,1,ENVIRON FACTOR,2
32507434,1,ENVIRON FACTOR,2
32507434,2,ENVIRON FACTOR,99
32508755,2,ENVIRON FACTOR,2
32508761,1,ENVIRON FACTOR,2
32509106,1,ENVIRON FACTOR,2
32509106,2,ENVIRON FACTOR,99
32509627,1,ENVIRON FACTOR,2
32509627,2,ENVIRON FACTOR,99
32510737,1,ENVIRON FACTOR,99
32510737,2,ENVIRON FACTOR,99
32510737,3,ENVIRON FACTOR,2
32510737,4,ENVIRON FACTOR,2
32513394,1,ENVIRON FACTOR,2
32517336,1,ENVIRON FACTOR,2
32517336,2,ENVIRON FACTOR,2
32517643,1,ENVIRON FACTOR,2
32517643,2,ENVIRON FACTOR,99
32522048,1,ENVIRON FACTOR,2
32522048,2,ENVIRON FACTOR,9
32524363,1,ENVIRON FACTOR,99
32524363,2,ENVIRON FACTOR,2
32527221,1,ENVIRON FACTOR,2
32527221,2,ENVIRON FACTOR,2
32527371,1,ENVIRON FACTOR,2
32527371,2,ENVIRON FACTOR,99
32527926,1,ENVIRON FACTOR,2
32527926,2,ENVIRON FACTOR,2
32528372,1,ENVIRON FACTOR,2
32528372,2,ENVIRON FACTOR,2
32529093,1,ENVIRON FACTOR,2
32529093,2,ENVIRON FACTOR,2
32529423,1,ENVIRON FACTOR,2
32529423,1,ENVIRON FACTOR,3
32531798,3,ENVIRON FACTOR,2
32531798,4,ENVIRON FACTOR,2
32531798,1,ENVIRON FACTOR,2
32531798,2,ENVIRON FACTOR,2
32531858,1,ENVIRON FACTOR,2
32531858,2,ENVIRON FACTOR,99
32532066,1,ENVIRON FACTOR,2
32532066,2,ENVIRON FACTOR,2
32532220,1,ENVIRON FACTOR,2
32533104,1,ENVIRON FACTOR,2
32533106,1,ENVIRON FACTOR,2
32533106,2,ENVIRON FACTOR,2
32535001,1,ENVIRON FACTOR,2
32537955,1,ENVIRON FACTOR,2
32538584,1,ENVIRON FACTOR,2
32539004,1,ENVIRON FACTOR,2
32539004,2,ENVIRON FACTOR,2
32539004,3,ENVIRON FACTOR,2
32541960,1,ENVIRON FACTOR,2
32543849,1,ENVIRON FACTOR,2
32543849,2,ENVIRON FACTOR,99
32544337,1,ENVIRON FACTOR,2
32544337,2,ENVIRON FACTOR,2
32548083,1,ENVIRON FACTOR,17
32548083,1,ENVIRON FACTOR,2
32548083,2,ENVIRON FACTOR,17
32548083,2,ENVIRON FACTOR,2
32548083,3,ENVIRON FACTOR,17
32548083,3,ENVIRON FACTOR,2
32548211,1,ENVIRON FACTOR,2
32548211,2,ENVIRON FACTOR,2
32548292,1,ENVIRON FACTOR,2
32548292,2,ENVIRON FACTOR,2
32548311,1,ENVIRON FACTOR,11
32548311,2,ENVIRON FACTOR,2
32548520,1,ENVIRON FACTOR,2
32548520,2,ENVIRON FACTOR,2
32549505,1,ENVIRON FACTOR,2
32549657,1,ENVIRON FACTOR,2
32557726,1,ENVIRON FACTOR,2
32557726,2,ENVIRON FACTOR,2
32557728,1,ENVIRON FACTOR,2
32557728,2,ENVIRON FACTOR,97
32559133,1,ENVIRON FACTOR,2
32559377,1,ENVIRON FACTOR,2
32559377,2,ENVIRON FACTOR,2
32559541,1,ENVIRON FACTOR,2
32559541,1,ENVIRON FACTOR,3
32565882,1,ENVIRON FACTOR,2
32566985,1,ENVIRON FACTOR,2
32566985,2,ENVIRON FACTOR,2
32567158,1,ENVIRON FACTOR,2
32567161,1,ENVIRON FACTOR,17
32567161,1,ENVIRON FACTOR,2
32567161,2,ENVIRON FACTOR,17
32567161,2,ENVIRON FACTOR,2
32567164,1,ENVIRON FACTOR,17
32567164,1,ENVIRON FACTOR,2
32567164,2,ENVIRON FACTOR,17
32567164,2,ENVIRON FACTOR,2
32567178,1,ENVIRON FACTOR,2
32567178,2,ENVIRON FACTOR,2
32567355,1,ENVIRON FACTOR,2
32567355,2,ENVIRON FACTOR,99
32567404,1,ENVIRON FACTOR,17
32567404,1,ENVIRON FACTOR,2
32567404,2,ENVIRON FACTOR,17
32567404,2,ENVIRON FACTOR,2
32567590,1,ENVIRON FACTOR,2
32567590,2,ENVIRON FACTOR,2
32571138,1,ENVIRON FACTOR,2
32571138,2,ENVIRON FACTOR,2
32571138,3,ENVIRON FACTOR,2
32571664,1,ENVIRON FACTOR,2
32571664,2,ENVIRON FACTOR,99
32575111,1,ENVIRON FACTOR,2
32575111,2,ENVIRON FACTOR,2
32577793,1,ENVIRON FACTOR,2
32577793,1,ENVIRON FACTOR,5
32577793,2,ENVIRON FACTOR,2
32578460,1,ENVIRON FACTOR,2
32578460,2,ENVIRON FACTOR,99
32587273,1,ENVIRON FACTOR,2
32587273,1,ENVIRON FACTOR,97
32587273,2,ENVIRON FACTOR,97
32587277,1,ENVIRON FACTOR,2
32587277,2,ENVIRON FACTOR,2
32587279,1,ENVIRON FACTOR,2
32587279,2,ENVIRON FACTOR,99
32587279,3,ENVIRON FACTOR,99
32587389,1,ENVIRON FACTOR,17
32587389,1,ENVIRON FACTOR,2
32587389,2,ENVIRON FACTOR,17
32587389,2,ENVIRON FACTOR,2
32601987,1,ENVIRON FACTOR,2
32601987,1,ENVIRON FACTOR,3
32601987,2,ENVIRON FACTOR,2
32602521,1,ENVIRON FACTOR,2
32602521,2,ENVIRON FACTOR,2
32604587,1,ENVIRON FACTOR,2
32604587,2,ENVIRON FACTOR,9
32605990,1,ENVIRON FACTOR,2
32605990,2,ENVIRON FACTOR,99
32607716,1,ENVIRON FACTOR,2
32607716,2,ENVIRON FACTOR,2
32607749,1,ENVIRON FACTOR,2
32607749,2,ENVIRON FACTOR,2
32607785,1,ENVIRON FACTOR,17
32607785,1,ENVIRON FACTOR,2
32607785,2,ENVIRON FACTOR,17
32607785,2,ENVIRON FACTOR,2
32612345,1,ENVIRON FACTOR,2
32612345,2,ENVIRON FACTOR,2
32623313,1,ENVIRON FACTOR,2
32628127,1,ENVIRON FACTOR,2
32628127,2,ENVIRON FACTOR,2
32630613,1,ENVIRON FACTOR,2
32630613,2,ENVIRON FACTOR,99
32630843,1,ENVIRON FACTOR,2
32630843,1,ENVIRON FACTOR,18
32630843,2,ENVIRON FACTOR,2
32634337,1,ENVIRON FACTOR,2
32636060,1,ENVIRON FACTOR,2
32639784,1,ENVIRON FACTOR,2
32639784,2,ENVIRON FACTOR,17
32639784,2,ENVIRON FACTOR,2
32642670,2,ENVIRON FACTOR,17
32642670,2,ENVIRON FACTOR,2
32642670,1,ENVIRON FACTOR,2
32643976,1,ENVIRON FACTOR,2
32643976,2,ENVIRON FACTOR,2
32644886,1,ENVIRON FACTOR,2
32644886,2,ENVIRON FACTOR,2
32645037,1,ENVIRON FACTOR,2
32645037,2,ENVIRON FACTOR,2
32645598,2,ENVIRON FACTOR,2
32646186,1,ENVIRON FACTOR,99
32646186,2,ENVIRON FACTOR,2
32646186,3,ENVIRON FACTOR,2
32646186,4,ENVIRON FACTOR,2
32646187,1,ENVIRON FACTOR,2
32646187,2,ENVIRON FACTOR,2
32646189,1,ENVIRON FACTOR,2
32646189,2,ENVIRON FACTOR,2
32647732,1,ENVIRON FACTOR,2
32647732,2,ENVIRON FACTOR,2
32648383,1,ENVIRON FACTOR,17
32648383,1,ENVIRON FACTOR,2
32648383,2,ENVIRON FACTOR,2
32648383,3,ENVIRON FACTOR,2
32648383,4,ENVIRON FACTOR,2
32648383,5,ENVIRON FACTOR,2
32654632,1,ENVIRON FACTOR,2
32654632,2,ENVIRON FACTOR,2
32654632,3,ENVIRON FACTOR,2
32654634,1,ENVIRON FACTOR,2
32655798,1,ENVIRON FACTOR,2
32655798,2,ENVIRON FACTOR,2
32655798,3,ENVIRON FACTOR,2
32660684,1,ENVIRON FACTOR,2
32660684,2,ENVIRON FACTOR,2
32660760,1,ENVIRON FACTOR,2
32660760,1,ENVIRON FACTOR,11
32660920,1,ENVIRON FACTOR,2
32660920,2,ENVIRON FACTOR,2
32676402,1,ENVIRON FACTOR,17
32676402,1,ENVIRON FACTOR,2
32676402,2,ENVIRON FACTOR,17
32676402,2,ENVIRON FACTOR,2
32676754,1,ENVIRON FACTOR,2
32676754,2,ENVIRON FACTOR,2
32680215,1,ENVIRON FACTOR,2
32680215,2,ENVIRON FACTOR,2
32680215,3,ENVIRON FACTOR,99
32692307,1,ENVIRON FACTOR,2
32692307,2,ENVIRON FACTOR,2
32704091,1,ENVIRON FACTOR,2
32704091,1,ENVIRON FACTOR,9
32704091,2,ENVIRON FACTOR,2
32714003,1,ENVIRON FACTOR,2
32714003,2,ENVIRON FACTOR,2
32731609,1,ENVIRON FACTOR,2
32731609,2,ENVIRON FACTOR,2
32761732,1,ENVIRON FACTOR,2
32761732,2,ENVIRON FACTOR,99
32781102,1,ENVIRON FACTOR,2
32843048,1,ENVIRON FACTOR,2
32843048,1,ENVIRON FACTOR,15
32843048,2,ENVIRON FACTOR,99
32853964,1,ENVIRON FACTOR,2
32853964,2,ENVIRON FACTOR,2
32924585,1,ENVIRON FACTOR,17
32924585,1,ENVIRON FACTOR,2
32924585,2,ENVIRON FACTOR,17
32924585,2,ENVIRON FACTOR,2
32924585,3,ENVIRON FACTOR,17
32924585,3,ENVIRON FACTOR,2
32924585,4,ENVIRON FACTOR,17
32924585,4,ENVIRON FACTOR,2
32924585,5,ENVIRON FACTOR,17
32924585,5,ENVIRON FACTOR,2
32924585,6,ENVIRON FACTOR,17
32924585,6,ENVIRON FACTOR,2
32924585,7,ENVIRON FACTOR,17
32924585,7,ENVIRON FACTOR,2
32924585,8,ENVIRON FACTOR,17
32924585,8,ENVIRON FACTOR,2
33162113,1,ENVIRON FACTOR,2
33162113,2,ENVIRON FACTOR,99
33177844,1,ENVIRON FACTOR,2
33177844,2,ENVIRON FACTOR,2
33177844,3,ENVIRON FACTOR,2
33179065,1,ENVIRON FACTOR,2
33179065,2,ENVIRON FACTOR,99
33179074,1,ENVIRON FACTOR,2
33179074,2,ENVIRON FACTOR,2
33179195,1,ENVIRON FACTOR,2
33179195,2,ENVIRON FACTOR,2
33179217,1,ENVIRON FACTOR,2
33179217,1,ENVIRON FACTOR,4
33302773,1,ENVIRON FACTOR,99
33302773,2,ENVIRON FACTOR,2
30997483,1,HUMAN FACTOR,99
31057990,1,HUMAN FACTOR,1
31057990,1,HUMAN FACTOR,14
31067570,1,HUMAN FACTOR,17
31067570,2,HUMAN FACTOR,99
31067787,1,HUMAN FACTOR,13
31067787,1,HUMAN FACTOR,18
31067787,2,HUMAN FACTOR,99
31069164,1,HUMAN FACTOR,14
31069164,2,HUMAN FACTOR,99
31069291,1,HUMAN FACTOR,14
31069291,1,HUMAN FACTOR,18
31069291,2,HUMAN FACTOR,99
31086756,1,HUMAN FACTOR,26
31086756,1,HUMAN FACTOR,23
31086756,2,HUMAN FACTOR,99
31089412,1,HUMAN FACTOR,11
31089412,2,HUMAN FACTOR,99
31089437,1,HUMAN FACTOR,19
31089437,2,HUMAN FACTOR,99
31100643,1,HUMAN FACTOR,99
31100659,1,HUMAN FACTOR,99
31100689,1,HUMAN FACTOR,14
31100689,1,HUMAN FACTOR,18
31100689,2,HUMAN FACTOR,99
31100692,1,HUMAN FACTOR,17
31100692,2,HUMAN FACTOR,99
31116411,1,HUMAN FACTOR,4
31116411,1,HUMAN FACTOR,14
31116411,1,HUMAN FACTOR,18
31116411,2,HUMAN FACTOR,99
31117260,1,HUMAN FACTOR,1
31117260,1,HUMAN FACTOR,9
31126327,1,HUMAN FACTOR,14
31126327,2,HUMAN FACTOR,99
31141490,1,HUMAN FACTOR,14
31143988,1,HUMAN FACTOR,17
31143988,2,HUMAN FACTOR,99
31150112,1,HUMAN FACTOR,14
31150112,1,HUMAN FACTOR,17
31150112,2,HUMAN FACTOR,99
31152468,1,HUMAN FACTOR,26
31152468,1,HUMAN FACTOR,13
31152468,1,HUMAN FACTOR,17
31152468,2,HUMAN FACTOR,99
31175671,1,HUMAN FACTOR,14
31175671,2,HUMAN FACTOR,99
31177564,1,HUMAN FACTOR,99
31183207,1,HUMAN FACTOR,14
31193600,1,HUMAN FACTOR,99
31193600,2,HUMAN FACTOR,99
31193600,3,HUMAN FACTOR,99
31193600,4,HUMAN FACTOR,99
31193600,5,HUMAN FACTOR,99
31193600,6,HUMAN FACTOR,99
31193600,7,HUMAN FACTOR,99
31204849,1,HUMAN FACTOR,19
31204849,2,HUMAN FACTOR,99
31204858,1,HUMAN FACTOR,14
31204858,2,HUMAN FACTOR,99
31204862,1,HUMAN FACTOR,3
31204862,1,HUMAN FACTOR,14
31204862,2,HUMAN FACTOR,99
31204939,2,HUMAN FACTOR,99
31204998,1,HUMAN FACTOR,97
31204998,2,HUMAN FACTOR,99
31215638,1,HUMAN FACTOR,11
31215638,2,HUMAN FACTOR,99
31215638,3,HUMAN FACTOR,99
31217420,1,HUMAN FACTOR,8
31217420,1,HUMAN FACTOR,17
31217420,2,HUMAN FACTOR,99
31228912,1,HUMAN FACTOR,14
31228912,1,HUMAN FACTOR,23
31228912,2,HUMAN FACTOR,99
31233366,1,HUMAN FACTOR,4
31233366,1,HUMAN FACTOR,18
31233366,2,HUMAN FACTOR,99
31233368,1,HUMAN FACTOR,11
31233368,2,HUMAN FACTOR,99
31233370,1,HUMAN FACTOR,11
31233370,1,HUMAN FACTOR,14
31233370,1,HUMAN FACTOR,18
31233370,2,HUMAN FACTOR,11
31233370,3,HUMAN FACTOR,99
31234916,1,HUMAN FACTOR,14
31234916,2,HUMAN FACTOR,11
31242750,1,HUMAN FACTOR,14
31242750,2,HUMAN FACTOR,99
31242769,1,HUMAN FACTOR,14
31242769,2,HUMAN FACTOR,99
31242895,1,HUMAN FACTOR,11
31242895,2,HUMAN FACTOR,99
31248147,1,HUMAN FACTOR,14
31248147,2,HUMAN FACTOR,99
31258296,1,HUMAN FACTOR,17
31258296,2,HUMAN FACTOR,99
31258840,1,HUMAN FACTOR,99
31258840,2,HUMAN FACTOR,99
31261945,1,HUMAN FACTOR,11
31261945,2,HUMAN FACTOR,99
31262213,1,HUMAN FACTOR,26
31262213,2,HUMAN FACTOR,99
31265874,1,HUMAN FACTOR,3
31265874,1,HUMAN FACTOR,8
31265874,1,HUMAN FACTOR,14
31265874,1,HUMAN FACTOR,17
31265874,2,HUMAN FACTOR,99
31268789,1,HUMAN FACTOR,99
31268789,2,HUMAN FACTOR,99
31268789,3,HUMAN FACTOR,99
31268947,1,HUMAN FACTOR,6
31268947,1,HUMAN FACTOR,11
31268947,1,HUMAN FACTOR,18
31268947,2,HUMAN FACTOR,6
31268947,3,HUMAN FACTOR,99
31269994,1,HUMAN FACTOR,99
31270884,1,HUMAN FACTOR,8
31270884,2,HUMAN FACTOR,99
31274024,1,HUMAN FACTOR,99
31276875,1,HUMAN FACTOR,3
31276875,1,HUMAN FACTOR,22
31277256,1,HUMAN FACTOR,17
31277256,1,HUMAN FACTOR,18
31281143,1,HUMAN FACTOR,17
31281143,2,HUMAN FACTOR,99
31283833,1,HUMAN FACTOR,18
31283833,2,HUMAN FACTOR,99
31287459,2,HUMAN FACTOR,22
31287459,1,HUMAN FACTOR,3
31287459,1,HUMAN FACTOR,11
31289142,1,HUMAN FACTOR,14
31289142,1,HUMAN FACTOR,17
31290950,1,HUMAN FACTOR,99
31294892,1,HUMAN FACTOR,11
31294892,1,HUMAN FACTOR,22
31294892,2,HUMAN FACTOR,99
31294892,3,HUMAN FACTOR,99
31303319,1,HUMAN FACTOR,11
31303319,2,HUMAN FACTOR,99
31306014,1,HUMAN FACTOR,97
31306014,2,HUMAN FACTOR,99
31310556,1,HUMAN FACTOR,97
31310556,2,HUMAN FACTOR,99
31314237,1,HUMAN FACTOR,99
31315270,1,HUMAN FACTOR,14
31320478,1,HUMAN FACTOR,22
31320478,2,HUMAN FACTOR,99
31322914,1,HUMAN FACTOR,11
31322914,1,HUMAN FACTOR,14
31322914,2,HUMAN FACTOR,99
31327211,1,HUMAN FACTOR,14
31327211,2,HUMAN FACTOR,99
31328001,1,HUMAN FACTOR,17
31328001,2,HUMAN FACTOR,99
31331077,1,HUMAN FACTOR,99
31336158,1,HUMAN FACTOR,97
31336158,2,HUMAN FACTOR,99
31338582,1,HUMAN FACTOR,4
31338582,1,HUMAN FACTOR,11
31338582,1,HUMAN FACTOR,14
31338582,2,HUMAN FACTOR,99
31351170,1,HUMAN FACTOR,4
31351170,1,HUMAN FACTOR,14
31351170,1,HUMAN FACTOR,18
31351170,2,HUMAN FACTOR,99
31351170,3,HUMAN FACTOR,99
31351170,4,HUMAN FACTOR,99
31352117,1,HUMAN FACTOR,8
31352117,2,HUMAN FACTOR,99
31352946,1,HUMAN FACTOR,4
31352946,1,HUMAN FACTOR,18
31352946,2,HUMAN FACTOR,99
31357011,1,HUMAN FACTOR,99
31357011,2,HUMAN FACTOR,99
31357493,1,HUMAN FACTOR,8
31357493,1,HUMAN FACTOR,11
31357493,2,HUMAN FACTOR,99
31358449,1,HUMAN FACTOR,99
31358449,2,HUMAN FACTOR,99
31369590,1,HUMAN FACTOR,4
31369590,2,HUMAN FACTOR,99
31371172,1,HUMAN FACTOR,26
31371172,1,HUMAN FACTOR,18
31373017,1,HUMAN FACTOR,99
31373017,2,HUMAN FACTOR,99
31373871,1,HUMAN FACTOR,23
31373871,2,HUMAN FACTOR,23
31374624,1,HUMAN FACTOR,17
31374624,1,HUMAN FACTOR,18
31374624,2,HUMAN FACTOR,14
31374624,2,HUMAN FACTOR,18
31374624,3,HUMAN FACTOR,99
31380114,1,HUMAN FACTOR,97
31380114,2,HUMAN FACTOR,97
31383296,1,HUMAN FACTOR,11
31383296,2,HUMAN FACTOR,99
31385162,1,HUMAN FACTOR,97
31385162,2,HUMAN FACTOR,97
31388548,1,HUMAN FACTOR,4
31388548,2,HUMAN FACTOR,99
31388548,3,HUMAN FACTOR,99
31388637,1,HUMAN FACTOR,11
31388637,2,HUMAN FACTOR,99
31388814,2,HUMAN FACTOR,99
31388814,1,HUMAN FACTOR,4
31392461,1,HUMAN FACTOR,11
31393251,1,HUMAN FACTOR,99
31393251,2,HUMAN FACTOR,99
31393251,3,HUMAN FACTOR,99
31393848,1,HUMAN FACTOR,14
31393848,2,HUMAN FACTOR,99
31393848,3,HUMAN FACTOR,99
31394631,1,HUMAN FACTOR,14
31394631,2,HUMAN FACTOR,99
31399418,1,HUMAN FACTOR,18
31399418,2,HUMAN FACTOR,99
31400477,1,HUMAN FACTOR,97
31400477,2,HUMAN FACTOR,99
31400906,1,HUMAN FACTOR,99
31400906,2,HUMAN FACTOR,99
31402676,1,HUMAN FACTOR,99
31402676,2,HUMAN FACTOR,99
31403467,1,HUMAN FACTOR,14
31403467,2,HUMAN FACTOR,99
31411884,1,HUMAN FACTOR,99
31417092,1,HUMAN FACTOR,3
31418555,1,HUMAN FACTOR,18
31423602,1,HUMAN FACTOR,14
31423602,2,HUMAN FACTOR,99
31426467,1,HUMAN FACTOR,11
31426467,1,HUMAN FACTOR,14
31426467,2,HUMAN FACTOR,99
31429937,1,HUMAN FACTOR,14
31429937,2,HUMAN FACTOR,99
31437911,1,HUMAN FACTOR,14
31437911,2,HUMAN FACTOR,99
31441959,1,HUMAN FACTOR,12
31441959,1,HUMAN FACTOR,14
31441959,2,HUMAN FACTOR,99
31442377,1,HUMAN FACTOR,14
31442377,2,HUMAN FACTOR,14
31445065,1,HUMAN FACTOR,3
31445065,1,HUMAN FACTOR,14
31445065,1,HUMAN FACTOR,97
31450618,1,HUMAN FACTOR,8
31450618,2,HUMAN FACTOR,99
31453898,1,HUMAN FACTOR,99
31460521,1,HUMAN FACTOR,17
31460521,2,HUMAN FACTOR,99
31462582,1,HUMAN FACTOR,99
31469503,1,HUMAN FACTOR,11
31469503,2,HUMAN FACTOR,99
31469581,1,HUMAN FACTOR,14
31469581,2,HUMAN FACTOR,99
31470541,1,HUMAN FACTOR,8
31470541,2,HUMAN FACTOR,99
31473988,1,HUMAN FACTOR,17
31474285,1,HUMAN FACTOR,18
31474285,2,HUMAN FACTOR,99
31474327,1,HUMAN FACTOR,14
31474327,2,HUMAN FACTOR,99
31474327,3,HUMAN FACTOR,99
31474334,1,HUMAN FACTOR,26
31474334,2,HUMAN FACTOR,99
31474946,1,HUMAN FACTOR,99
31479041,1,HUMAN FACTOR,8
31479041,1,HUMAN FACTOR,17
31479041,2,HUMAN FACTOR,99
31480085,1,HUMAN FACTOR,17
31480085,2,HUMAN FACTOR,99
31480136,2,HUMAN FACTOR,99
31482132,1,HUMAN FACTOR,4
31482132,2,HUMAN FACTOR,99
31482135,1,HUMAN FACTOR,14
31482135,2,HUMAN FACTOR,99
31482621,1,HUMAN FACTOR,99
31482621,2,HUMAN FACTOR,99
31487265,1,HUMAN FACTOR,11
31487265,1,HUMAN FACTOR,14
31487265,2,HUMAN FACTOR,99
31487265,3,HUMAN FACTOR,99
31487834,1,HUMAN FACTOR,14
31487834,2,HUMAN FACTOR,99
31490063,1,HUMAN FACTOR,14
31490063,2,HUMAN FACTOR,14
31490576,1,HUMAN FACTOR,14
31490576,1,HUMAN FACTOR,18
31490576,2,HUMAN FACTOR,99
31490824,1,HUMAN FACTOR,17
31490824,2,HUMAN FACTOR,99
31490824,3,HUMAN FACTOR,99
31493145,1,HUMAN FACTOR,26
31493838,1,HUMAN FACTOR,17
31493838,2,HUMAN FACTOR,99
31498443,1,HUMAN FACTOR,11
31498443,1,HUMAN FACTOR,17
31498443,1,HUMAN FACTOR,18
31498443,2,HUMAN FACTOR,99
31499641,1,HUMAN FACTOR,26
31499641,2,HUMAN FACTOR,99
31505280,1,HUMAN FACTOR,17
31505454,1,HUMAN FACTOR,99
31505454,2,HUMAN FACTOR,14
31510470,1,HUMAN FACTOR,14
31510470,2,HUMAN FACTOR,99
31511974,1,HUMAN FACTOR,11
31511974,1,HUMAN FACTOR,14
31511974,2,HUMAN FACTOR,99
31513360,1,HUMAN FACTOR,17
31513360,2,HUMAN FACTOR,99
31515691,1,HUMAN FACTOR,99
31516501,1,HUMAN FACTOR,97
31516501,2,HUMAN FACTOR,99
31519311,1,HUMAN FACTOR,11
31519311,2,HUMAN FACTOR,99
