IncidentId,UnitNumber,Factor_Type,Factor
26761289,2,HUMAN FACTOR,99
26761289,2,VEHICULAR FACTOR,99
26761289,3,HUMAN FACTOR,99
26761289,3,VEHICULAR FACTOR,99
26762009,1,HUMAN FACTOR,8
26762009,1,VEHICULAR FACTOR,99
26762009,2,HUMAN FACTOR,99
26762009,2,VEHICULAR FACTOR,99
26762376,1,HUMAN FACTOR,14
26762376,1,VEHICULAR FACTOR,99
26762376,2,HUMAN FACTOR,99
26762376,2,VEHICULAR FACTOR,99
26763170,1,HUMAN FACTOR,26
26763170,1,VEHICULAR FACTOR,99
26763410,1,HUMAN FACTOR,99
26763410,1,VEHICULAR FACTOR,99
26763410,2,HUMAN FACTOR,99
26763410,2,VEHICULAR FACTOR,99
26766857,1,HUMAN FACTOR,17
26766857,1,VEHICULAR FACTOR,99
26766857,2,HUMAN FACTOR,99
26766857,2,VEHICULAR FACTOR,99
26766964,1,HUMAN FACTOR,14
26766964,1,VEHICULAR FACTOR,99
26766964,2,HUMAN FACTOR,99
26766964,2,VEHICULAR FACTOR,99
26774903,1,HUMAN FACTOR,11
26774903,1,HUMAN FACTOR,14
26774903,1,VEHICULAR FACTOR,99
26774903,2,HUMAN FACTOR,99
26774903,2,VEHICULAR FACTOR,99
26779481,1,HUMAN FACTOR,14
26779481,1,VEHICULAR FACTOR,99
26779481,2,HUMAN FACTOR,99
26779481,2,VEHICULAR FACTOR,99
26789160,1,HUMAN FACTOR,97
26789160,1,VEHICULAR FACTOR,99
26789160,2,HUMAN FACTOR,99
26789160,2,VEHICULAR FACTOR,99
26789160,3,HUMAN FACTOR,99
26789160,3,VEHICULAR FACTOR,99
26793130,1,HUMAN FACTOR,14
26793130,1,VEHICULAR FACTOR,99
26793130,2,HUMAN FACTOR,14
26793130,2,VEHICULAR FACTOR,99
26800794,1,HUMAN FACTOR,14
26800794,1,VEHICULAR FACTOR,99
26802020,1,HUMAN FACTOR,97
26802020,1,VEHICULAR FACTOR,99
26802020,2,HUMAN FACTOR,97
26802020,2,VEHICULAR FACTOR,99
26806909,1,HUMAN FACTOR,14
26806909,1,VEHICULAR FACTOR,99
26806909,2,HUMAN FACTOR,97
26806909,2,VEHICULAR FACTOR,99
26806913,1,HUMAN FACTOR,14
26806913,1,VEHICULAR FACTOR,99
26806913,2,HUMAN FACTOR,99
26806913,2,VEHICULAR FACTOR,99
26806915,1,HUMAN FACTOR,14
26806915,1,VEHICULAR FACTOR,99
26806915,2,HUMAN FACTOR,99
26806915,2,VEHICULAR FACTOR,99
26808439,1,HUMAN FACTOR,14
26808439,1,VEHICULAR FACTOR,99
26808439,2,HUMAN FACTOR,99
26808439,2,VEHICULAR FACTOR,99
26809186,1,HUMAN FACTOR,19
26809186,1,VEHICULAR FACTOR,99
26825719,1,HUMAN FACTOR,14
26825719,1,VEHICULAR FACTOR,99
26825719,2,HUMAN FACTOR,99
26825719,2,VEHICULAR FACTOR,99
26828713,1,HUMAN FACTOR,8
26828713,1,HUMAN FACTOR,14
26828713,1,VEHICULAR FACTOR,99
26828713,2,HUMAN FACTOR,99
26828713,2,VEHICULAR FACTOR,99
26828787,1,HUMAN FACTOR,99
26828787,1,VEHICULAR FACTOR,99
26833056,1,HUMAN FACTOR,99
26833056,1,VEHICULAR FACTOR,99
26833056,2,HUMAN FACTOR,19
26833056,2,VEHICULAR FACTOR,99
26838119,1,HUMAN FACTOR,14
26838119,1,VEHICULAR FACTOR,99
26838119,2,HUMAN FACTOR,99
26838119,2,VEHICULAR FACTOR,99
26838615,1,HUMAN FACTOR,99
26838615,1,VEHICULAR FACTOR,99
26838615,2,HUMAN FACTOR,99
26838615,2,VEHICULAR FACTOR,99
26841388,1,HUMAN FACTOR,14
26841388,1,VEHICULAR FACTOR,99
26841388,2,HUMAN FACTOR,99
26841388,2,VEHICULAR FACTOR,99
26850760,1,HUMAN FACTOR,11
26850760,1,HUMAN FACTOR,14
26850760,1,VEHICULAR FACTOR,1
26850760,2,HUMAN FACTOR,99
26850760,2,VEHICULAR FACTOR,99
26853382,1,HUMAN FACTOR,8
26853382,1,HUMAN FACTOR,14
26853382,1,VEHICULAR FACTOR,99
26853382,2,HUMAN FACTOR,99
26853382,2,VEHICULAR FACTOR,99
26854716,1,HUMAN FACTOR,17
26854716,1,VEHICULAR FACTOR,99
26854716,2,HUMAN FACTOR,99
26854716,2,VEHICULAR FACTOR,99
26858305,1,HUMAN FACTOR,11
26858305,1,HUMAN FACTOR,18
26858305,1,VEHICULAR FACTOR,99
26858305,2,HUMAN FACTOR,99
26858305,2,VEHICULAR FACTOR,99
26859356,1,HUMAN FACTOR,14
26859356,1,VEHICULAR FACTOR,99
26859356,2,HUMAN FACTOR,99
26859356,2,VEHICULAR FACTOR,99
26859360,1,HUMAN FACTOR,14
26859360,1,VEHICULAR FACTOR,99
26859360,2,HUMAN FACTOR,99
26859360,2,VEHICULAR FACTOR,99
26859360,3,HUMAN FACTOR,99
26859360,3,VEHICULAR FACTOR,99
26869709,1,HUMAN FACTOR,14
26869709,1,VEHICULAR FACTOR,99
26869709,2,HUMAN FACTOR,99
26869709,2,VEHICULAR FACTOR,99
26871890,1,HUMAN FACTOR,11
26871890,1,HUMAN FACTOR,14
26871890,1,VEHICULAR FACTOR,99
26871890,2,HUMAN FACTOR,99
26871890,2,VEHICULAR FACTOR,99
26874772,1,HUMAN FACTOR,8
26874772,1,VEHICULAR FACTOR,99
26874772,2,HUMAN FACTOR,99
26874772,2,VEHICULAR FACTOR,99
26875335,1,HUMAN FACTOR,14
26875335,1,VEHICULAR FACTOR,99
26875335,2,HUMAN FACTOR,99
26875335,2,VEHICULAR FACTOR,99
26880660,1,HUMAN FACTOR,18
26880660,1,VEHICULAR FACTOR,99
26880660,2,HUMAN FACTOR,99
26880660,2,VEHICULAR FACTOR,99
26886172,1,HUMAN FACTOR,14
26886172,1,VEHICULAR FACTOR,99
26886172,2,HUMAN FACTOR,99
26886172,2,VEHICULAR FACTOR,99
26886794,2,HUMAN FACTOR,99
26886794,2,VEHICULAR FACTOR,99
26888987,1,HUMAN FACTOR,18
26888987,1,VEHICULAR FACTOR,99
26617074,2,ENVIRON FACTOR,2
26637315,2,ENVIRON FACTOR,2
26637597,1,ENVIRON FACTOR,2
26637597,2,ENVIRON FACTOR,2
26660728,1,ENVIRON FACTOR,2
26660728,2,ENVIRON FACTOR,2
26662634,1,ENVIRON FACTOR,2
26674771,1,ENVIRON FACTOR,2
26674771,1,ENVIRON FACTOR,11
26674771,2,ENVIRON FACTOR,2
26674771,2,ENVIRON FACTOR,11
26675441,1,ENVIRON FACTOR,2
26675441,2,ENVIRON FACTOR,2
26680886,1,ENVIRON FACTOR,2
26680886,1,DRIVER DISTRACTED BY,3
26680886,2,ENVIRON FACTOR,99
26681401,1,ENVIRON FACTOR,2
26681401,2,ENVIRON FACTOR,2
26682458,2,ENVIRON FACTOR,2
26684112,1,ENVIRON FACTOR,2
26691860,1,ENVIRON FACTOR,2
26691860,1,ENVIRON FACTOR,11
26696844,1,ENVIRON FACTOR,17
26696844,1,ENVIRON FACTOR,2
26696844,2,ENVIRON FACTOR,99
26700561,1,ENVIRON FACTOR,2
26700561,1,DRIVER DISTRACTED BY,4
26700561,2,ENVIRON FACTOR,9
26702755,1,ENVIRON FACTOR,2
26702755,2,ENVIRON FACTOR,2
26703907,1,ENVIRON FACTOR,2
26716585,1,ENVIRON FACTOR,2
26716585,1,ENVIRON FACTOR,97
26716585,2,ENVIRON FACTOR,2
26716585,2,ENVIRON FACTOR,97
26716585,3,ENVIRON FACTOR,2
26716585,3,ENVIRON FACTOR,97
26716585,4,ENVIRON FACTOR,2
26716585,4,ENVIRON FACTOR,97
26716585,5,ENVIRON FACTOR,2
26716585,5,ENVIRON FACTOR,97
26718545,1,ENVIRON FACTOR,2
26718545,1,DRIVER DISTRACTED BY,4
26718784,1,ENVIRON FACTOR,2
26718784,1,ENVIRON FACTOR,13
26718784,2,ENVIRON FACTOR,99
26734867,1,ENVIRON FACTOR,2
26734867,2,ENVIRON FACTOR,2
26736574,1,ENVIRON FACTOR,2
26736574,2,ENVIRON FACTOR,2
26738264,1,ENVIRON FACTOR,2
26738264,2,ENVIRON FACTOR,2
26738264,3,ENVIRON FACTOR,2
26742160,1,ENVIRON FACTOR,2
26742160,2,ENVIRON FACTOR,99
26742160,3,ENVIRON FACTOR,99
26742160,4,ENVIRON FACTOR,99
26745250,1,ENVIRON FACTOR,2
26745250,2,ENVIRON FACTOR,2
26745250,3,ENVIRON FACTOR,2
26757656,1,ENVIRON FACTOR,2
26761289,1,ENVIRON FACTOR,2
26761289,2,ENVIRON FACTOR,2
26761289,3,ENVIRON FACTOR,2
26762009,1,ENVIRON FACTOR,2
26762009,2,ENVIRON FACTOR,2
26762376,1,ENVIRON FACTOR,2
26762376,2,ENVIRON FACTOR,2
26763170,1,ENVIRON FACTOR,2
26763410,1,ENVIRON FACTOR,2
26763410,2,ENVIRON FACTOR,2
26766857,1,ENVIRON FACTOR,2
26766857,2,ENVIRON FACTOR,2
26766964,1,ENVIRON FACTOR,2
26766964,2,ENVIRON FACTOR,99
26774903,1,ENVIRON FACTOR,2
26774903,2,ENVIRON FACTOR,2
26779481,1,ENVIRON FACTOR,2
26779481,2,ENVIRON FACTOR,2
26789160,1,ENVIRON FACTOR,2
26789160,2,ENVIRON FACTOR,2
26789160,3,ENVIRON FACTOR,2
26793130,1,ENVIRON FACTOR,2
26793130,2,ENVIRON FACTOR,2
26800794,1,ENVIRON FACTOR,2
26802020,1,ENVIRON FACTOR,2
26802020,2,ENVIRON FACTOR,2
26806909,1,ENVIRON FACTOR,17
26806909,2,ENVIRON FACTOR,17
26806909,2,ENVIRON FACTOR,2
26806913,1,ENVIRON FACTOR,2
26806913,2,ENVIRON FACTOR,2
26806915,1,ENVIRON FACTOR,2
26806915,2,ENVIRON FACTOR,2
26808439,1,ENVIRON FACTOR,2
26808439,2,ENVIRON FACTOR,16
26809186,1,ENVIRON FACTOR,2
26825719,1,ENVIRON FACTOR,2
26825719,2,ENVIRON FACTOR,97
26828713,1,ENVIRON FACTOR,2
26828713,1,ENVIRON FACTOR,11
26828713,2,ENVIRON FACTOR,2
26828713,2,ENVIRON FACTOR,11
26828787,1,ENVIRON FACTOR,2
26828787,1,ENVIRON FACTOR,4
26833056,1,ENVIRON FACTOR,99
26833056,2,ENVIRON FACTOR,2
26838119,1,ENVIRON FACTOR,2
26838119,2,ENVIRON FACTOR,2
26838615,1,ENVIRON FACTOR,2
26838615,2,ENVIRON FACTOR,17
26838615,2,ENVIRON FACTOR,2
26841388,1,ENVIRON FACTOR,2
26841388,2,ENVIRON FACTOR,2
26850760,1,ENVIRON FACTOR,9
26850760,2,ENVIRON FACTOR,2
26853382,1,ENVIRON FACTOR,2
26853382,2,ENVIRON FACTOR,99
26854716,1,ENVIRON FACTOR,2
26854716,1,ENVIRON FACTOR,9
26854716,2,ENVIRON FACTOR,2
26858305,1,ENVIRON FACTOR,17
26858305,1,ENVIRON FACTOR,2
26858305,2,ENVIRON FACTOR,17
26858305,2,ENVIRON FACTOR,2
26859356,1,ENVIRON FACTOR,2
26859356,2,ENVIRON FACTOR,2
26859360,1,ENVIRON FACTOR,2
26859360,2,ENVIRON FACTOR,2
26859360,3,ENVIRON FACTOR,99
26869709,1,ENVIRON FACTOR,2
26869709,2,ENVIRON FACTOR,2
26871890,1,ENVIRON FACTOR,2
26871890,1,ENVIRON FACTOR,11
26871890,2,ENVIRON FACTOR,2
26874772,1,ENVIRON FACTOR,2
26874772,2,ENVIRON FACTOR,2
26875335,1,ENVIRON FACTOR,2
26875335,2,ENVIRON FACTOR,2
26880660,1,ENVIRON FACTOR,2
26880660,2,ENVIRON FACTOR,2
26886172,1,ENVIRON FACTOR,2
26886172,2,ENVIRON FACTOR,2
26886794,1,ENVIRON FACTOR,2
26886794,2,ENVIRON FACTOR,2
26888987,1,ENVIRON FACTOR,2
26888987,2,ENVIRON FACTOR,2
26902204,1,ENVIRON FACTOR,2
26902204,2,ENVIRON FACTOR,99
26904127,1,ENVIRON FACTOR,2
26904127,2,ENVIRON FACTOR,2
26904236,1,ENVIRON FACTOR,2
26904236,2,ENVIRON FACTOR,99
26909999,1,ENVIRON FACTOR,2
26909999,1,DRIVER DISTRACTED BY,3
26909999,2,ENVIRON FACTOR,2
26910001,1,ENVIRON FACTOR,2
26910001,2,ENVIRON FACTOR,2
26913326,1,ENVIRON FACTOR,2
26913326,2,ENVIRON FACTOR,99
26916224,1,ENVIRON FACTOR,2
26916224,2,ENVIRON FACTOR,99
26916224,3,ENVIRON FACTOR,99
26916820,1,ENVIRON FACTOR,2
26916820,2,ENVIRON FACTOR,2
26918607,1,ENVIRON FACTOR,2
26918607,2,ENVIRON FACTOR,99
26919725,1,ENVIRON FACTOR,2
26919725,1,ENVIRON FACTOR,8
26919725,1,DRIVER DISTRACTED BY,3
26919725,2,ENVIRON FACTOR,99
26921560,1,ENVIRON FACTOR,2
26921560,2,ENVIRON FACTOR,99
26924046,1,ENVIRON FACTOR,2
26924046,1,ENVIRON FACTOR,14
26925132,1,ENVIRON FACTOR,2
26925132,2,ENVIRON FACTOR,2
26925242,1,ENVIRON FACTOR,2
26925242,2,ENVIRON FACTOR,2
26931112,1,ENVIRON FACTOR,17
26931112,1,ENVIRON FACTOR,2
26931112,2,ENVIRON FACTOR,17
26931112,2,ENVIRON FACTOR,2
26931419,1,ENVIRON FACTOR,2
26931419,2,ENVIRON FACTOR,9
26932902,1,ENVIRON FACTOR,2
26932902,2,ENVIRON FACTOR,2
26933778,1,ENVIRON FACTOR,2
26936839,1,ENVIRON FACTOR,2
26936839,1,ENVIRON FACTOR,6
26937595,1,ENVIRON FACTOR,2
26937595,2,ENVIRON FACTOR,2
26937595,3,ENVIRON FACTOR,2
26937597,1,ENVIRON FACTOR,2
26940227,1,ENVIRON FACTOR,2
26940227,2,ENVIRON FACTOR,2
26942131,1,ENVIRON FACTOR,2
26942131,2,ENVIRON FACTOR,2
26942133,1,ENVIRON FACTOR,2
26942133,2,ENVIRON FACTOR,99
26942139,1,ENVIRON FACTOR,2
26942139,1,DRIVER DISTRACTED BY,1
26942139,2,ENVIRON FACTOR,2
26942144,1,ENVIRON FACTOR,2
26942144,2,ENVIRON FACTOR,99
26942144,3,ENVIRON FACTOR,99
26946804,1,ENVIRON FACTOR,2
26946804,2,ENVIRON FACTOR,2
26950934,1,ENVIRON FACTOR,2
26950934,2,ENVIRON FACTOR,2
26954856,1,ENVIRON FACTOR,2
26954856,2,ENVIRON FACTOR,2
26956469,1,ENVIRON FACTOR,2
26958959,1,ENVIRON FACTOR,2
26958959,2,ENVIRON FACTOR,2
26959753,1,ENVIRON FACTOR,2
26965683,1,ENVIRON FACTOR,2
26965683,2,ENVIRON FACTOR,99
26968391,1,ENVIRON FACTOR,2
26968391,2,ENVIRON FACTOR,2
26984710,1,ENVIRON FACTOR,2
26984710,2,ENVIRON FACTOR,99
26989042,1,ENVIRON FACTOR,2
26989042,2,ENVIRON FACTOR,2
26989167,1,ENVIRON FACTOR,2
26989167,1,ENVIRON FACTOR,16
26990114,1,ENVIRON FACTOR,17
26990114,1,ENVIRON FACTOR,2
26990114,2,ENVIRON FACTOR,17
26990114,2,ENVIRON FACTOR,2
26994214,1,ENVIRON FACTOR,2
26994214,2,ENVIRON FACTOR,2
26994214,3,ENVIRON FACTOR,2
26994214,4,ENVIRON FACTOR,2
26995226,1,ENVIRON FACTOR,2
26995226,2,ENVIRON FACTOR,99
27008443,1,ENVIRON FACTOR,2
27008443,1,ENVIRON FACTOR,12
27008629,1,ENVIRON FACTOR,2
27008629,1,ENVIRON FACTOR,11
27008629,2,ENVIRON FACTOR,2
27008631,1,ENVIRON FACTOR,2
27008631,1,DRIVER DISTRACTED BY,1
27008631,2,ENVIRON FACTOR,2
27008634,1,ENVIRON FACTOR,17
27008634,1,ENVIRON FACTOR,2
27008634,2,ENVIRON FACTOR,17
27008634,2,ENVIRON FACTOR,2
27009091,1,ENVIRON FACTOR,2
27009091,1,ENVIRON FACTOR,16
27009091,2,ENVIRON FACTOR,2
27013002,1,ENVIRON FACTOR,2
27013002,2,ENVIRON FACTOR,2
27015076,1,ENVIRON FACTOR,2
27019491,1,ENVIRON FACTOR,2
27019491,1,ENVIRON FACTOR,3
27023220,1,ENVIRON FACTOR,2
27023220,2,ENVIRON FACTOR,2
27023220,2,ENVIRON FACTOR,9
27023220,3,ENVIRON FACTOR,2
27027044,1,ENVIRON FACTOR,2
27027044,2,ENVIRON FACTOR,2
27032838,1,ENVIRON FACTOR,2
27032838,2,ENVIRON FACTOR,2
27032838,3,ENVIRON FACTOR,2
27032838,4,ENVIRON FACTOR,2
27037021,1,ENVIRON FACTOR,2
27037021,2,ENVIRON FACTOR,2
27037022,1,ENVIRON FACTOR,17
27037022,1,ENVIRON FACTOR,2
27037022,2,ENVIRON FACTOR,17
27039893,1,ENVIRON FACTOR,2
27039893,2,ENVIRON FACTOR,2
27042816,1,ENVIRON FACTOR,17
27042816,1,ENVIRON FACTOR,2
27042816,2,ENVIRON FACTOR,17
27042816,2,ENVIRON FACTOR,2
27045056,1,ENVIRON FACTOR,2
27045056,2,ENVIRON FACTOR,2
27048598,1,ENVIRON FACTOR,2
27048598,2,ENVIRON FACTOR,2
27048598,3,ENVIRON FACTOR,2
27051153,1,ENVIRON FACTOR,2
27051153,2,ENVIRON FACTOR,9
27054376,1,ENVIRON FACTOR,2
27054376,2,ENVIRON FACTOR,2
27055682,1,ENVIRON FACTOR,2
27055682,2,ENVIRON FACTOR,99
27056969,1,ENVIRON FACTOR,2
27056969,1,ENVIRON FACTOR,8
27056969,2,ENVIRON FACTOR,2
27056969,2,ENVIRON FACTOR,8
27056969,3,ENVIRON FACTOR,2
27056969,3,ENVIRON FACTOR,8
27056969,4,ENVIRON FACTOR,2
27056969,4,ENVIRON FACTOR,8
27057575,1,ENVIRON FACTOR,2
27057575,2,ENVIRON FACTOR,2
27060127,1,ENVIRON FACTOR,2
27060127,2,ENVIRON FACTOR,2
27060127,3,ENVIRON FACTOR,2
27060190,1,ENVIRON FACTOR,2
27060190,2,ENVIRON FACTOR,2
27062140,1,ENVIRON FACTOR,2
27062140,1,ENVIRON FACTOR,11
27062140,2,ENVIRON FACTOR,99
27063977,1,ENVIRON FACTOR,2
27063977,2,ENVIRON FACTOR,99
27064606,1,ENVIRON FACTOR,2
27064606,2,ENVIRON FACTOR,2
27064609,1,ENVIRON FACTOR,2
27064609,1,ENVIRON FACTOR,13
27064609,2,ENVIRON FACTOR,2
27064609,2,ENVIRON FACTOR,13
27065382,1,ENVIRON FACTOR,2
27065844,1,ENVIRON FACTOR,2
27065844,2,ENVIRON FACTOR,99
27067209,1,ENVIRON FACTOR,17
27067209,1,ENVIRON FACTOR,2
27067209,2,ENVIRON FACTOR,17
27067209,2,ENVIRON FACTOR,2
27067344,1,ENVIRON FACTOR,2
27067344,1,DRIVER DISTRACTED BY,4
27067344,2,ENVIRON FACTOR,2
27069497,1,ENVIRON FACTOR,2
27069497,2,ENVIRON FACTOR,99
27069701,1,ENVIRON FACTOR,2
27069701,2,ENVIRON FACTOR,2
27072704,1,ENVIRON FACTOR,2
27072704,2,ENVIRON FACTOR,2
27072704,3,ENVIRON FACTOR,2
27074427,1,ENVIRON FACTOR,2
27074427,1,ENVIRON FACTOR,9
27074427,2,ENVIRON FACTOR,99
27074429,1,ENVIRON FACTOR,2
27074429,1,ENVIRON FACTOR,11
27075444,1,ENVIRON FACTOR,2
27075444,2,ENVIRON FACTOR,2
27078103,1,ENVIRON FACTOR,2
27078103,2,ENVIRON FACTOR,99
27081145,1,ENVIRON FACTOR,2
27081145,2,ENVIRON FACTOR,99
27083556,1,ENVIRON FACTOR,2
27083556,2,ENVIRON FACTOR,99
27085661,1,ENVIRON FACTOR,2
27085661,1,ENVIRON FACTOR,8
27085661,2,ENVIRON FACTOR,2
27085661,2,ENVIRON FACTOR,8
27086208,1,ENVIRON FACTOR,2
27086208,2,ENVIRON FACTOR,2
27086210,1,ENVIRON FACTOR,2
27086210,2,ENVIRON FACTOR,2
27091461,1,ENVIRON FACTOR,2
27091461,2,ENVIRON FACTOR,99
26888987,2,HUMAN FACTOR,99
26888987,2,VEHICULAR FACTOR,99
26902204,1,HUMAN FACTOR,14
26902204,1,VEHICULAR FACTOR,99
26902204,2,HUMAN FACTOR,99
26902204,2,VEHICULAR FACTOR,99
26904127,1,HUMAN FACTOR,8
26904127,1,HUMAN FACTOR,17
26904127,1,VEHICULAR FACTOR,99
26904127,2,HUMAN FACTOR,99
26904127,2,VEHICULAR FACTOR,99
26904236,1,HUMAN FACTOR,11
26904236,1,VEHICULAR FACTOR,99
26904236,2,HUMAN FACTOR,11
26904236,2,VEHICULAR FACTOR,99
26909999,1,HUMAN FACTOR,4
26909999,1,HUMAN FACTOR,14
26909999,1,VEHICULAR FACTOR,99
26909999,2,HUMAN FACTOR,99
26909999,2,VEHICULAR FACTOR,99
26910001,1,HUMAN FACTOR,14
26910001,1,HUMAN FACTOR,18
26910001,1,VEHICULAR FACTOR,99
26910001,2,HUMAN FACTOR,99
26910001,2,VEHICULAR FACTOR,99
26913326,1,HUMAN FACTOR,3
26913326,1,HUMAN FACTOR,14
26913326,1,VEHICULAR FACTOR,99
26913326,2,HUMAN FACTOR,99
26913326,2,VEHICULAR FACTOR,99
26916224,1,HUMAN FACTOR,11
26916224,1,HUMAN FACTOR,14
26916224,1,VEHICULAR FACTOR,99
26916224,2,HUMAN FACTOR,99
26916224,2,VEHICULAR FACTOR,99
26916224,3,HUMAN FACTOR,99
26916224,3,VEHICULAR FACTOR,99
26916820,1,HUMAN FACTOR,14
26916820,1,VEHICULAR FACTOR,99
26916820,2,HUMAN FACTOR,99
26916820,2,VEHICULAR FACTOR,99
26918607,1,HUMAN FACTOR,7
26918607,1,HUMAN FACTOR,26
26918607,1,HUMAN FACTOR,18
26918607,1,VEHICULAR FACTOR,99
26918607,2,HUMAN FACTOR,99
26918607,2,VEHICULAR FACTOR,99
26919725,1,HUMAN FACTOR,4
26919725,1,VEHICULAR FACTOR,99
26919725,2,HUMAN FACTOR,99
26919725,2,VEHICULAR FACTOR,99
26921560,2,HUMAN FACTOR,99
26921560,2,VEHICULAR FACTOR,99
26924046,1,HUMAN FACTOR,14
26924046,1,VEHICULAR FACTOR,99
26925132,1,HUMAN FACTOR,8
26925132,1,HUMAN FACTOR,23
26925132,1,VEHICULAR FACTOR,99
26925132,2,HUMAN FACTOR,99
26925132,2,VEHICULAR FACTOR,99
26925242,1,HUMAN FACTOR,8
26925242,1,HUMAN FACTOR,23
26925242,1,VEHICULAR FACTOR,99
26925242,2,HUMAN FACTOR,99
26925242,2,VEHICULAR FACTOR,99
26931112,1,HUMAN FACTOR,99
26931112,1,VEHICULAR FACTOR,97
26931112,2,HUMAN FACTOR,99
26931112,2,VEHICULAR FACTOR,99
26931419,1,HUMAN FACTOR,97
26931419,1,VEHICULAR FACTOR,99
26931419,2,HUMAN FACTOR,99
26931419,2,VEHICULAR FACTOR,99
26932902,1,HUMAN FACTOR,17
26932902,1,VEHICULAR FACTOR,99
26932902,2,HUMAN FACTOR,99
26932902,2,VEHICULAR FACTOR,99
26933778,1,HUMAN FACTOR,14
26933778,1,HUMAN FACTOR,17
26933778,1,HUMAN FACTOR,97
26933778,1,VEHICULAR FACTOR,99
26936839,1,HUMAN FACTOR,99
26936839,1,VEHICULAR FACTOR,99
26937595,1,HUMAN FACTOR,18
26937595,1,VEHICULAR FACTOR,99
26937595,2,HUMAN FACTOR,99
26937595,2,VEHICULAR FACTOR,99
26937595,3,HUMAN FACTOR,99
26937595,3,VEHICULAR FACTOR,99
26937597,1,HUMAN FACTOR,17
26937597,1,VEHICULAR FACTOR,99
26940227,1,HUMAN FACTOR,17
26940227,1,VEHICULAR FACTOR,99
26940227,2,HUMAN FACTOR,99
26940227,2,VEHICULAR FACTOR,99
26942131,1,HUMAN FACTOR,8
26942131,1,VEHICULAR FACTOR,99
26942131,2,HUMAN FACTOR,97
26942131,2,VEHICULAR FACTOR,99
26942133,1,HUMAN FACTOR,14
26942133,1,VEHICULAR FACTOR,99
26942133,2,HUMAN FACTOR,99
26942133,2,VEHICULAR FACTOR,99
26942139,1,HUMAN FACTOR,4
26942139,1,HUMAN FACTOR,14
26942139,1,VEHICULAR FACTOR,99
26942139,2,HUMAN FACTOR,99
26942139,2,VEHICULAR FACTOR,99
26942144,1,HUMAN FACTOR,14
26942144,1,HUMAN FACTOR,22
26942144,1,VEHICULAR FACTOR,99
26942144,2,HUMAN FACTOR,99
26942144,2,VEHICULAR FACTOR,99
26942144,3,HUMAN FACTOR,99
26942144,3,VEHICULAR FACTOR,99
26946804,1,HUMAN FACTOR,17
26946804,1,VEHICULAR FACTOR,99
26946804,2,HUMAN FACTOR,99
26946804,2,VEHICULAR FACTOR,99
26950934,1,HUMAN FACTOR,18
26950934,1,VEHICULAR FACTOR,99
26950934,2,HUMAN FACTOR,99
26950934,2,VEHICULAR FACTOR,99
26954856,1,HUMAN FACTOR,14
26954856,1,VEHICULAR FACTOR,99
26954856,2,HUMAN FACTOR,99
26954856,2,VEHICULAR FACTOR,99
26956469,1,HUMAN FACTOR,14
26956469,1,HUMAN FACTOR,17
26956469,1,VEHICULAR FACTOR,99
26958959,1,HUMAN FACTOR,3
26958959,1,HUMAN FACTOR,8
26958959,1,HUMAN FACTOR,14
26958959,1,VEHICULAR FACTOR,99
26958959,2,HUMAN FACTOR,99
26958959,2,VEHICULAR FACTOR,99
26959753,1,HUMAN FACTOR,99
26959753,1,VEHICULAR FACTOR,7
26965683,1,HUMAN FACTOR,3
26965683,1,HUMAN FACTOR,14
26965683,1,VEHICULAR FACTOR,99
26965683,2,HUMAN FACTOR,99
26965683,2,VEHICULAR FACTOR,99
26968391,1,HUMAN FACTOR,17
26968391,1,VEHICULAR FACTOR,99
26968391,2,HUMAN FACTOR,99
26968391,2,VEHICULAR FACTOR,99
26984710,1,HUMAN FACTOR,14
26984710,1,VEHICULAR FACTOR,99
26984710,2,HUMAN FACTOR,99
26984710,2,VEHICULAR FACTOR,99
26989042,1,HUMAN FACTOR,99
26989042,1,VEHICULAR FACTOR,99
26989042,2,HUMAN FACTOR,99
26989042,2,VEHICULAR FACTOR,99
26989167,1,HUMAN FACTOR,18
26989167,1,VEHICULAR FACTOR,1
26990114,1,HUMAN FACTOR,7
26990114,1,HUMAN FACTOR,14
26990114,1,VEHICULAR FACTOR,99
26990114,2,HUMAN FACTOR,99
26990114,2,VEHICULAR FACTOR,99
26994214,1,HUMAN FACTOR,14
26994214,1,HUMAN FACTOR,18
26994214,1,VEHICULAR FACTOR,99
26994214,2,HUMAN FACTOR,99
26994214,2,VEHICULAR FACTOR,99
26994214,3,HUMAN FACTOR,99
26994214,3,VEHICULAR FACTOR,99
26994214,4,HUMAN FACTOR,99
26994214,4,VEHICULAR FACTOR,99
26995226,1,HUMAN FACTOR,14
26995226,1,VEHICULAR FACTOR,99
26995226,2,HUMAN FACTOR,99
26995226,2,VEHICULAR FACTOR,99
27008443,1,HUMAN FACTOR,99
27008443,1,VEHICULAR FACTOR,99
27008629,1,HUMAN FACTOR,11
27008629,1,VEHICULAR FACTOR,99
27008629,2,HUMAN FACTOR,99
27008629,2,VEHICULAR FACTOR,99
27008631,1,HUMAN FACTOR,4
27008631,1,HUMAN FACTOR,14
27008631,1,VEHICULAR FACTOR,99
27008631,2,HUMAN FACTOR,99
27008631,2,VEHICULAR FACTOR,99
27008634,1,HUMAN FACTOR,99
27008634,1,VEHICULAR FACTOR,99
27008634,2,HUMAN FACTOR,99
27008634,2,VEHICULAR FACTOR,99
