IncidentId,UnitNumber,PersonNo,AirBagNo,AirBag,
31126327,2,19,1,INSTALLED/NOT DEPLOYED,
31126327,2,20,1,INSTALLED/NOT DEPLOYED,
31126327,2,21,1,INSTALLED/NOT DEPLOYED,
31126327,2,22,1,INSTALLED/NOT DEPLOYED,
31126327,2,23,1,INSTALLED/NOT DEPLOYED,
31126327,2,24,1,INSTALLED/NOT DEPLOYED,
31126327,2,25,1,INSTALLED/NOT DEPLOYED,
31126327,2,26,1,INSTALLED/NOT DEPLOYED,
31141490,1,1,1,INSTALLED/NOT DEPLOYED,
31141490,1,2,1,INSTALLED/NOT DEPLOYED,
31143988,1,1,1,INSTALLED/NOT DEPLOYED,
31143988,2,3,1,INSTALLED/NOT DEPLOYED,
31150112,1,1,1,INSTALLED/NOT DEPLOYED,
31150112,1,2,1,INSTALLED/NOT DEPLOYED,
31152468,2,3,1,INSTALLED/NOT DEPLOYED,
31175671,1,1,1,INSTALLED/NOT DEPLOYED,
31175671,2,2,1,INSTALLED/NOT DEPLOYED,
31177564,1,1,1,INSTALLED/NOT DEPLOYED,
31183207,1,1,1,DEPLOYED-COMBINATION,
31193600,1,1,1,INSTALLED/NOT DEPLOYED,
31193600,2,3,1,INSTALLED/NOT DEPLOYED,
31193600,3,5,1,DEPLOYED-FRONT,
31193600,4,6,1,INSTALLED/NOT DEPLOYED,
31193600,5,7,1,DEPLOYED-FRONT,
31193600,6,8,1,INSTALLED/NOT DEPLOYED,
31193600,7,10,1,INSTALLED/NOT DEPLOYED,
31204849,1,1,1,DEPLOYED-CURTAIN,
31204849,1,1,2,DEPLOYED-SIDE,
31204849,2,2,1,INSTALLED/NOT DEPLOYED,
31204858,2,1,1,INSTALLED/NOT DEPLOYED,
31204862,1,1,1,DEPLOYED-FRONT,
31204862,2,2,1,DEPLOYED-CURTAIN,
31204939,2,1,1,INSTALLED/NOT DEPLOYED,
31204998,2,1,1,DEPLOYED-FRONT,
31215638,1,1,1,INSTALLED/NOT DEPLOYED,
31215638,2,2,1,INSTALLED/NOT DEPLOYED,
31215638,3,3,1,INSTALLED/NOT DEPLOYED,
31217420,1,1,1,INSTALLED/NOT DEPLOYED,
31217420,1,2,1,INSTALLED/NOT DEPLOYED,
31217420,2,3,1,INSTALLED/NOT DEPLOYED,
31228912,1,1,1,INSTALLED/NOT DEPLOYED,
31228912,1,2,1,INSTALLED/NOT DEPLOYED,
31228912,2,3,1,INSTALLED/NOT DEPLOYED,
31233366,1,1,1,INSTALLED/NOT DEPLOYED,
31233366,1,2,1,NOT INSTALLED,
31233366,2,3,1,INSTALLED/NOT DEPLOYED,
31233368,1,1,1,INSTALLED/NOT DEPLOYED,
31233368,2,2,1,INSTALLED/NOT DEPLOYED,
31233368,2,3,1,INSTALLED/NOT DEPLOYED,
31233370,1,1,1,INSTALLED/NOT DEPLOYED,
31233370,2,2,1,INSTALLED/NOT DEPLOYED,
31233370,3,4,1,INSTALLED/NOT DEPLOYED,
31234916,1,1,1,INSTALLED/NOT DEPLOYED,
31234916,2,3,1,INSTALLED/NOT DEPLOYED,
31242750,2,2,1,INSTALLED/NOT DEPLOYED,
31242769,1,1,1,INSTALLED/NOT DEPLOYED,
31242769,2,3,1,INSTALLED/NOT DEPLOYED,
31242895,1,1,1,INSTALLED/NOT DEPLOYED,
31242895,1,2,1,INSTALLED/NOT DEPLOYED,
31242895,2,3,1,INSTALLED/NOT DEPLOYED,
31248147,1,1,1,INSTALLED/NOT DEPLOYED,
31248147,2,3,1,INSTALLED/NOT DEPLOYED,
31258296,1,1,1,INSTALLED/NOT DEPLOYED,
31258296,2,2,1,INSTALLED/NOT DEPLOYED,
31258296,2,3,1,INSTALLED/NOT DEPLOYED,
31258840,1,1,1,INSTALLED/NOT DEPLOYED,
31258840,2,3,1,INSTALLED/NOT DEPLOYED,
31261945,1,1,1,INSTALLED/NOT DEPLOYED,
31261945,2,2,1,INSTALLED/NOT DEPLOYED,
31262213,2,1,1,INSTALLED/NOT DEPLOYED,
31265874,2,2,1,INSTALLED/NOT DEPLOYED,
31268789,1,1,1,INSTALLED/NOT DEPLOYED,
31268789,2,2,1,INSTALLED/NOT DEPLOYED,
31268789,2,3,1,INSTALLED/NOT DEPLOYED,
31268947,1,1,1,INSTALLED/NOT DEPLOYED,
31268947,2,3,1,INSTALLED/NOT DEPLOYED,
31269994,1,1,1,INSTALLED/NOT DEPLOYED,
31269994,1,2,1,INSTALLED/NOT DEPLOYED,
31269994,1,3,1,INSTALLED/NOT DEPLOYED,
31270884,1,1,1,INSTALLED/NOT DEPLOYED,
31270884,2,3,1,INSTALLED/NOT DEPLOYED,
31270884,2,4,1,INSTALLED/NOT DEPLOYED,
31274024,1,1,1,INSTALLED/NOT DEPLOYED,
31276875,1,1,1,DEPLOYED-COMBINATION,
31277256,1,1,1,DEPLOYED-FRONT,
31281143,1,1,1,INSTALLED/NOT DEPLOYED,
31281143,2,2,1,INSTALLED/NOT DEPLOYED,
31283833,1,1,1,INSTALLED/NOT DEPLOYED,
31283833,2,3,1,INSTALLED/NOT DEPLOYED,
31287459,2,1,1,INSTALLED/NOT DEPLOYED,
31287459,1,2,1,INSTALLED/NOT DEPLOYED,
31289142,1,2,1,INSTALLED/NOT DEPLOYED,
31290950,1,2,1,INSTALLED/NOT DEPLOYED,
31290950,1,3,1,INSTALLED/NOT DEPLOYED,
31294892,1,1,1,DEPLOYED-FRONT,
31294892,2,2,1,INSTALLED/NOT DEPLOYED,
31294892,3,3,1,INSTALLED/NOT DEPLOYED,
31294892,3,4,1,INSTALLED/NOT DEPLOYED,
31303319,1,1,1,DEPLOYED-CURTAIN,
31303319,1,1,2,DEPLOYED-FRONT,
31303319,2,2,1,INSTALLED/NOT DEPLOYED,
31306014,1,1,1,INSTALLED/NOT DEPLOYED,
31306014,2,3,1,INSTALLED/NOT DEPLOYED,
31310556,1,1,1,INSTALLED/NOT DEPLOYED,
31310556,2,2,1,INSTALLED/NOT DEPLOYED,
31314237,1,1,1,INSTALLED/NOT DEPLOYED,
31315270,1,4,1,DEPLOYED-FRONT,
31315270,1,4,2,DEPLOYED-SIDE,
31315270,1,5,1,DEPLOYED-FRONT,
31315270,1,5,2,DEPLOYED-SIDE,
31320478,1,1,1,INSTALLED/NOT DEPLOYED,
31320478,2,3,1,INSTALLED/NOT DEPLOYED,
31322914,1,1,1,INSTALLED/NOT DEPLOYED,
31322914,2,2,1,INSTALLED/NOT DEPLOYED,
31327211,1,1,1,INSTALLED/NOT DEPLOYED,
31327211,2,2,1,INSTALLED/NOT DEPLOYED,
31327211,2,3,1,INSTALLED/NOT DEPLOYED,
31328001,1,1,1,INSTALLED/NOT DEPLOYED,
31328001,1,2,1,INSTALLED/NOT DEPLOYED,
31328001,1,3,1,INSTALLED/NOT DEPLOYED,
31328001,1,4,1,INSTALLED/NOT DEPLOYED,
31328001,1,5,1,INSTALLED/NOT DEPLOYED,
31331077,1,1,1,INSTALLED/NOT DEPLOYED,
31336158,1,1,1,INSTALLED/NOT DEPLOYED,
31336158,2,3,1,INSTALLED/NOT DEPLOYED,
31338582,1,1,1,INSTALLED/NOT DEPLOYED,
31338582,2,3,1,INSTALLED/NOT DEPLOYED,
31351170,1,1,1,INSTALLED/NOT DEPLOYED,
31351170,1,2,1,INSTALLED/NOT DEPLOYED,
31351170,1,3,1,INSTALLED/NOT DEPLOYED,
31351170,1,4,1,INSTALLED/NOT DEPLOYED,
31351170,2,6,1,INSTALLED/NOT DEPLOYED,
31351170,3,7,1,INSTALLED/NOT DEPLOYED,
31351170,4,8,1,INSTALLED/NOT DEPLOYED,
31351170,4,9,1,INSTALLED/NOT DEPLOYED,
31351170,4,10,1,NOT INSTALLED,
31352117,1,1,1,INSTALLED/NOT DEPLOYED,
31352117,1,2,1,INSTALLED/NOT DEPLOYED,
31352117,1,3,1,INSTALLED/NOT DEPLOYED,
31352117,2,5,1,INSTALLED/NOT DEPLOYED,
31352117,2,6,1,INSTALLED/NOT DEPLOYED,
31352117,2,7,1,INSTALLED/NOT DEPLOYED,
31352117,2,8,1,INSTALLED/NOT DEPLOYED,
31352946,1,1,1,INSTALLED/NOT DEPLOYED,
31352946,2,3,1,INSTALLED/NOT DEPLOYED,
31357011,1,1,1,NOT INSTALLED,
31357011,2,3,1,INSTALLED/NOT DEPLOYED,
31357493,1,1,1,DEPLOYED-FRONT,
31357493,1,2,1,DEPLOYED-FRONT,
31357493,1,3,1,DEPLOYED-FRONT,
31357493,1,4,1,INSTALLED/NOT DEPLOYED,
31357493,2,6,1,INSTALLED/NOT DEPLOYED,
31358449,1,2,1,INSTALLED/NOT DEPLOYED,
31358449,1,3,1,INSTALLED/NOT DEPLOYED,
31358449,2,5,1,INSTALLED/NOT DEPLOYED,
31369590,1,1,1,DEPLOYED-FRONT,
31369590,2,2,1,INSTALLED/NOT DEPLOYED,
31371172,1,1,1,DEPLOYED-COMBINATION,
31373017,1,1,1,INSTALLED/NOT DEPLOYED,
31373017,2,3,1,INSTALLED/NOT DEPLOYED,
31373871,1,1,1,INSTALLED/NOT DEPLOYED,
31373871,2,3,1,INSTALLED/NOT DEPLOYED,
31374624,1,1,1,INSTALLED/NOT DEPLOYED,
31374624,2,2,1,INSTALLED/NOT DEPLOYED,
31374624,3,3,1,INSTALLED/NOT DEPLOYED,
31374624,3,4,1,INSTALLED/NOT DEPLOYED,
31380114,1,1,1,INSTALLED/NOT DEPLOYED,
31380114,1,2,1,INSTALLED/NOT DEPLOYED,
31380114,1,3,1,INSTALLED/NOT DEPLOYED,
31380114,1,4,1,INSTALLED/NOT DEPLOYED,
31380114,1,5,1,INSTALLED/NOT DEPLOYED,
31380114,2,6,1,INSTALLED/NOT DEPLOYED,
31383296,1,1,1,INSTALLED/NOT DEPLOYED,
31383296,2,2,1,INSTALLED/NOT DEPLOYED,
31385162,1,1,1,INSTALLED/NOT DEPLOYED,
31385162,2,4,1,INSTALLED/NOT DEPLOYED,
31388548,1,1,1,INSTALLED/NOT DEPLOYED,
31388548,2,2,1,INSTALLED/NOT DEPLOYED,
31388548,3,3,1,INSTALLED/NOT DEPLOYED,
31388637,2,1,1,INSTALLED/NOT DEPLOYED,
31388814,2,1,1,INSTALLED/NOT DEPLOYED,
31388814,1,2,1,INSTALLED/NOT DEPLOYED,
31392461,1,1,1,INSTALLED/NOT DEPLOYED,
31392461,1,2,1,INSTALLED/NOT DEPLOYED,
31393251,1,1,1,INSTALLED/NOT DEPLOYED,
31393251,2,2,1,INSTALLED/NOT DEPLOYED,
31393251,2,3,1,INSTALLED/NOT DEPLOYED,
31393251,3,4,1,INSTALLED/NOT DEPLOYED,
31393848,1,1,1,INSTALLED/NOT DEPLOYED,
31393848,2,3,1,INSTALLED/NOT DEPLOYED,
31393848,3,4,1,INSTALLED/NOT DEPLOYED,
31394631,1,1,1,INSTALLED/NOT DEPLOYED,
31394631,2,2,1,INSTALLED/NOT DEPLOYED,
31394631,2,3,1,INSTALLED/NOT DEPLOYED,
31399418,1,1,1,INSTALLED/NOT DEPLOYED,
31400477,1,1,1,INSTALLED/NOT DEPLOYED,
31400477,2,3,1,INSTALLED/NOT DEPLOYED,
31400906,1,1,1,INSTALLED/NOT DEPLOYED,
31402676,2,2,1,NOT INSTALLED,
31403467,1,1,1,INSTALLED/NOT DEPLOYED,
31403467,2,3,1,INSTALLED/NOT DEPLOYED,
31411884,1,1,1,INSTALLED/NOT DEPLOYED,
31411884,1,2,1,INSTALLED/NOT DEPLOYED,
31417092,1,1,1,INSTALLED/NOT DEPLOYED,
31418555,1,1,1,INSTALLED/NOT DEPLOYED,
31423602,1,1,1,INSTALLED/NOT DEPLOYED,
31423602,2,2,1,INSTALLED/NOT DEPLOYED,
31426467,1,1,1,INSTALLED/NOT DEPLOYED,
31426467,2,2,1,INSTALLED/NOT DEPLOYED,
31429937,1,1,1,INSTALLED/NOT DEPLOYED,
31429937,2,2,1,INSTALLED/NOT DEPLOYED,
31437911,1,1,1,INSTALLED/NOT DEPLOYED,
31437911,1,2,1,INSTALLED/NOT DEPLOYED,
31437911,1,3,1,INSTALLED/NOT DEPLOYED,
31437911,2,4,1,INSTALLED/NOT DEPLOYED,
31437911,2,5,1,INSTALLED/NOT DEPLOYED,
31441959,1,1,1,INSTALLED/NOT DEPLOYED,
31441959,2,2,1,INSTALLED/NOT DEPLOYED,
31442377,2,2,1,INSTALLED/NOT DEPLOYED,
31450618,1,1,1,INSTALLED/NOT DEPLOYED,
31450618,2,2,1,INSTALLED/NOT DEPLOYED,
31450618,2,3,1,NOT INSTALLED,
31453898,1,2,1,INSTALLED/NOT DEPLOYED,
31460521,1,1,1,NOT INSTALLED,
31460521,2,3,1,INSTALLED/NOT DEPLOYED,
31462582,1,1,1,INSTALLED/NOT DEPLOYED,
31469503,1,1,1,INSTALLED/NOT DEPLOYED,
31469503,2,2,1,INSTALLED/NOT DEPLOYED,
31469581,1,1,1,INSTALLED/NOT DEPLOYED,
31469581,2,2,1,INSTALLED/NOT DEPLOYED,
31469581,2,3,1,INSTALLED/NOT DEPLOYED,
31469581,2,4,1,INSTALLED/NOT DEPLOYED,
31470541,1,1,1,INSTALLED/NOT DEPLOYED,
31470541,1,2,1,INSTALLED/NOT DEPLOYED,
31470541,1,3,1,INSTALLED/NOT DEPLOYED,
31470541,2,5,1,INSTALLED/NOT DEPLOYED,
31473988,1,1,1,INSTALLED/NOT DEPLOYED,
31473988,1,2,1,INSTALLED/NOT DEPLOYED,
31473988,1,3,1,INSTALLED/NOT DEPLOYED,
31473988,1,4,1,INSTALLED/NOT DEPLOYED,
31473988,1,5,1,INSTALLED/NOT DEPLOYED,
31474285,1,1,1,INSTALLED/NOT DEPLOYED,
31474285,2,2,1,INSTALLED/NOT DEPLOYED,
31474327,1,2,1,INSTALLED/NOT DEPLOYED,
31474327,2,3,1,INSTALLED/NOT DEPLOYED,
31474327,3,4,1,INSTALLED/NOT DEPLOYED,
31474327,3,5,1,INSTALLED/NOT DEPLOYED,
31474327,3,6,1,INSTALLED/NOT DEPLOYED,
31474334,2,1,1,INSTALLED/NOT DEPLOYED,
31474946,1,1,1,INSTALLED/NOT DEPLOYED,
31479041,1,1,1,INSTALLED/NOT DEPLOYED,
31479041,1,2,1,INSTALLED/NOT DEPLOYED,
31479041,1,3,1,INSTALLED/NOT DEPLOYED,
31479041,1,4,1,INSTALLED/NOT DEPLOYED,
31479041,2,5,1,INSTALLED/NOT DEPLOYED,
31479041,2,6,1,INSTALLED/NOT DEPLOYED,
31480085,1,1,1,INSTALLED/NOT DEPLOYED,
31480085,1,2,1,INSTALLED/NOT DEPLOYED,
31480085,2,4,1,INSTALLED/NOT DEPLOYED,
31480136,2,2,1,INSTALLED/NOT DEPLOYED,
31482132,1,1,1,INSTALLED/NOT DEPLOYED,
31482132,2,2,1,INSTALLED/NOT DEPLOYED,
31482132,2,3,1,INSTALLED/NOT DEPLOYED,
31482132,2,4,1,INSTALLED/NOT DEPLOYED,
31482132,2,5,1,INSTALLED/NOT DEPLOYED,
31482132,2,6,1,INSTALLED/NOT DEPLOYED,
31482135,1,1,1,INSTALLED/NOT DEPLOYED,
31482135,2,2,1,INSTALLED/NOT DEPLOYED,
31482621,1,1,1,INSTALLED/NOT DEPLOYED,
31482621,2,3,1,INSTALLED/NOT DEPLOYED,
31487265,1,1,1,INSTALLED/NOT DEPLOYED,
31487265,2,2,1,INSTALLED/NOT DEPLOYED,
31487265,3,4,1,INSTALLED/NOT DEPLOYED,
31487834,1,1,1,DEPLOYED-FRONT,
31487834,2,3,1,INSTALLED/NOT DEPLOYED,
31490063,1,1,1,INSTALLED/NOT DEPLOYED,
31490063,2,3,1,INSTALLED/NOT DEPLOYED,
31490576,1,1,1,INSTALLED/NOT DEPLOYED,
31490576,2,2,1,INSTALLED/NOT DEPLOYED,
31490824,1,1,1,INSTALLED/NOT DEPLOYED,
31490824,3,3,1,INSTALLED/NOT DEPLOYED,
31493145,1,2,1,NOT INSTALLED,
31493838,1,1,1,INSTALLED/NOT DEPLOYED,
31493838,2,3,1,INSTALLED/NOT DEPLOYED,
31498443,1,2,1,INSTALLED/NOT DEPLOYED,
31498443,2,3,1,INSTALLED/NOT DEPLOYED,
31499641,2,1,1,INSTALLED/NOT DEPLOYED,
31505280,1,1,1,INSTALLED/NOT DEPLOYED,
31505280,2,2,1,NOT INSTALLED,
31505454,1,1,1,INSTALLED/NOT DEPLOYED,
31505454,2,2,1,INSTALLED/NOT DEPLOYED,
31510470,1,1,1,INSTALLED/NOT DEPLOYED,
31510470,1,2,1,INSTALLED/NOT DEPLOYED,
31510470,1,3,1,INSTALLED/NOT DEPLOYED,
31510470,2,4,1,INSTALLED/NOT DEPLOYED,
31510470,2,5,1,INSTALLED/NOT DEPLOYED,
31510470,2,6,1,INSTALLED/NOT DEPLOYED,
31511974,1,1,1,INSTALLED/NOT DEPLOYED,
31511974,1,2,1,INSTALLED/NOT DEPLOYED,
31511974,2,4,1,INSTALLED/NOT DEPLOYED,
31511974,2,5,1,INSTALLED/NOT DEPLOYED,
31513360,1,1,1,INSTALLED/NOT DEPLOYED,
31513360,2,3,1,INSTALLED/NOT DEPLOYED,
31515691,1,1,1,INSTALLED/NOT DEPLOYED,
31519311,4,1,1,INSTALLED/NOT DEPLOYED,
31519311,1,2,1,INSTALLED/NOT DEPLOYED,
31519311,2,3,1,INSTALLED/NOT DEPLOYED,
31519311,3,4,1,INSTALLED/NOT DEPLOYED,
31521476,1,1,1,DEPLOYED-FRONT,
31521476,2,2,1,DEPLOYED-FRONT,
31521476,2,3,1,DEPLOYED-FRONT,
31521476,3,4,1,INSTALLED/NOT DEPLOYED,
31521476,3,5,1,INSTALLED/NOT DEPLOYED,
31521476,4,6,1,INSTALLED/NOT DEPLOYED,
31521476,4,7,1,INSTALLED/NOT DEPLOYED,
31521477,1,1,1,INSTALLED/NOT DEPLOYED,
31521477,1,2,1,INSTALLED/NOT DEPLOYED,
31521477,2,3,1,INSTALLED/NOT DEPLOYED,
31521751,1,1,1,INSTALLED/NOT DEPLOYED,
31521751,2,2,1,INSTALLED/NOT DEPLOYED,
31526964,1,1,1,INSTALLED/NOT DEPLOYED,
31526964,2,3,1,INSTALLED/NOT DEPLOYED,
31529219,1,2,1,INSTALLED/NOT DEPLOYED,
31529219,2,3,1,DEPLOYED-COMBINATION,
31529219,3,5,1,INSTALLED/NOT DEPLOYED,
31529219,3,7,1,INSTALLED/NOT DEPLOYED,
31529502,1,1,1,INSTALLED/NOT DEPLOYED,
31530391,1,1,1,INSTALLED/NOT DEPLOYED,
31530391,2,2,1,INSTALLED/NOT DEPLOYED,
31536973,1,1,1,INSTALLED/NOT DEPLOYED,
31536973,2,2,1,INSTALLED/NOT DEPLOYED,
31537669,1,1,1,INSTALLED/NOT DEPLOYED,
31537669,2,3,1,INSTALLED/NOT DEPLOYED,
31539233,1,1,1,INSTALLED/NOT DEPLOYED,
31539233,1,2,1,INSTALLED/NOT DEPLOYED,
31539233,2,3,1,NOT INSTALLED,
31539455,1,1,1,INSTALLED/NOT DEPLOYED,
31539455,2,3,1,INSTALLED/NOT DEPLOYED,
31542557,1,1,1,NOT INSTALLED,
31542557,2,3,1,INSTALLED/NOT DEPLOYED,
31544410,1,1,1,INSTALLED/NOT DEPLOYED,
31544410,2,3,1,NOT INSTALLED,
31547684,1,1,1,INSTALLED/NOT DEPLOYED,
31547684,1,2,1,INSTALLED/NOT DEPLOYED,
31547684,1,3,1,INSTALLED/NOT DEPLOYED,
31547684,1,4,1,INSTALLED/NOT DEPLOYED,
31547684,2,5,1,INSTALLED/NOT DEPLOYED,
31549938,1,1,1,INSTALLED/NOT DEPLOYED,
31549938,2,2,1,INSTALLED/NOT DEPLOYED,
31549938,2,3,1,INSTALLED/NOT DEPLOYED,
31549938,2,4,1,INSTALLED/NOT DEPLOYED,
31549938,3,5,1,INSTALLED/NOT DEPLOYED,
31552674,2,1,1,INSTALLED/NOT DEPLOYED,
31552749,1,1,1,INSTALLED/NOT DEPLOYED,
31552749,1,2,1,INSTALLED/NOT DEPLOYED,
31552749,1,3,1,INSTALLED/NOT DEPLOYED,
31552749,2,4,1,INSTALLED/NOT DEPLOYED,
31553063,1,1,1,INSTALLED/NOT DEPLOYED,
31553063,2,2,1,NOT INSTALLED,
31561524,1,1,1,INSTALLED/NOT DEPLOYED,
31561524,2,3,1,INSTALLED/NOT DEPLOYED,
31566238,1,1,1,INSTALLED/NOT DEPLOYED,
31566238,2,3,1,INSTALLED/NOT DEPLOYED,
31567304,2,1,1,INSTALLED/NOT DEPLOYED,
31567355,2,1,1,INSTALLED/NOT DEPLOYED,
31567374,1,1,1,INSTALLED/NOT DEPLOYED,
31567374,2,2,1,DEPLOYED-COMBINATION,
31567374,3,3,1,DEPLOYED-COMBINATION,
31567374,4,4,1,INSTALLED/NOT DEPLOYED,
31567374,5,5,1,INSTALLED/NOT DEPLOYED,
31567391,1,1,1,INSTALLED/NOT DEPLOYED,
31567391,1,2,1,INSTALLED/NOT DEPLOYED,
31567391,2,4,1,INSTALLED/NOT DEPLOYED,
31567391,2,6,1,INSTALLED/NOT DEPLOYED,
31567391,2,7,1,INSTALLED/NOT DEPLOYED,
31567454,1,1,1,INSTALLED/NOT DEPLOYED,
31567454,2,3,1,INSTALLED/NOT DEPLOYED,
31573041,1,1,1,INSTALLED/NOT DEPLOYED,
31573041,2,3,1,INSTALLED/NOT DEPLOYED,
31574000,1,1,1,NOT INSTALLED,
31574000,2,3,1,INSTALLED/NOT DEPLOYED,
31581802,1,1,1,INSTALLED/NOT DEPLOYED,
31581802,2,3,1,INSTALLED/NOT DEPLOYED,
31582331,1,1,1,INSTALLED/NOT DEPLOYED,
31582331,2,3,1,INSTALLED/NOT DEPLOYED,
31582767,1,1,1,INSTALLED/NOT DEPLOYED,
31582767,2,2,1,INSTALLED/NOT DEPLOYED,
31582767,2,3,1,INSTALLED/NOT DEPLOYED,
31582767,3,4,1,INSTALLED/NOT DEPLOYED,
31587668,1,1,1,DEPLOYED-FRONT,
31587668,2,2,1,INSTALLED/NOT DEPLOYED,
31588409,1,2,1,INSTALLED/NOT DEPLOYED,
31588409,2,4,1,INSTALLED/NOT DEPLOYED,
31592245,1,1,1,INSTALLED/NOT DEPLOYED,
31592245,2,3,1,INSTALLED/NOT DEPLOYED,
31593657,1,1,1,INSTALLED/NOT DEPLOYED,
31593657,1,2,1,INSTALLED/NOT DEPLOYED,
31593657,1,3,1,INSTALLED/NOT DEPLOYED,
31593657,2,4,1,INSTALLED/NOT DEPLOYED,
31593657,3,6,1,DEPLOYED-COMBINATION,
31593657,4,7,1,INSTALLED/NOT DEPLOYED,
31593659,2,2,1,INSTALLED/NOT DEPLOYED,
31593659,3,3,1,INSTALLED/NOT DEPLOYED,
31593659,4,4,1,INSTALLED/NOT DEPLOYED,
31593659,4,5,1,INSTALLED/NOT DEPLOYED,
31594912,1,1,1,INSTALLED/NOT DEPLOYED,
31594912,1,2,1,INSTALLED/NOT DEPLOYED,
31595007,1,1,1,INSTALLED/NOT DEPLOYED,
31595007,1,2,1,INSTALLED/NOT DEPLOYED,
31595007,2,3,1,INSTALLED/NOT DEPLOYED,
31595007,2,4,1,INSTALLED/NOT DEPLOYED,
31595611,1,2,1,DEPLOYED-FRONT,
31598946,1,2,1,INSTALLED/NOT DEPLOYED,
31598946,2,3,1,INSTALLED/NOT DEPLOYED,
31598946,2,4,1,INSTALLED/NOT DEPLOYED,
31598946,2,5,1,NOT INSTALLED,
31598946,2,6,1,NOT INSTALLED,
31598946,2,7,1,NOT INSTALLED,
31598946,3,9,1,INSTALLED/NOT DEPLOYED,
31598946,3,10,1,NOT INSTALLED,
31598946,3,11,1,INSTALLED/NOT DEPLOYED,
31598946,4,13,1,INSTALLED/NOT DEPLOYED,
31602865,1,1,1,INSTALLED/NOT DEPLOYED,
31605265,1,1,1,INSTALLED/NOT DEPLOYED,
31605265,2,3,1,INSTALLED/NOT DEPLOYED,
31605265,2,4,1,INSTALLED/NOT DEPLOYED,
31605287,1,1,1,DEPLOYED-FRONT,
31605287,2,2,1,INSTALLED/NOT DEPLOYED,
31605296,1,1,1,INSTALLED/NOT DEPLOYED,
31605296,1,2,1,INSTALLED/NOT DEPLOYED,
31605296,2,4,1,INSTALLED/NOT DEPLOYED,
31605645,1,1,1,NOT INSTALLED,
31605645,2,3,1,NOT INSTALLED,
31606386,1,1,1,INSTALLED/NOT DEPLOYED,
31606386,1,2,1,INSTALLED/NOT DEPLOYED,
31606386,2,4,1,INSTALLED/NOT DEPLOYED,
31609340,1,1,1,INSTALLED/NOT DEPLOYED,
31609340,1,2,1,INSTALLED/NOT DEPLOYED,
31609340,1,3,1,INSTALLED/NOT DEPLOYED,
31609340,2,4,1,INSTALLED/NOT DEPLOYED,
31609340,2,5,1,INSTALLED/NOT DEPLOYED,
31609340,2,6,1,INSTALLED/NOT DEPLOYED,
31609340,2,7,1,INSTALLED/NOT DEPLOYED,
31610123,1,1,1,INSTALLED/NOT DEPLOYED,
31610123,2,2,1,INSTALLED/NOT DEPLOYED,
31610123,2,3,1,NOT INSTALLED,
