IncidentId,TrafficControlNo,TrafficControl,
31474285,1,MEDIAN,
31474327,1,MEDIAN,
31474334,1,MEDIAN,
31474334,2,ADVISORY SPEED SIGN,
31474946,1,CENTER LINE,
31474946,2,NO PASSING ZONE,
31479041,1,MEDIAN,
31480085,1,MEDIAN,
31480085,2,OTHER,
31480136,1,OTHER,
31482132,1,MEDIAN,
31482135,1,MEDIAN,
31482621,1,MEDIAN,
31487265,1,STOP & GO SIGNAL,
31487265,2,MEDIAN,
31487834,1,CENTER LINE,
31487834,2,OFFICER OR FLAGMAN,
31490063,1,NONE,
31490576,1,CENTER LINE,
31490576,2,NO PASSING ZONE,
31490576,3,WARNING SIGNS,
31490824,1,CENTER LINE,
31490824,2,WARNING SIGNS,
31493145,1,MEDIAN,
31493145,2,ADVISORY SPEED SIGN,
31493838,1,WARNING SIGNS,
31498443,1,MEDIAN,
31498443,2,CENTER LINE,
31499641,1,STOP & GO SIGNAL,
31505280,1,MEDIAN,
31505280,2,OTHER,
31505454,1,NONE,
31510470,1,MEDIAN,
31511974,1,NONE,
31513360,1,NONE,
31515691,1,ADVISORY SPEED SIGN,
31515691,2,STOP SIGN,
31516501,1,ADVISORY SPEED SIGN,
31516501,2,CROSSWALK,
31516501,3,STOP & GO SIGNAL,
31519311,1,CENTER LINE,
31519311,2,OTHER,
31519311,3,STOP & GO SIGNAL,
31521476,1,MEDIAN,
31521476,2,WARNING SIGNS,
31521477,1,MEDIAN,
31521477,2,CENTER LINE,
31521751,1,ACCELERATIONDECELERATION LANE,
31526964,1,MEDIAN,
31529219,1,OFFICER OR FLAGMAN,
31529219,2,OTHER,
31529502,1,MEDIAN,
31529502,2,ADVISORY SPEED SIGN,
31529502,3,WARNING SIGNS,
31530391,1,MEDIAN,
31536973,1,MEDIAN,
31537669,1,OFFICER OR FLAGMAN,
31539233,1,MEDIAN,
31539455,1,NONE,
31542557,1,MEDIAN,
31544410,1,ADVISORY SPEED SIGN,
31544410,2,CENTER LINE,
31547684,1,STOP SIGN,
31547684,2,CENTER LINE,
31549938,1,CENTER LINE,
31552674,1,MEDIAN,
31552674,2,ADVISORY SPEED SIGN,
31552749,1,CENTER LINE,
31553063,1,CENTER LINE,
31553063,2,NO PASSING ZONE,
31561524,1,NONE,
31566238,1,ADVISORY SPEED SIGN,
31566238,2,OTHER,
31566238,3,WARNING SIGNS,
31567304,1,MEDIAN,
31567355,1,MEDIAN,
31567374,1,MEDIAN,
31567374,2,ADVISORY SPEED SIGN,
31567374,3,CENTER LINE,
31567374,4,WARNING SIGNS,
31567391,1,MEDIAN,
31567454,1,NONE,
31573041,1,CENTER LINE,
31574000,1,MEDIAN,
31574000,2,OTHER,
31581802,1,MEDIAN,
31581802,2,WARNING SIGNS,
31582331,1,MEDIAN,
31582767,1,MEDIAN,
31582767,2,ADVISORY SPEED SIGN,
31582767,3,WARNING SIGNS,
31587668,1,CENTER LINE,
31588409,1,MEDIAN,
31592245,1,MEDIAN,
31592245,2,OFFICER OR FLAGMAN,
31593657,1,MEDIAN,
31593657,2,ADVISORY SPEED SIGN,
31593659,1,NONE,
31593659,2,MEDIAN,
31594912,1,TRAFFIC CONTROL DEVICE MISSING,
31595007,1,OTHER,
31595611,1,CENTER LINE,
31598946,1,MEDIAN,
31602865,1,ADVISORY SPEED SIGN,
31602865,2,STOP & GO SIGNAL,
31605265,1,CENTER LINE,
31605287,1,MEDIAN,
31605287,2,ADVISORY SPEED SIGN,
31605296,1,MEDIAN,
31605645,1,ADVISORY SPEED SIGN,
31605645,2,MEDIAN,
31606386,1,STOP & GO SIGNAL,
31606386,2,WARNING SIGNS,
31609340,1,MEDIAN,
31610123,1,MEDIAN,
31613215,1,MEDIAN,
31613215,2,ADVISORY SPEED SIGN,
31613215,3,WARNING SIGNS,
31613462,1,ADVISORY SPEED SIGN,
31613850,1,MEDIAN,
31614492,1,ADVISORY SPEED SIGN,
31614492,2,CENTER LINE,
31617145,1,MEDIAN,
31619018,1,CENTER LINE,
31619018,2,STOP & GO SIGNAL,
31619307,1,MEDIAN,
31619307,2,ADVISORY SPEED SIGN,
31619307,3,OFFICER OR FLAGMAN,
31619308,1,MEDIAN,
31619308,2,YIELD SIGN,
31623134,1,MEDIAN,
31623594,1,STOP & GO SIGNAL,
31623594,2,WARNING SIGNS,
31624988,1,MEDIAN,
31624988,2,ADVISORY SPEED SIGN,
31624988,3,WARNING SIGNS,
31626302,1,MEDIAN,
31628511,1,MEDIAN,
31629524,1,MEDIAN,
31629600,1,MEDIAN,
31629600,2,WARNING SIGNS,
31630358,1,MEDIAN,
31630689,1,ADVISORY SPEED SIGN,
31630689,2,STOP SIGN,
31632269,1,MEDIAN,
31632570,1,STOP & GO SIGNAL,
31635161,1,MEDIAN,
31635161,2,ADVISORY SPEED SIGN,
31635161,3,CENTER LINE,
31635247,1,MEDIAN,
31635791,1,CENTER LINE,
31636107,1,MEDIAN,
31636107,2,YIELD SIGN,
31636107,3,ACCELERATIONDECELERATION LANE,
31636107,4,OTHER,
31636547,1,CENTER LINE,
31636547,2,OFFICER OR FLAGMAN,
31636750,1,NONE,
31637686,1,MEDIAN,
31641097,1,ADVISORY SPEED SIGN,
31641097,2,MEDIAN,
31641486,1,MEDIAN,
31641486,2,WARNING SIGNS,
31641486,3,YIELD SIGN,
31644933,1,MEDIAN,
31646435,1,NONE,
31648200,1,OFFICER OR FLAGMAN,
31648500,1,MEDIAN,
31650181,1,MEDIAN,
31650181,2,OTHER,
31653350,1,MEDIAN,
31658420,1,MEDIAN,
31658423,1,MEDIAN,
31659552,1,MEDIAN,
31659552,2,ADVISORY SPEED SIGN,
31659610,1,YIELD SIGN,
31659652,1,MEDIAN,
31659663,1,MEDIAN,
31659695,1,MEDIAN,
31660567,1,MEDIAN,
31660567,2,ADVISORY SPEED SIGN,
31665930,1,CENTER LINE,
31665930,2,NO PASSING ZONE,
31665930,3,OFFICER OR FLAGMAN,
31665967,1,CENTER LINE,
31665967,2,CROSSWALK,
31665967,3,OFFICER OR FLAGMAN,
31665967,4,STOP & GO SIGNAL,
31667886,1,CENTER LINE,
31667886,2,OFFICER OR FLAGMAN,
31667886,3,WARNING SIGNS,
31670443,1,MEDIAN,
31671343,1,ADVISORY SPEED SIGN,
31671343,2,CENTER LINE,
31671343,3,WARNING SIGNS,
31672191,1,MEDIAN,
31673598,1,MEDIAN,
31675646,1,MEDIAN,
31679182,1,CENTER LINE,
31681024,1,MEDIAN,
31681024,2,ADVISORY SPEED SIGN,
31681024,3,CENTER LINE,
31681165,1,MEDIAN,
31685074,1,CENTER LINE,
31685074,2,STOP & GO SIGNAL,
31690705,1,CENTER LINE,
31690705,2,OTHER,
31692373,1,NO PASSING ZONE,
31692926,1,MEDIAN,
31692958,1,MEDIAN,
31692958,2,WARNING SIGNS,
31695339,1,MEDIAN,
31695339,2,ADVISORY SPEED SIGN,
31695549,1,CENTER LINE,
31695549,2,NO PASSING ZONE,
31696026,1,ADVISORY SPEED SIGN,
31696026,2,MEDIAN,
31696026,3,OTHER,
31698361,1,NONE,
31701533,1,NONE,
31701999,1,OFFICER OR FLAGMAN,
31701999,2,STOP & GO SIGNAL,
31702022,1,MEDIAN,
31702022,2,ACCELERATIONDECELERATION LANE,
31707364,1,MEDIAN,
31707396,1,MEDIAN,
31707396,2,ADVISORY SPEED SIGN,
31707549,1,CENTER LINE,
31707549,2,NO PASSING ZONE,
31707549,3,STOP SIGN,
31709606,1,STOP SIGN,
31711642,1,MEDIAN,
31711642,2,ADVISORY SPEED SIGN,
31713340,1,ADVISORY SPEED SIGN,
31713340,2,CENTER LINE,
31713340,3,NO PASSING ZONE,
31714232,1,STOP & GO SIGNAL,
31716255,1,NO PASSING ZONE,
31716255,2,OFFICER OR FLAGMAN,
31721315,1,MEDIAN,
31721315,2,ADVISORY SPEED SIGN,
31721315,3,WARNING SIGNS,
31723930,1,MEDIAN,
31723930,2,FLASHING LIGHT,
31723930,3,OFFICER OR FLAGMAN,
31723930,4,WARNING SIGNS,
31724706,1,CENTER LINE,
31724706,2,OFFICER OR FLAGMAN,
31724706,3,STOP & GO SIGNAL,
31728454,1,MEDIAN,
31728454,2,ADVISORY SPEED SIGN,
31730145,1,NONE,
31731081,1,WARNING SIGNS,
31731311,1,NONE,
31735695,1,ADVISORY SPEED SIGN,
31736618,1,NONE,
31737436,1,OFFICER OR FLAGMAN,
31739198,1,MEDIAN,
31739198,2,CENTER LINE,
31739198,3,WARNING SIGNS,
31739506,1,MEDIAN,
31742606,1,OFFICER OR FLAGMAN,
31742606,2,WARNING SIGNS,
31742872,1,ADVISORY SPEED SIGN,
31742872,2,CENTER LINE,
31742872,3,OTHER,
31742872,4,STOP SIGN,
31745510,1,MEDIAN,
31747957,1,MEDIAN,
31748417,1,MEDIAN,
31748420,1,MEDIAN,
31748646,1,MEDIAN,
31748646,2,OTHER,
31748646,3,STOP & GO SIGNAL,
31748646,4,WARNING SIGNS,
31750828,1,CROSSWALK,
31750828,2,OTHER,
31750828,3,STOP & GO SIGNAL,
31753757,1,MEDIAN,
31753783,1,ADVISORY SPEED SIGN,
31754381,1,CENTER LINE,
31754381,2,STOP & GO SIGNAL,
31756812,1,MEDIAN,
31759136,1,MEDIAN,
31759136,2,ADVISORY SPEED SIGN,
31759418,1,MEDIAN,
31759418,2,WARNING SIGNS,
31759489,1,OFFICER OR FLAGMAN,
31760047,1,STOP SIGN,
31760352,1,MEDIAN,
31764360,1,MEDIAN,
31764380,1,ADVISORY SPEED SIGN,
31770323,1,CENTER LINE,
31770378,1,MEDIAN,
31771985,1,STOP & GO SIGNAL,
31775856,1,ADVISORY SPEED SIGN,
31775856,2,OTHER,
31775856,3,WARNING SIGNS,
31777794,1,CENTER LINE,
31777794,2,OTHER,
31783029,1,NO PASSING ZONE,
31783029,2,OTHER,
31783029,3,WARNING SIGNS,
31784616,1,MEDIAN,
31784765,1,STOP & GO SIGNAL,
31785166,1,WARNING SIGNS,
31785549,1,MEDIAN,
31785787,1,MEDIAN,
31786777,1,MEDIAN,
31787746,1,CENTER LINE,
31787746,2,STOP & GO SIGNAL,
31789965,1,MEDIAN,
31791551,1,MEDIAN,
31791551,2,WARNING SIGNS,
31794682,1,MEDIAN,
31794682,2,ADVISORY SPEED SIGN,
31795016,1,MEDIAN,
31795016,2,CENTER LINE,
31795029,1,MEDIAN,
31795041,1,ADVISORY SPEED SIGN,
31799332,1,MEDIAN,
31801941,1,OTHER,
31802079,1,MEDIAN,
31803756,1,CENTER LINE,
31803756,2,MEDIAN,
31803772,1,MEDIAN,
31803772,2,OTHER,
31805389,1,MEDIAN,
31805406,1,MEDIAN,
31813441,1,CENTER LINE,
31813441,2,STOP & GO SIGNAL,
31813754,1,MEDIAN,
31813846,1,MEDIAN,
31813846,2,ADVISORY SPEED SIGN,
31813916,1,OTHER,
31814360,1,MEDIAN,
31814360,2,STOP & GO SIGNAL,
31814577,1,MEDIAN,
31814577,2,ADVISORY SPEED SIGN,
31815667,1,MEDIAN,
31815667,2,ADVISORY SPEED SIGN,
31816220,1,MEDIAN,
31816220,2,ADVISORY SPEED SIGN,
31816456,1,STOP & GO SIGNAL,
31820285,1,ADVISORY SPEED SIGN,
31820285,2,OFFICER OR FLAGMAN,
31821115,1,MEDIAN,
31821115,2,ADVISORY SPEED SIGN,
31821115,3,CENTER LINE,
31823285,1,STOP & GO SIGNAL,
31823671,1,MEDIAN,
31823963,1,STOP SIGN,
31823963,2,FLASHING LIGHT,
31824250,1,CENTER LINE,
31824250,2,OFFICER OR FLAGMAN,
31825283,1,MEDIAN,
31825283,2,CENTER LINE,
31828071,1,MEDIAN,
31828582,1,MEDIAN,
31828582,2,ADVISORY SPEED SIGN,
31828822,1,MEDIAN,
31831449,1,MEDIAN,
31831452,1,NONE,
31831453,1,MEDIAN,
31831455,1,MEDIAN,
31834371,1,STOP & GO SIGNAL,
31836883,1,MEDIAN,
31836884,1,MEDIAN,
31840757,1,MEDIAN,
31840785,1,STOP & GO SIGNAL,
31841652,1,NONE,
31843068,1,MEDIAN,
31843076,1,ADVISORY SPEED SIGN,
31843076,2,CENTER LINE,
31843076,3,OFFICER OR FLAGMAN,
31843084,1,MEDIAN,
31843353,1,MEDIAN,
31843353,2,WARNING SIGNS,
31843354,1,MEDIAN,
31843354,2,ADVISORY SPEED SIGN,
31843354,3,WARNING SIGNS,
31846006,1,MEDIAN,
31846006,2,ADVISORY SPEED SIGN,
31847414,1,MEDIAN,
31847414,2,ADVISORY SPEED SIGN,
31849398,1,OTHER,
31852482,1,NONE,
31852760,1,MEDIAN,
31852760,2,CENTER LINE,
31852964,1,MEDIAN,
31856567,1,OTHER,
31856901,1,MEDIAN,
31856901,2,WARNING SIGNS,
31857453,1,NONE,
31858459,1,ADVISORY SPEED SIGN,
31861022,1,ADVISORY SPEED SIGN,
31861022,2,CENTER LINE,
31861022,3,OTHER,
31861700,1,OFFICER OR FLAGMAN,
31862262,1,MEDIAN,
31864390,1,CENTER LINE,
31866026,1,STOP & GO SIGNAL,
31866053,1,MEDIAN,
31866053,2,WARNING SIGNS,
31867981,1,CENTER LINE,
31867981,2,WARNING SIGNS,
31868638,1,MEDIAN,
31868922,1,MEDIAN,
31870018,1,MEDIAN,
31870018,2,ADVISORY SPEED SIGN,
31870018,3,OTHER,
31871448,1,NO PASSING ZONE,
31872362,1,MEDIAN,
31872857,1,MEDIAN,
31874139,1,MEDIAN,
31876881,1,NONE,
31878053,1,STOP & GO SIGNAL,
31881210,1,NONE,
31882095,1,ADVISORY SPEED SIGN,
31882095,2,CENTER LINE,
31882095,3,STOP & GO SIGNAL,
31883506,1,STOP & GO SIGNAL,
31884890,1,OTHER,
31884890,2,STOP & GO SIGNAL,
31885648,1,STOP & GO SIGNAL,
31886823,1,MEDIAN,
31886823,2,ADVISORY SPEED SIGN,
31890939,1,MEDIAN,
31890939,2,WARNING SIGNS,
31891426,1,MEDIAN,
31892915,1,WARNING SIGNS,
31893537,1,MEDIAN,
31893537,2,OTHER,
31895193,1,MEDIAN,
31895193,2,CENTER LINE,
31896428,1,MEDIAN,
31897362,1,MEDIAN,
31897362,2,STOP & GO SIGNAL,
31897362,3,WARNING SIGNS,
31898162,1,MEDIAN,
31898163,1,MEDIAN,
31898164,1,MEDIAN,
31899488,1,MEDIAN,
31899488,2,CENTER LINE,
31900490,1,MEDIAN,
31900490,2,WARNING SIGNS,
31900492,1,MEDIAN,
31902031,1,CENTER LINE,
31902118,1,ADVISORY SPEED SIGN,
31902118,2,CENTER LINE,
31903235,1,MEDIAN,
31903235,2,YIELD SIGN,
31903376,1,MEDIAN,
31903970,1,OTHER,
31906261,1,CENTER LINE,
31906261,2,OTHER,
31906521,1,MEDIAN,
31907056,1,MEDIAN,
31909279,1,CENTER LINE,
31909279,2,CROSSWALK,
31909279,3,STOP & GO SIGNAL,
31910679,1,WARNING SIGNS,
31913576,1,OFFICER OR FLAGMAN,
31916353,1,STOP & GO SIGNAL,
31916412,1,NONE,
31917034,1,CENTER LINE,
31918122,1,MEDIAN,
31918575,1,MEDIAN,
31918575,2,ADVISORY SPEED SIGN,
31922673,1,MEDIAN,
31922673,2,CENTER LINE,
31922673,3,WARNING SIGNS,
31923398,1,NONE,
31924555,1,MEDIAN,
31924555,2,OTHER,
31924556,1,MEDIAN,
31924556,2,ADVISORY SPEED SIGN,
31925580,1,MEDIAN,
31925580,2,ADVISORY SPEED SIGN,
31926583,1,MEDIAN,
31930767,1,MEDIAN,
31931520,1,MEDIAN,
31931593,1,MEDIAN,
31931599,1,OFFICER OR FLAGMAN,
31931599,2,WARNING SIGNS,
31931662,1,OFFICER OR FLAGMAN,
31931662,2,OTHER,
31932156,1,MEDIAN,
31932711,1,MEDIAN,
31932711,2,OTHER,
31932712,1,MEDIAN,
31932712,2,ADVISORY SPEED SIGN,
31932712,3,WARNING SIGNS,
31932835,1,CENTER LINE,
31933057,1,ADVISORY SPEED SIGN,
31933057,2,CENTER LINE,
31933057,3,CURVE SIGN,
31933057,4,STOP & GO SIGNAL,
31933070,1,STOP SIGN,
31937255,1,MEDIAN,
31937255,2,OTHER,
31950275,1,MEDIAN,
31951159,1,OFFICER OR FLAGMAN,
31951164,1,NONE,
31951869,1,ADVISORY SPEED SIGN,
31951869,2,CENTER LINE,
31951869,3,OTHER,
31953637,1,NONE,
31954251,1,MEDIAN,
31965957,1,OFFICER OR FLAGMAN,
31965969,1,NONE,
31965983,1,WARNING SIGNS,
31966917,1,MEDIAN,
31966917,2,STOP & GO SIGNAL,
31967432,1,MEDIAN,
31969506,1,MEDIAN,
31970697,1,MEDIAN,
31970942,1,CENTER LINE,
31970979,1,STOP & GO SIGNAL,
31971086,1,MEDIAN,
31971086,2,ADVISORY SPEED SIGN,
31972405,1,NONE,
31973278,1,MEDIAN,
31973278,2,OTHER,
31973318,1,MEDIAN,
31973319,1,MEDIAN,
31973319,2,ADVISORY SPEED SIGN,
31973319,3,STOP SIGN,
31975686,1,NONE,
31976392,1,MEDIAN,
31976392,2,ADVISORY SPEED SIGN,
31976392,3,CENTER LINE,
31978113,1,CENTER LINE,
31978113,2,FLASHING LIGHT,
31978985,1,MEDIAN,
31978985,2,CENTER LINE,
31981323,1,STOP SIGN,
31981342,1,MEDIAN,
31981531,1,OTHER,
31981976,1,MEDIAN,
31982991,1,MEDIAN,
31982991,2,ADVISORY SPEED SIGN,
31982991,3,YIELD SIGN,
31983137,1,CENTER LINE,
31983198,1,MEDIAN,
31984466,1,MEDIAN,
31984466,2,OTHER,
31984639,1,MEDIAN,
31984639,2,YIELD SIGN,
31986434,1,MEDIAN,
31986434,2,ADVISORY SPEED SIGN,
31988934,1,MEDIAN,
31989592,1,MEDIAN,
31991429,1,MEDIAN,
31991429,2,ADVISORY SPEED SIGN,
31991511,1,MEDIAN,
31991511,2,ADVISORY SPEED SIGN,
31992496,1,OTHER,
31992496,2,WARNING SIGNS,
31993383,1,MEDIAN,
31993818,1,STOP & GO SIGNAL,
31993818,2,OFFICER OR FLAGMAN,
31993818,3,WARNING SIGNS,
31994198,1,MEDIAN,
31994198,2,CENTER LINE,
31994486,1,OTHER,
31996861,1,ADVISORY SPEED SIGN,
31996861,2,CENTER LINE,
31996861,3,FLASHING LIGHT,
31996861,4,WARNING SIGNS,
31997124,1,MEDIAN,
31997200,1,MEDIAN,
32001135,1,MEDIAN,
32001135,2,ADVISORY SPEED SIGN,
32001135,3,WARNING SIGNS,
32001353,1,MEDIAN,
32002014,1,MEDIAN,
32002014,2,ADVISORY SPEED SIGN,
32004072,1,NONE,
32005966,1,MEDIAN,
32006010,1,NONE,
32009582,1,MEDIAN,
32009582,2,ADVISORY SPEED SIGN,
32009582,3,WARNING SIGNS,
32012862,1,CENTER LINE,
32018077,1,ADVISORY SPEED SIGN,
32020095,1,MEDIAN,
32020095,2,CENTER LINE,
32021724,1,MEDIAN,
32022084,1,STOP & GO SIGNAL,
32023249,1,MEDIAN,
32023847,1,NO PASSING ZONE,
32023847,2,STOP & GO SIGNAL,
32024053,1,MEDIAN,
32026189,1,CENTER LINE,
32026189,2,OFFICER OR FLAGMAN,
32026439,1,MEDIAN,
32026658,1,FLASHING LIGHT,
32026658,2,NO PASSING ZONE,
32026658,3,OFFICER OR FLAGMAN,
32026876,1,MEDIAN,
32026876,2,ADVISORY SPEED SIGN,
32026876,3,CENTER LINE,
32026945,1,MEDIAN,
32027051,1,CENTER LINE,
32027438,1,MEDIAN,
32027438,2,STOP SIGN,
32027438,3,WARNING SIGNS,
32027438,4,OTHER,
32027458,1,CENTER LINE,
32028472,1,NO PASSING ZONE,
32028472,2,OFFICER OR FLAGMAN,
32032264,1,MEDIAN,
32032678,1,STOP SIGN,
32032873,1,OTHER,
32034136,1,MEDIAN,
32035993,1,MEDIAN,
32037184,1,ADVISORY SPEED SIGN,
32037184,2,CENTER LINE,
32037184,3,MEDIAN,
32037184,4,OFFICER OR FLAGMAN,
32037194,1,MEDIAN,
32037194,2,ADVISORY SPEED SIGN,
32037194,3,STOP SIGN,
32039828,1,OTHER,
32039828,2,RR SIGNS OR SIGNALS,
32041075,1,MEDIAN,
32041844,1,CENTER LINE,
32041990,1,ADVISORY SPEED SIGN,
32041990,2,WARNING SIGNS,
32042461,1,MEDIAN,
32042461,2,ADVISORY SPEED SIGN,
32042461,3,WARNING SIGNS,
32042799,1,NONE,
32044193,1,NONE,
32044267,1,NONE,
32045428,1,ADVISORY SPEED SIGN,
32045428,2,CENTER LINE,
32045428,3,NO PASSING ZONE,
32046059,1,MEDIAN,
32046059,2,OTHER,
32046061,1,MEDIAN,
32046310,1,MEDIAN,
32046853,1,MEDIAN,
32046853,2,ADVISORY SPEED SIGN,
32047293,1,MEDIAN,
32047634,1,MEDIAN,
32050369,1,MEDIAN,
32051143,1,MEDIAN,
32051144,1,MEDIAN,
32051600,1,MEDIAN,
32051600,2,ADVISORY SPEED SIGN,
32051645,1,MEDIAN,
32051645,2,CENTER LINE,
32056574,1,MEDIAN,
32056597,1,NONE,
32057718,1,CENTER LINE,
32057718,2,WARNING SIGNS,
32058153,1,MEDIAN,
32058323,1,MEDIAN,
32058950,1,MEDIAN,
32059975,1,MEDIAN,
32059975,2,OTHER,
32059990,1,MEDIAN,
32059990,2,OTHER,
32061162,1,ADVISORY SPEED SIGN,
32061162,2,MEDIAN,
32062302,1,MEDIAN,
