IncidentId,UnitNumber,Factor_Type,Factor,
30055985,2,ENVIRON FACTOR,02,
30059359,1,ENVIRON FACTOR,17,
30059359,1,ENVIRON FACTOR,02,
30059359,2,ENVIRON FACTOR,17,
30059359,2,ENVIRON FACTOR,02,
30059538,1,ENVIRON FACTOR,17,
30059538,1,ENVIRON FACTOR,02,
30059538,2,ENVIRON FACTOR,02,
30060604,1,ENVIRON FACTOR,02,
30060604,2,ENVIRON FACTOR,02,
30060606,1,ENVIRON FACTOR,02,
30060606,2,ENVIRON FACTOR,02,
30060650,1,ENVIRON FACTOR,02,
30060650,2,ENVIRON FACTOR,99,
30062040,1,ENVIRON FACTOR,02,
30062040,2,ENVIRON FACTOR,02,
30062046,1,ENVIRON FACTOR,02,
30062046,2,ENVIRON FACTOR,02,
30063283,1,ENVIRON FACTOR,02,
30063863,1,ENVIRON FACTOR,02,
30063863,2,ENVIRON FACTOR,02,
30064587,1,ENVIRON FACTOR,02,
30064587,2,ENVIRON FACTOR,02,
30067702,1,ENVIRON FACTOR,02,
30067702,2,ENVIRON FACTOR,02,
30073350,1,ENVIRON FACTOR,02,
30073350,2,ENVIRON FACTOR,99,
30078400,1,ENVIRON FACTOR,02,
30078400,2,ENVIRON FACTOR,02,
30078634,1,ENVIRON FACTOR,02,
30078634,2,ENVIRON FACTOR,99,
30091438,1,ENVIRON FACTOR,02,
30091438,2,ENVIRON FACTOR,02,
30095896,1,ENVIRON FACTOR,02,
30095896,1,ENVIRON FACTOR,11,
30095896,2,ENVIRON FACTOR,02,
30095896,2,ENVIRON FACTOR,11,
30097208,1,ENVIRON FACTOR,02,
30097208,1,ENVIRON FACTOR,16,
30097888,1,ENVIRON FACTOR,02,
30097888,2,ENVIRON FACTOR,02,
30099074,1,ENVIRON FACTOR,02,
30099074,2,ENVIRON FACTOR,02,
30099888,1,ENVIRON FACTOR,02,
30099888,3,ENVIRON FACTOR,02,
30100727,1,ENVIRON FACTOR,02,
30100727,2,ENVIRON FACTOR,02,
30103698,1,ENVIRON FACTOR,02,
30108309,1,ENVIRON FACTOR,02,
30108309,2,ENVIRON FACTOR,02,
30109671,1,ENVIRON FACTOR,02,
30109671,2,ENVIRON FACTOR,99,
30111101,1,ENVIRON FACTOR,02,
30111101,2,ENVIRON FACTOR,02,
30115866,1,ENVIRON FACTOR,02,
30115866,1,ENVIRON FACTOR,11,
30120289,1,ENVIRON FACTOR,02,
30120289,2,ENVIRON FACTOR,02,
30120289,3,ENVIRON FACTOR,02,
30128923,1,ENVIRON FACTOR,02,
30134486,1,ENVIRON FACTOR,02,
30134486,2,ENVIRON FACTOR,02,
30141594,1,ENVIRON FACTOR,17,
30141594,1,ENVIRON FACTOR,02,
30141594,2,ENVIRON FACTOR,17,
30141594,2,ENVIRON FACTOR,02,
30141594,3,ENVIRON FACTOR,17,
30141594,3,ENVIRON FACTOR,02,
30142293,1,ENVIRON FACTOR,02,
30142293,2,ENVIRON FACTOR,02,
30148984,1,ENVIRON FACTOR,02,
30148984,1,ENVIRON FACTOR,09,
30148984,2,ENVIRON FACTOR,02,
30153923,1,ENVIRON FACTOR,02,
30153923,2,ENVIRON FACTOR,99,
30162446,1,ENVIRON FACTOR,02,
30162446,1,ENVIRON FACTOR,03,
30162446,2,ENVIRON FACTOR,02,
30162446,2,ENVIRON FACTOR,03,
30162623,1,ENVIRON FACTOR,02,
30162623,2,ENVIRON FACTOR,09,
30164386,1,ENVIRON FACTOR,02,
30164386,1,ENVIRON FACTOR,09,
30164386,2,ENVIRON FACTOR,02,
30164386,2,ENVIRON FACTOR,09,
30167120,1,ENVIRON FACTOR,02,
30167120,2,ENVIRON FACTOR,02,
29953782,3,HUMAN FACTOR,99,
29953782,4,HUMAN FACTOR,99,
29953782,5,HUMAN FACTOR,99,
29953782,6,HUMAN FACTOR,99,
29954793,1,HUMAN FACTOR,14,
29954793,2,HUMAN FACTOR,99,
29957509,1,HUMAN FACTOR,08,
29957509,2,HUMAN FACTOR,99,
29962239,1,HUMAN FACTOR,18,
29962239,2,HUMAN FACTOR,99,
29970607,1,HUMAN FACTOR,04,
29970607,1,HUMAN FACTOR,17,
29970607,2,HUMAN FACTOR,99,
29976416,1,HUMAN FACTOR,14,
29976416,2,HUMAN FACTOR,99,
29977181,1,HUMAN FACTOR,14,
29977181,1,HUMAN FACTOR,18,
29977181,2,HUMAN FACTOR,99,
29980755,1,HUMAN FACTOR,26,
29980755,1,HUMAN FACTOR,14,
29981525,1,HUMAN FACTOR,04,
29981525,2,HUMAN FACTOR,99,
29982349,1,HUMAN FACTOR,14,
29982349,2,HUMAN FACTOR,99,
29983176,1,HUMAN FACTOR,14,
29983176,2,HUMAN FACTOR,99,
29991787,1,HUMAN FACTOR,17,
29991787,2,HUMAN FACTOR,99,
29993159,1,HUMAN FACTOR,26,
29993159,2,HUMAN FACTOR,99,
29993467,1,HUMAN FACTOR,14,
29993467,2,HUMAN FACTOR,99,
29996739,1,HUMAN FACTOR,17,
29996739,2,HUMAN FACTOR,99,
30007795,1,HUMAN FACTOR,97,
30014629,1,HUMAN FACTOR,14,
30014629,2,HUMAN FACTOR,99,
30016309,1,HUMAN FACTOR,14,
30016309,2,HUMAN FACTOR,99,
30016309,3,HUMAN FACTOR,99,
30022714,1,HUMAN FACTOR,14,
30022714,2,HUMAN FACTOR,99,
30023088,1,HUMAN FACTOR,26,
30023088,1,HUMAN FACTOR,14,
30023088,2,HUMAN FACTOR,99,
30025646,1,HUMAN FACTOR,99,
30026111,1,HUMAN FACTOR,14,
30026111,2,HUMAN FACTOR,99,
30026606,1,HUMAN FACTOR,08,
30026606,1,HUMAN FACTOR,14,
30026606,2,HUMAN FACTOR,99,
30028255,1,HUMAN FACTOR,01,
30028255,1,HUMAN FACTOR,11,
30028255,1,HUMAN FACTOR,14,
30041229,1,HUMAN FACTOR,14,
30041229,2,HUMAN FACTOR,99,
30045407,1,HUMAN FACTOR,11,
30045407,2,HUMAN FACTOR,99,
30048206,1,HUMAN FACTOR,14,
30048206,2,HUMAN FACTOR,99,
30050446,1,HUMAN FACTOR,11,
30050446,1,HUMAN FACTOR,14,
30050446,2,HUMAN FACTOR,11,
30050446,3,HUMAN FACTOR,99,
30054168,1,HUMAN FACTOR,99,
30054850,1,HUMAN FACTOR,17,
30054850,2,HUMAN FACTOR,99,
30055985,1,HUMAN FACTOR,11,
30055985,1,HUMAN FACTOR,14,
30055985,1,HUMAN FACTOR,18,
30055985,2,HUMAN FACTOR,99,
30059359,1,HUMAN FACTOR,14,
30059359,1,HUMAN FACTOR,17,
30059538,1,HUMAN FACTOR,26,
30059538,1,HUMAN FACTOR,14,
30059538,1,HUMAN FACTOR,18,
30059359,2,HUMAN FACTOR,14,
30059359,2,HUMAN FACTOR,17,
30059538,2,HUMAN FACTOR,99,
30060604,1,HUMAN FACTOR,26,
30060604,1,HUMAN FACTOR,13,
30060604,1,HUMAN FACTOR,17,
30060606,1,HUMAN FACTOR,03,
30060606,1,HUMAN FACTOR,08,
30060606,1,HUMAN FACTOR,14,
30060604,2,HUMAN FACTOR,99,
30060606,2,HUMAN FACTOR,99,
30060650,1,HUMAN FACTOR,17,
30060650,2,HUMAN FACTOR,99,
30062040,1,HUMAN FACTOR,11,
30062040,1,HUMAN FACTOR,14,
30062040,1,HUMAN FACTOR,17,
30062040,2,HUMAN FACTOR,99,
30062046,1,HUMAN FACTOR,99,
30062046,2,HUMAN FACTOR,99,
30063283,1,HUMAN FACTOR,26,
30063283,1,HUMAN FACTOR,16,
30063863,1,HUMAN FACTOR,26,
30063863,1,HUMAN FACTOR,14,
30063863,2,HUMAN FACTOR,99,
30064587,1,HUMAN FACTOR,18,
30064587,2,HUMAN FACTOR,99,
30067702,1,HUMAN FACTOR,14,
30067702,2,HUMAN FACTOR,99,
30073350,1,HUMAN FACTOR,11,
30073350,1,HUMAN FACTOR,14,
30073350,2,HUMAN FACTOR,99,
30078400,1,HUMAN FACTOR,99,
30078400,2,HUMAN FACTOR,99,
30078634,1,HUMAN FACTOR,14,
30078634,2,HUMAN FACTOR,99,
30091438,1,HUMAN FACTOR,14,
30091438,2,HUMAN FACTOR,99,
30095896,1,HUMAN FACTOR,17,
30095896,2,HUMAN FACTOR,99,
30097208,1,HUMAN FACTOR,17,
30097888,1,HUMAN FACTOR,14,
30097888,2,HUMAN FACTOR,99,
30099074,1,HUMAN FACTOR,99,
30099074,2,HUMAN FACTOR,99,
30099888,1,HUMAN FACTOR,99,
30099888,3,HUMAN FACTOR,99,
30100727,1,HUMAN FACTOR,14,
30100727,2,HUMAN FACTOR,99,
30103698,1,HUMAN FACTOR,01,
30103698,1,HUMAN FACTOR,05,
30167120,3,ENVIRON FACTOR,02,
30167283,1,ENVIRON FACTOR,02,
30167283,1,ENVIRON FACTOR,06,
30171177,1,ENVIRON FACTOR,02,
30171177,2,ENVIRON FACTOR,02,
30171361,1,ENVIRON FACTOR,02,
30171561,1,ENVIRON FACTOR,02,
30171561,2,ENVIRON FACTOR,02,
30173458,1,ENVIRON FACTOR,02,
30173458,2,ENVIRON FACTOR,02,
30179445,1,ENVIRON FACTOR,02,
30179445,2,ENVIRON FACTOR,02,
30179496,1,ENVIRON FACTOR,02,
30179496,1,ENVIRON FACTOR,09,
30179496,2,ENVIRON FACTOR,02,
30179496,2,ENVIRON FACTOR,09,
30179550,1,ENVIRON FACTOR,02,
30179550,2,ENVIRON FACTOR,02,
30183143,1,ENVIRON FACTOR,02,
30183143,2,ENVIRON FACTOR,99,
30185641,1,ENVIRON FACTOR,02,
30185641,2,ENVIRON FACTOR,02,
30186673,1,ENVIRON FACTOR,02,
30186673,2,ENVIRON FACTOR,02,
30187069,1,ENVIRON FACTOR,02,
30188757,1,ENVIRON FACTOR,02,
30188757,2,ENVIRON FACTOR,02,
30191294,1,ENVIRON FACTOR,17,
30191294,1,ENVIRON FACTOR,02,
30191294,2,ENVIRON FACTOR,17,
30191294,2,ENVIRON FACTOR,02,
30193604,1,ENVIRON FACTOR,02,
30193604,2,ENVIRON FACTOR,02,
30196276,1,ENVIRON FACTOR,02,
30196276,2,ENVIRON FACTOR,02,
30196276,3,ENVIRON FACTOR,02,
30196276,4,ENVIRON FACTOR,02,
30196276,5,ENVIRON FACTOR,02,
30196276,6,ENVIRON FACTOR,02,
30196276,7,ENVIRON FACTOR,02,
30196276,8,ENVIRON FACTOR,02,
30196276,9,ENVIRON FACTOR,02,
30199270,1,ENVIRON FACTOR,02,
30200173,1,ENVIRON FACTOR,02,
30200173,1,ENVIRON FACTOR,11,
30201800,1,ENVIRON FACTOR,02,
30201800,1,ENVIRON FACTOR,08,
30204835,1,ENVIRON FACTOR,01,
30204835,1,ENVIRON FACTOR,02,
30204835,2,ENVIRON FACTOR,02,
30212935,1,ENVIRON FACTOR,02,
30212935,2,ENVIRON FACTOR,02,
30217588,1,ENVIRON FACTOR,02,
30217588,2,ENVIRON FACTOR,99,
30224222,1,ENVIRON FACTOR,02,
30224222,1,ENVIRON FACTOR,11,
30224222,2,ENVIRON FACTOR,02,
30224222,2,ENVIRON FACTOR,11,
30232204,1,ENVIRON FACTOR,02,
30232204,2,ENVIRON FACTOR,99,
30236101,1,ENVIRON FACTOR,02,
29545231,1,ENVIRON FACTOR,02,
29545231,2,ENVIRON FACTOR,02,
29576130,1,ENVIRON FACTOR,17,
29576130,1,ENVIRON FACTOR,02,
29576130,2,ENVIRON FACTOR,17,
29576130,2,ENVIRON FACTOR,02,
29576586,1,ENVIRON FACTOR,02,
29576586,2,ENVIRON FACTOR,02,
29593769,1,ENVIRON FACTOR,02,
29593769,2,ENVIRON FACTOR,02,
29595314,1,ENVIRON FACTOR,02,
29618331,1,ENVIRON FACTOR,02,
29620589,1,ENVIRON FACTOR,02,
29635624,1,ENVIRON FACTOR,02,
29635624,2,ENVIRON FACTOR,02,
29638037,1,ENVIRON FACTOR,02,
29638037,1,ENVIRON FACTOR,09,
29639103,1,ENVIRON FACTOR,02,
29639103,2,ENVIRON FACTOR,02,
29654154,1,ENVIRON FACTOR,02,
29654154,1,ENVIRON FACTOR,97,
29654154,2,ENVIRON FACTOR,02,
29654420,1,ENVIRON FACTOR,02,
29654420,2,ENVIRON FACTOR,02,
29672618,1,ENVIRON FACTOR,02,
29672618,2,ENVIRON FACTOR,02,
29692653,1,ENVIRON FACTOR,02,
29692653,2,ENVIRON FACTOR,02,
29692653,2,ENVIRON FACTOR,09,
29705815,1,ENVIRON FACTOR,02,
29705815,1,ENVIRON FACTOR,97,
29708462,1,ENVIRON FACTOR,02,
29708462,1,ENVIRON FACTOR,05,
29708462,2,ENVIRON FACTOR,99,
29726502,1,ENVIRON FACTOR,02,
29726502,2,ENVIRON FACTOR,02,
29733147,1,ENVIRON FACTOR,02,
29733147,2,ENVIRON FACTOR,99,
29750595,1,ENVIRON FACTOR,02,
29750595,2,ENVIRON FACTOR,02,
29750595,3,ENVIRON FACTOR,02,
29750595,4,ENVIRON FACTOR,02,
29768565,1,ENVIRON FACTOR,02,
29768565,1,ENVIRON FACTOR,97,
29768565,2,ENVIRON FACTOR,02,
29768565,2,ENVIRON FACTOR,97,
29768844,1,ENVIRON FACTOR,02,
29768844,1,ENVIRON FACTOR,05,
29768844,2,ENVIRON FACTOR,99,
29781084,1,ENVIRON FACTOR,02,
29781084,2,ENVIRON FACTOR,02,
29781084,3,ENVIRON FACTOR,02,
29783247,1,ENVIRON FACTOR,02,
29783247,2,ENVIRON FACTOR,02,
29783931,1,ENVIRON FACTOR,02,
29783931,2,ENVIRON FACTOR,99,
29786859,1,ENVIRON FACTOR,02,
29795763,1,ENVIRON FACTOR,02,
30108309,1,HUMAN FACTOR,08,
30108309,2,HUMAN FACTOR,99,
30109671,1,HUMAN FACTOR,26,
30109671,1,HUMAN FACTOR,14,
30109671,2,HUMAN FACTOR,99,
30111101,1,HUMAN FACTOR,14,
30111101,2,HUMAN FACTOR,99,
30115866,1,HUMAN FACTOR,22,
30120289,1,HUMAN FACTOR,11,
30120289,1,HUMAN FACTOR,14,
30120289,2,HUMAN FACTOR,99,
30120289,3,HUMAN FACTOR,99,
30128923,1,HUMAN FACTOR,99,
30134486,1,HUMAN FACTOR,99,
30141594,1,HUMAN FACTOR,04,
30141594,1,HUMAN FACTOR,14,
30141594,1,HUMAN FACTOR,18,
30134486,2,HUMAN FACTOR,99,
30141594,2,HUMAN FACTOR,11,
30141594,3,HUMAN FACTOR,99,
30142293,1,HUMAN FACTOR,17,
30142293,2,HUMAN FACTOR,99,
30148984,1,HUMAN FACTOR,99,
30148984,2,HUMAN FACTOR,99,
30153923,1,HUMAN FACTOR,17,
30153923,1,HUMAN FACTOR,18,
30162446,1,HUMAN FACTOR,99,
30162446,2,HUMAN FACTOR,99,
30162623,1,HUMAN FACTOR,07,
30162623,1,HUMAN FACTOR,13,
30162623,1,HUMAN FACTOR,24,
30162623,2,HUMAN FACTOR,99,
30164386,1,HUMAN FACTOR,17,
30164386,2,HUMAN FACTOR,99,
30167120,1,HUMAN FACTOR,11,
30167120,2,HUMAN FACTOR,99,
30167120,3,HUMAN FACTOR,11,
30167283,1,HUMAN FACTOR,99,
30171177,1,HUMAN FACTOR,14,
30171177,2,HUMAN FACTOR,99,
30171361,1,HUMAN FACTOR,19,
30171561,1,HUMAN FACTOR,14,
30171561,2,HUMAN FACTOR,99,
30173458,1,HUMAN FACTOR,03,
30173458,2,HUMAN FACTOR,03,
30179445,1,HUMAN FACTOR,26,
30179445,2,HUMAN FACTOR,99,
30179496,1,HUMAN FACTOR,18,
30179496,2,HUMAN FACTOR,99,
30179550,1,HUMAN FACTOR,99,
30179550,2,HUMAN FACTOR,99,
30183143,1,HUMAN FACTOR,12,
30183143,1,HUMAN FACTOR,17,
30183143,2,HUMAN FACTOR,99,
30185641,1,HUMAN FACTOR,97,
30185641,2,HUMAN FACTOR,99,
30186673,1,HUMAN FACTOR,11,
30186673,1,HUMAN FACTOR,14,
30186673,2,HUMAN FACTOR,99,
30187069,1,HUMAN FACTOR,14,
30188757,1,HUMAN FACTOR,11,
30188757,2,HUMAN FACTOR,99,
30191294,1,HUMAN FACTOR,99,
30191294,2,HUMAN FACTOR,99,
30193604,1,HUMAN FACTOR,26,
30193604,1,HUMAN FACTOR,08,
30193604,1,HUMAN FACTOR,18,
30193604,2,HUMAN FACTOR,99,
30196276,1,HUMAN FACTOR,11,
30196276,1,HUMAN FACTOR,18,
