IncidentId,TrafficControlNo,TrafficControl,
30556564,2,CENTER LINE,
30560914,1,NONE,
30562203,1,MEDIAN,
30562203,2,CENTER LINE,
30562203,3,NO PASSING ZONE,
30566569,1,OFFICER OR FLAGMAN,
30566932,1,CENTER LINE,
30566932,2,OFFICER OR FLAGMAN,
30566932,3,WARNING SIGNS,
30567775,1,MEDIAN,
30567775,2,ADVISORY SPEED SIGN,
30567962,1,MEDIAN,
30567962,2,ADVISORY SPEED SIGN,
30571027,1,MEDIAN,
30571027,2,WARNING SIGNS,
30571099,1,MEDIAN,
30574767,1,MEDIAN,
30574767,2,ADVISORY SPEED SIGN,
30574767,3,WARNING SIGNS,
30574768,1,MEDIAN,
30575383,1,CENTER LINE,
30577665,1,STOP & GO SIGNAL,
30580871,1,CENTER LINE,
30580871,2,STOP & GO SIGNAL,
30581633,1,ADVISORY SPEED SIGN,
30581633,2,STOP & GO SIGNAL,
30582908,1,MEDIAN,
30582909,1,MEDIAN,
30582917,1,MEDIAN,
30582917,2,WARNING SIGNS,
30582917,3,OFFICER OR FLAGMAN,
30582919,1,MEDIAN,
30584304,1,STOP & GO SIGNAL,
30586013,1,STOP SIGN,
30586231,1,MEDIAN,
30586292,1,MEDIAN,
30586292,2,CENTER LINE,
30587312,1,CENTER LINE,
30589672,1,CENTER LINE,
30589903,1,NO PASSING ZONE,
30591119,1,MEDIAN,
30591147,1,STOP & GO SIGNAL,
30591739,1,NONE,
30594564,1,MEDIAN,
30594564,2,ADVISORY SPEED SIGN,
30595735,1,MEDIAN,
30596869,1,MEDIAN,
30598263,1,NONE,
30599055,1,OFFICER OR FLAGMAN,
30600831,1,MEDIAN,
30600831,2,ADVISORY SPEED SIGN,
30601011,1,NONE,
30602508,1,MEDIAN,
30605330,1,ADVISORY SPEED SIGN,
30605330,2,CENTER LINE,
30605735,1,CENTER LINE,
30605735,2,STOP & GO SIGNAL,
30607499,1,ADVISORY SPEED SIGN,
30611132,1,STOP & GO SIGNAL,
30612654,1,CENTER LINE,
30612761,1,MEDIAN,
30612761,2,WARNING SIGNS,
30612771,1,STOP & GO SIGNAL,
30612807,1,STOP SIGN,
30612810,1,OTHER,
30613261,1,MEDIAN,
30613261,2,OTHER,
30613746,1,MEDIAN,
30613868,1,CENTER LINE,
30616237,1,MEDIAN,
30616574,1,MEDIAN,
30616574,2,ADVISORY SPEED SIGN,
30617041,1,MEDIAN,
30617162,1,CENTER LINE,
30618547,1,MEDIAN,
30620998,1,ADVISORY SPEED SIGN,
30620998,2,OFFICER OR FLAGMAN,
30620998,3,OTHER,
30620998,4,WARNING SIGNS,
30621121,1,NO PASSING ZONE,
30621223,1,CENTER LINE,
30621223,2,CURVE SIGN,
30622439,1,OTHER,
30622439,2,WARNING SIGNS,
30624807,1,NONE,
30625839,1,MEDIAN,
30625839,2,ADVISORY SPEED SIGN,
30627106,1,MEDIAN,
30627106,2,ADVISORY SPEED SIGN,
30627106,3,CENTER LINE,
30627609,1,MEDIAN,
30632743,1,STOP & GO SIGNAL,
30632753,1,CENTER LINE,
30632753,2,MEDIAN,
30632753,3,OTHER,
30638042,1,MEDIAN,
30638043,1,MEDIAN,
30640848,1,ADVISORY SPEED SIGN,
30640848,2,CENTER LINE,
30640873,1,OTHER,
30641063,1,ADVISORY SPEED SIGN,
30641063,2,CENTER LINE,
30641097,1,MEDIAN,
30641097,2,ADVISORY SPEED SIGN,
30641097,3,CENTER LINE,
30642719,1,ADVISORY SPEED SIGN,
30642719,2,CURVE SIGN,
30642719,3,NO PASSING ZONE,
30645675,1,NONE,
30645927,1,MEDIAN,
30645927,2,ADVISORY SPEED SIGN,
30645927,3,FLASHING LIGHT,
30645928,1,MEDIAN,
30645929,1,MEDIAN,
30645929,2,NO PASSING ZONE,
30645929,3,OTHER,
30645930,1,MEDIAN,
30646008,1,MEDIAN,
30646008,2,CENTER LINE,
30646008,3,OFFICER OR FLAGMAN,
30646107,1,MEDIAN,
30646107,2,ADVISORY SPEED SIGN,
30646107,3,WARNING SIGNS,
30646800,1,MEDIAN,
30646800,2,WARNING SIGNS,
30646843,1,MEDIAN,
30646843,2,YIELD SIGN,
30650142,1,MEDIAN,
30650142,2,ADVISORY SPEED SIGN,
30650180,1,ADVISORY SPEED SIGN,
30650180,2,OTHER,
30650807,1,MEDIAN,
30650807,2,ADVISORY SPEED SIGN,
30650807,3,STOP SIGN,
30650807,4,WARNING SIGNS,
30651323,1,CENTER LINE,
30651323,2,STOP & GO SIGNAL,
30652468,1,MEDIAN,
30652468,2,ADVISORY SPEED SIGN,
30652907,1,CENTER LINE,
30653595,1,MEDIAN,
30653595,2,STOP & GO SIGNAL,
30654691,1,RR SIGNS OR SIGNALS,
30654691,2,OFFICER OR FLAGMAN,
30654691,3,WARNING SIGNS,
30654929,1,NONE,
30657835,1,MEDIAN,
30659145,1,ADVISORY SPEED SIGN,
30659145,2,MEDIAN,
30659145,3,STOP & GO SIGNAL,
30659647,1,STOP & GO SIGNAL,
30665125,1,STOP & GO SIGNAL,
30666057,1,MEDIAN,
30666058,1,MEDIAN,
30669130,1,CENTER LINE,
30669130,2,OFFICER OR FLAGMAN,
30669130,3,OTHER,
30669189,1,MEDIAN,
30669192,1,MEDIAN,
30669319,1,MEDIAN,
30669329,1,MEDIAN,
30670034,1,MEDIAN,
30670034,2,ACCELERATIONDECELERATION LANE,
30670366,1,MEDIAN,
30670778,1,ADVISORY SPEED SIGN,
30670778,2,CENTER LINE,
30670778,3,WARNING SIGNS,
30671169,1,MEDIAN,
30671169,2,ADVISORY SPEED SIGN,
30671169,3,CENTER LINE,
30671169,4,OFFICER OR FLAGMAN,
30672321,1,CENTER LINE,
30672321,2,OFFICER OR FLAGMAN,
30673322,1,ADVISORY SPEED SIGN,
30673322,2,CENTER LINE,
30674493,1,CENTER LINE,
30674493,2,OTHER,
30674493,3,WARNING SIGNS,
30682138,1,ADVISORY SPEED SIGN,
30682138,2,CENTER LINE,
30682138,3,STOP & GO SIGNAL,
30683778,1,STOP & GO SIGNAL,
30684391,1,MEDIAN,
30684391,2,ADVISORY SPEED SIGN,
30686741,1,CENTER LINE,
30687238,1,ADVISORY SPEED SIGN,
30687238,2,CENTER LINE,
30687238,3,OFFICER OR FLAGMAN,
30687238,4,WARNING SIGNS,
30687917,1,MEDIAN,
30688526,1,STOP & GO SIGNAL,
30688848,1,MEDIAN,
30689907,1,CENTER LINE,
30689907,2,OFFICER OR FLAGMAN,
30694788,1,STOP SIGN,
30696678,1,NONE,
30697204,1,MEDIAN,
30697204,2,ADVISORY SPEED SIGN,
30697582,1,WARNING SIGNS,
30697622,1,MEDIAN,
30697622,2,OTHER,
30698823,1,CENTER LINE,
30698935,1,MEDIAN,
30699488,1,MEDIAN,
30699488,2,WARNING SIGNS,
30699489,1,MEDIAN,
30699491,1,MEDIAN,
30699496,1,MEDIAN,
30699496,2,ADVISORY SPEED SIGN,
30699496,3,OTHER,
30699496,4,WARNING SIGNS,
30699497,1,MEDIAN,
30699509,1,ADVISORY SPEED SIGN,
30699509,2,OTHER,
30699509,3,WARNING SIGNS,
30700783,1,MEDIAN,
30701568,1,ADVISORY SPEED SIGN,
30702090,1,MEDIAN,
30702239,1,MEDIAN,
30702239,2,ADVISORY SPEED SIGN,
30702533,1,MEDIAN,
30702738,1,MEDIAN,
30703899,1,ADVISORY SPEED SIGN,
30706762,1,MEDIAN,
30706960,1,MEDIAN,
30706960,2,ADVISORY SPEED SIGN,
30706960,3,WARNING SIGNS,
30709674,1,MEDIAN,
30709674,2,ADVISORY SPEED SIGN,
30709674,3,WARNING SIGNS,
30710934,1,MEDIAN,
30711978,1,OTHER,
30711984,1,MEDIAN,
30711984,2,WARNING SIGNS,
30712291,1,MEDIAN,
30712291,2,OTHER,
30712291,3,WARNING SIGNS,
30712921,1,NO PASSING ZONE,
30712921,2,OFFICER OR FLAGMAN,
30714726,1,CENTER LINE,
30714726,2,MEDIAN,
30716707,1,MEDIAN,
30716707,2,OTHER,
30719666,1,MEDIAN,
30719666,2,OTHER,
30719666,3,WARNING SIGNS,
30726171,1,STOP & GO SIGNAL,
30726401,1,ADVISORY SPEED SIGN,
30726476,1,MEDIAN,
30727168,1,MEDIAN,
30727172,1,MEDIAN,
30728805,1,STOP & GO SIGNAL,
30732276,1,MEDIAN,
30733349,1,CENTER LINE,
30733349,2,WARNING SIGNS,
30734207,1,MEDIAN,
30734266,1,MEDIAN,
30734266,2,ADVISORY SPEED SIGN,
30734266,3,WARNING SIGNS,
30736251,1,ADVISORY SPEED SIGN,
30738422,1,CENTER LINE,
30738422,2,MEDIAN,
30739194,1,ADVISORY SPEED SIGN,
30739194,2,CENTER LINE,
30740200,1,STOP & GO SIGNAL,
30740916,1,NONE,
30743157,1,OFFICER OR FLAGMAN,
30744575,1,MEDIAN,
30744590,1,NONE,
30749781,1,CENTER LINE,
30750603,1,ADVISORY SPEED SIGN,
30754712,1,MEDIAN,
30755382,1,ADVISORY SPEED SIGN,
30755382,2,CENTER LINE,
30755382,3,STOP SIGN,
30755804,1,MEDIAN,
30755811,1,MEDIAN,
30756099,1,MEDIAN,
30756099,2,OTHER,
30758241,1,CENTER LINE,
30759034,1,MEDIAN,
30759034,2,ADVISORY SPEED SIGN,
30760221,1,MEDIAN,
30760221,2,WARNING SIGNS,
30761452,1,MEDIAN,
30761452,2,WARNING SIGNS,
30761965,1,ADVISORY SPEED SIGN,
30762381,1,CENTER LINE,
30762381,2,NO PASSING ZONE,
30763283,1,MEDIAN,
30769242,1,MEDIAN,
30769242,2,ADVISORY SPEED SIGN,
30769601,1,MEDIAN,
30769978,1,CENTER LINE,
30769978,2,OFFICER OR FLAGMAN,
30770785,1,MEDIAN,
30771896,1,MEDIAN,
30771896,2,WARNING SIGNS,
30773094,1,ADVISORY SPEED SIGN,
30773094,2,CENTER LINE,
30774696,1,MEDIAN,
30774730,1,MEDIAN,
30774993,1,CENTER LINE,
30774993,2,STOP & GO SIGNAL,
30784737,1,NONE,
30786512,1,MEDIAN,
30786978,1,MEDIAN,
30789725,1,MEDIAN,
30789728,1,MEDIAN,
30789800,1,MEDIAN,
30789800,2,CENTER LINE,
30793200,1,CENTER LINE,
30793200,2,WARNING SIGNS,
30794090,1,MEDIAN,
30794899,1,MEDIAN,
30794971,1,MEDIAN,
30796579,1,OFFICER OR FLAGMAN,
30799704,1,MEDIAN,
30799704,2,ADVISORY SPEED SIGN,
30799704,3,CENTER LINE,
30799726,1,ADVISORY SPEED SIGN,
30799726,2,MEDIAN,
30799726,3,STOP & GO SIGNAL,
30799744,1,STOP & GO SIGNAL,
30799744,2,TRAFFIC CONTROL DEVICE MISSING,
30800368,1,ADVISORY SPEED SIGN,
30800368,2,CENTER LINE,
30803907,1,OFFICER OR FLAGMAN,
30803907,2,WARNING SIGNS,
30804919,1,CENTER LINE,
30806530,1,STOP SIGN,
30807943,1,MEDIAN,
30807943,2,WARNING SIGNS,
30809857,1,ADVISORY SPEED SIGN,
30809857,2,CENTER LINE,
30809857,3,WARNING SIGNS,
30811405,1,CENTER LINE,
30811405,2,STOP & GO SIGNAL,
30812116,1,MEDIAN,
30813352,1,MEDIAN,
30813352,2,OTHER,
30813352,3,WARNING SIGNS,
30813355,1,MEDIAN,
30813355,2,WARNING SIGNS,
30813357,1,MEDIAN,
30813357,2,WARNING SIGNS,
30813651,1,CENTER LINE,
30813651,2,ADVISORY SPEED SIGN,
30813680,1,MEDIAN,
30813681,1,MEDIAN,
30814068,1,YIELD SIGN,
30814134,1,NONE,
30814711,1,OFFICER OR FLAGMAN,
30816944,1,MEDIAN,
30818303,1,MEDIAN,
30818904,1,MEDIAN,
30818904,2,WARNING SIGNS,
30818956,1,MEDIAN,
30819144,1,STOP SIGN,
30823428,1,CENTER LINE,
30823428,2,OTHER,
30823428,3,WARNING SIGNS,
30823657,1,MEDIAN,
30824245,1,ADVISORY SPEED SIGN,
30827482,1,WARNING SIGNS,
30831154,1,MEDIAN,
30832953,1,CENTER LINE,
30832953,2,ADVISORY SPEED SIGN,
30832953,3,WARNING SIGNS,
30837611,1,CENTER LINE,
30837611,2,MEDIAN,
30841159,1,MEDIAN,
30841159,2,ADVISORY SPEED SIGN,
30846145,1,CENTER LINE,
30851136,1,MEDIAN,
30854723,1,OTHER,
30854723,2,WARNING SIGNS,
30857652,1,STOP & GO SIGNAL,
30858250,1,MEDIAN,
30858250,2,NO PASSING ZONE,
30858250,3,OTHER,
30862561,1,CENTER LINE,
30862561,2,OTHER,
30864495,1,OTHER,
30864495,2,MEDIAN,
30865670,1,MEDIAN,
30865670,2,CURVE SIGN,
30872584,1,MEDIAN,
30872611,1,MEDIAN,
30875659,1,WARNING SIGNS,
30876252,1,MEDIAN,
30885516,1,STOP SIGN,
30885774,1,STOP & GO SIGNAL,
30885774,2,CENTER LINE,
30885802,1,NO PASSING ZONE,
30892927,1,MEDIAN,
30892927,2,ADVISORY SPEED SIGN,
30892927,3,CENTER LINE,
30895578,1,MEDIAN,
30899985,1,MEDIAN,
30904922,1,NONE,
30907501,1,NONE,
30910220,1,CENTER LINE,
30910220,2,STOP & GO SIGNAL,
30910545,1,STOP & GO SIGNAL,
30911552,1,ADVISORY SPEED SIGN,
30911552,2,CENTER LINE,
30911552,3,NO PASSING ZONE,
30911570,1,WARNING SIGNS,
30923136,1,MEDIAN,
30923136,2,ADVISORY SPEED SIGN,
30924641,1,NONE,
30928608,1,MEDIAN,
30928608,2,ADVISORY SPEED SIGN,
30928608,3,CENTER LINE,
30931244,1,CENTER LINE,
30933846,1,MEDIAN,
30933846,2,OTHER,
30942093,1,MEDIAN,
30942093,2,ADVISORY SPEED SIGN,
30942094,1,MEDIAN,
30942094,2,ADVISORY SPEED SIGN,
30945862,1,CENTER LINE,
30951006,1,CENTER LINE,
30956301,1,NONE,
30959873,1,MEDIAN,
30960089,1,MEDIAN,
30960089,2,ADVISORY SPEED SIGN,
30964992,1,NONE,
30965865,1,MEDIAN,
30983788,1,NONE,
30987621,1,MEDIAN,
30987621,2,ADVISORY SPEED SIGN,
30987621,3,CENTER LINE,
30987621,4,WARNING SIGNS,
30997413,1,MEDIAN,
30997413,2,ADVISORY SPEED SIGN,
30997413,3,OTHER,
30997863,1,CENTER LINE,
31014534,1,CENTER LINE,
31014534,2,STOP SIGN,
31059529,1,MEDIAN,
31059529,2,OTHER,
31059529,3,WARNING SIGNS,
31154772,1,ADVISORY SPEED SIGN,
31154772,2,MEDIAN,
31154772,3,WARNING SIGNS,
31173570,1,MEDIAN,
31311699,1,MEDIAN,
31329313,1,OFFICER OR FLAGMAN,
31418946,1,CENTER LINE,
31418946,2,OFFICER OR FLAGMAN,
31418946,3,WARNING SIGNS,
31432635,1,NONE,
31538417,1,NONE,
31666735,1,CENTER LINE,
31666735,2,WARNING SIGNS,
31758507,1,CENTER LINE,
31758507,2,STOP & GO SIGNAL,
31758507,3,WARNING SIGNS,
32273923,1,ADVISORY SPEED SIGN,
32273923,2,FLASHING LIGHT,
32273923,3,OTHER,
32273923,4,WARNING SIGNS,
33269749,1,NONE,
